uname,mid,level,sex,send_time,like,is_sub,text
我有红外套,252966666,5,保密,2021-04-17 09:54:12,243,False,想象一下，未来出现一个APP叫“智驾”，专门为人提供无人驾驶出租车，每个城市都有大量无人智能停车场，专门停放和维护智驾出租车，24小时随时待命，而人们只需要拿出手机点一点，系统即可安排附近智驾出租或者停车场内空闲出租来接驾，就算打车高峰期也可随时在不同停车场之间进行调动，也因为不用人工，极大压缩了出租车平台成本。与此同时人们打车出行的花费也进一步降低，效率更高，由于无人接触，出现意外的概率更低，安全性更强，至此，传统司机行业几乎完全被压制，继而消失。与“智驾”类似的平台，“爱行APP”的发展模式大同小异，而且经过市场的残酷竞争，也只剩下这两家无人出租车平台，“智驾”控制着南方，“爱行”垄断北方…感觉是不是很似曾相识[doge]
iijjghy,66751422,5,保密,2021-04-17 10:48:03,3,True,必黑车安全。比人开高效，比出租车更智能
Godlily_水漠,247312,6,女,2021-04-17 11:58:44,1,True,但如果我要赶时间，它能像出租车司机一样各种抄近路狂飙吗[哦呼]
我有红外套,252966666,5,保密,2021-04-17 12:15:13,10,True,回复 @Godlily_水漠 :说不定到时打车可以分等级，掏钱多给你派性能好的车，自动驾驶习惯也调整为运动模式，全程尽量压在超限百分之十速度，还有各种超车动作，都可以安全做出来，配合高精度实时地图提前规划路径，绕开拥堵和路况不好的路段，同时路上其他“普通”无人出租主动让行，妈呀[惊讶]果然有钱就能享受更好的服务[doge]
釧宝,22337214,6,保密,2021-04-17 13:17:07,0,True,那就是对人素质的另一个考验了
碧落云海,252039144,5,保密,2021-04-17 13:32:27,0,True,美团，饿了吗，腾讯，阿里，[脱单doge]
禁基的士官长,20794465,6,保密,2021-04-17 15:03:00,17,True,“德拉曼专车为您服务”[doge]
林夕天邪,267589912,5,男,2021-04-17 15:11:54,0,True,算了吧，如果出租车都有无人驾驶，那成本就很低了，自己买个车不香？
口乞-米巴-米巴,359221258,5,男,2021-04-17 15:23:50,4,True,应该叫德拉曼[doge]
口乞-米巴-米巴,359221258,5,男,2021-04-17 15:24:45,0,True,回复 @Godlily_水漠 :如果未来都是智能车的话，你就不用担心堵车了
hello_盒子,100656686,5,保密,2021-04-17 15:48:42,1,True,回复 @狲啸川258 :超低配德拉曼[doge]
紫v君,310290624,5,保密,2021-04-17 17:28:06,0,True,未来难道不是我。车到指定位置。然后车自己去找车位。办完事车酒回来？
我有红外套,252966666,5,保密,2021-04-17 18:09:07,0,True,回复 @林夕天邪 :现在也有5万块钱以下的车，也是很便宜，依然有打车的人，不管是不是人人有车，但打车的需求总是会有的，当你换个很远城市旅游，总不能也开着车吧，学生，老人，还有对开车需求不高的上班族，偶尔也需要打车吧
我有红外套,252966666,5,保密,2021-04-17 18:42:55,1,True,回复 @狲啸川258 :也许不用到2077年就能有呢[doge]
马克西姆中国乐迷会,80456181,6,保密,2021-04-17 20:58:59,0,True,特斯拉就这么计划的，在美国投放。
我有红外套,252966666,5,保密,2021-04-17 21:13:56,0,True,回复 @马克西姆中国乐迷会 :以前我只看到特斯拉卖车，我自己没想到那么多，但华为的自动驾驶系统真正提醒了我，如果自动驾驶系统成熟，能够安装在各种车型上，那么这个技术甚至将应用于出租、公交、长途运输、快递等各个需要人为驾驶的行业，进一步解放生产力，到时就没有司机这一职业了，而且华为声称不造车，但是汽车行业缺到处都有华为的影子，果然华为是有魄力，有野心的
林夕天邪,267589912,5,男,2021-04-18 00:28:53,0,True,回复 @我有红外套 :都智能驾驶，除了出国去哪不能开车？我就不行智能驾驶后还限速120呢？睡一觉醒来就到地方这多快活
我有红外套,252966666,5,保密,2021-04-18 00:40:31,0,True,回复 @林夕天邪 :时间啊，过路费啊，油钱啊，电费啊，充电时间啊，再之你就喜欢开车，你也有车，那学生呢？一般一个家庭一辆车，那车用着呢，但家里其他人突然要去其他地方呢？在你眼里难道出行方式只剩下开车了吗？古代有马车，近代有黄包车，现代有出租车，临时找辆车的出行需求可以说从古代到现代就没断过，你怎么这么自信未来能够天下大同，人手一辆自动驾驶车呢[疑惑]
林夕天邪,267589912,5,男,2021-04-18 00:46:56,0,True,回复 @我有红外套 :学生不是有校车吗？跟出租车有啥关系，没那么多的问题啊，有钱去哪都不用出租，没钱的啊就会很少出门，再说都无人驾驶租车跟出租就是一个性质谁合算谁有优势，出租车哪里有现在网约车那么多优势
我有红外套,252966666,5,保密,2021-04-18 02:28:06,0,True,回复 @林夕天邪 :你这样的回答…我竟然跟你回复了好几条[捂脸]
鬼知道我经历了什么,37693421,6,保密,2021-04-18 06:18:04,0,True,滴滴，你个王八🥚
十二岁的金闪闪,383859512,4,男,2021-04-18 09:43:11,0,True,那么自动驾驶全面取代人类驾驶员后，车子拼的是音质，空调，按摩效果，屏幕清晰度。辣鸡这车的显示屏是4K的不是8K，辣鸡这车的高音的破音了。[狗子][狗子][狗子][狗子]
十二岁的金闪闪,383859512,4,男,2021-04-18 09:44:44,0,True,回复 @Godlily_水漠 :你好欢迎乘坐无人驾驶飞机，方圆300公里来去如风
赶紧睡吧_梦里啥都有,6187077,5,保密,2021-04-20 00:20:13,0,True,回复 @林夕天邪 :停车还是麻烦事啊
GivKer,13184862,6,保密,2021-04-20 18:03:56,1,True,回复 @Godlily_水漠 :来个优先度分级，一级休闲(观光车)、二级普通(通勤)、三级加急(行政接待)、四级优先(赶飞机)、五级绿色通道(送医之类的，但指定地点)，等级越高，其它的智能驾驶汽车会主动避让，除了五级，其它等级越高收费越高，你看怎么样[吃瓜]
欧力威尔,454114332,5,保密,2021-04-20 23:42:44,0,True,你敢不敢睡一觉
_我们终将重逢,387506985,5,保密,2021-04-22 09:52:37,0,True,快的话十年内吧[doge]
hobbysakumo,57556257,5,保密,2021-04-22 14:02:07,0,True,你想多了 自己开一回事 运营另一回事 每辆车最起码需要安全员 也不能这么粗暴的把就业人员赶出去
我有红外套,252966666,5,保密,2021-04-22 20:30:22,0,True,回复 @hobbysakumo :问题当然会有，但只要人类还有私人出行的需求，就不妨碍这是个可预见性的未来
小朱指定男友,327574188,5,男,2021-04-26 15:15:26,0,True,回复 @禁基的士官长 :滴滴你个王八蛋
Neatrioy,4115515,5,男,2021-04-26 16:56:47,0,True,回复 @林夕天邪 :好像长沙一些区域已经投入使用了
我是一碗麻辣烫,33376989,5,保密,2021-04-27 20:11:10,0,True,私家车是不是会大面积消失。[星星眼]
白色大理石像,450143549,5,保密,2021-04-29 18:10:19,0,True,滴滴你个王八蛋[doge]
组装强国战略,283675768,5,女,2021-04-18 20:11:52,242,False,辟谣了，都是小米研发的，华为只是过来装了个壳子
xixyang,420547179,5,男,2021-04-18 22:58:53,3,True,[doge]忘加了
组装强国战略,283675768,5,女,2021-04-19 18:15:53,0,True,回复 @xixyang :[doge]
cinema2020,516215198,4,保密,2021-04-19 19:40:57,4,True,对，能量是卢十瓦用爱发电驱动的
账号已注销,415950767,0,保密,2021-04-22 10:14:09,0,True,回复 @xixyang :有一说一，你们这种人和那群猴子也没区别[滑稽]之前被猴子恶心，现在又感受到了熟悉的味道
一千个粉丝,305895109,6,保密,2021-04-22 13:39:51,0,True,是的，我看到了[doge][doge][doge]
组装强国战略,283675768,5,女,2021-04-22 19:50:53,0,True,回复 @cinema2020 :猪肉卢
组装强国战略,283675768,5,女,2021-04-22 19:51:02,0,True,回复 @鹿克思灯业 :猪肉卢
在册高手,592068041,4,保密,2021-04-28 19:45:39,0,True,哪里有装壳子，华为花了10个亿买了个冠名。
阿蟹酱酱,23042114,5,男,2021-05-02 16:50:16,1,True,微辣套个鸿蒙壳，小米自研888换皮成麒麟990A是吧[脱单doge][脱单doge][脱单doge]
永远单推加藤惠,353168753,6,男,2021-05-02 18:32:31,0,True,以后的小米车就成和华为“联合研发”了
阿琛爹爹,130860982,5,保密,2021-04-17 15:26:45,208,False,自动驾驶最主要问题是真的出现意外大家就会责怪自动驾驶不可靠，哪怕已经比人可靠千百倍也会这样
Endlisses,30910023,6,保密,2021-04-17 17:22:26,9,True,对，所以法律跟进就要特别注意，但如果是多个公司的算法，那就很难统筹出一个共适的法律法规
没滑轮的鼠标,240893506,5,保密,2021-04-18 01:48:01,3,True,回复 @Endlisses :我想国家会出台相关测试，通过表示自动驾驶功能合格可以上路，出现交通事故就按规则里定的来算，不在规则内算人类司机
Enzo丶洛,5213839,5,保密,2021-04-18 09:01:26,2,True,回复 @没滑轮的鼠标 :机器毕竟是机器，做不到完全无人驾驶的话，司机必须做到随时接管，随时应对意外
十二岁的金闪闪,383859512,4,男,2021-04-18 09:48:40,3,True,只有无理泼妇才会指指点点，正常人还是走程序，有保险赔就是了，能够被放出来市场就证明那个时候已经符合上路标准了，并且统计事故率肯定低于人驾驶，如果你要要求百分百无事故，建议一视同仁把出大事故的人类司机也送监狱。自己做不到的事情永远不要要求别人做到
阿琛爹爹,130860982,5,保密,2021-04-18 14:03:36,4,True,回复 @十二岁的金闪闪 :驾驶使自己受伤就是自己责任，自动驾驶使自己受伤不就是自动驾驶责任？但自动驾驶如何承担责任，怎么判断当时的情况自动驾驶应不应该承担责任都不够明确。
阿琛爹爹,130860982,5,保密,2021-04-18 14:04:39,0,True,回复 @十二岁的金闪闪 :走一个路段自己开肯定会出事最后只是自己作死，但是是自动驾驶的话不就是自动驾驶承担责任了？
achcp,36442716,5,男,2021-04-19 13:25:32,0,True,如果大家都是自动驾驶，还会有个毛线的不按规矩行车，那事故率也就随之而然降低了 现在绝大部分的交通事故不都是驾驶人员没注意或者情绪驾驶之类状况才发生的吗
夏夜的雨夜,1141316352,4,保密,2021-04-20 08:39:48,0,True,回复 @没滑轮的鼠标 :公安局起草修改道路交通安全法 已经在公示征求社会意见[嗑瓜子]关于自动驾驶方面如何落地应该是可以预见的了[脱单doge]
狂暴菠菜,44276875,6,保密,2021-04-20 10:38:34,0,True,回复 @Endlisses :法律根本不是问题  问题是技术问题  如果百分百不会出问题   那别人出问题  就是别人的问题了
苏梦枚,65467413,6,女,2021-04-25 21:57:24,0,True,回复 @没滑轮的鼠标 :现在不是l5啊。。。。
南山凉秋,493974609,5,保密,2021-05-04 09:04:41,0,True,[doge]华为的比人可靠，但是美国特什么的就不一定了。第一华为的传感器多，第二核心器件是自己的适配自家的好做数据准确买的就不一定了。
青朝万常,291605306,5,男,2021-04-17 07:06:14,132,False,除了合作厂商北汽不怎么样，其它都挺好！希望比亚迪加入吧
天天脱非入欧,436313957,5,保密,2021-04-17 07:52:32,7,True,比亚迪这个趋势，我感觉他想自己做
tatz17pt,102878928,5,保密,2021-04-17 07:57:28,3,True,回复 @天天脱非入欧 :BYD就是要自己做
庆科,135067745,5,保密,2021-04-17 08:11:53,4,True,回复 @tatz17pt :其实比亚迪可以先搭载华为的自动驾驶嘛，等自己做出来了，再搭载其他车型也可以呀，现在时间就是金钱。
花水北,319611311,5,女,2021-04-17 08:28:54,15,True,回复 @BLBL天使 :小米就是一直用高通的芯片，这么久了，强的只有高通，自己还是做不出来
傲吏身闲笑五侯,396166995,5,保密,2021-04-17 08:48:03,27,True,Byd一直走的都是自主研发路线，可以和华为在车机系统上合作，自动驾驶可能不太容易合作。
chenhaneong,281396374,5,保密,2021-04-17 09:37:13,29,True,北汽你可以理解为就是个代工厂，除了车壳和四个轱辘，其他三电，车机系统，都是华为自研的
豆腐店的藤原文太,41840415,6,保密,2021-04-17 11:32:43,4,True,华为这个感觉比比亚迪还好[笑哭]
0000船到桥头自然沉0000,168652253,5,男,2021-04-17 15:00:01,6,True,回复 @豆腐店的藤原文太 :比亚迪和特斯拉是同一种方案，华为是激光，在咋样激光雷达总是不毫米波雷达和图像要好的，而且还有华为老本行逆天算法加成，未来比亚迪绝对要入激光雷达的
0000船到桥头自然沉0000,168652253,5,男,2021-04-17 15:00:56,8,True,回复 @傲吏身闲笑五侯 :自动驾驶可能会买华为的激光雷达，毕竟华为的激光雷达太便宜了，香的不得了
aqunbo,25129345,6,保密,2021-04-17 15:29:26,10,True,回复 @0000船到桥头自然沉0000 :不是，华为的是激光，视觉，雷达的复合制导，精度当然更好了
傲吏身闲笑五侯,396166995,5,保密,2021-04-17 15:32:24,7,True,回复 @0000船到桥头自然沉0000 :确实便宜又好用，目前来看华为的智能驾驶确实是最优解，不过……就怕资本市场抹黑，让其胎死腹中。
0000船到桥头自然沉0000,168652253,5,男,2021-04-17 16:09:49,4,True,回复 @傲吏身闲笑五侯 :不至于，这玩意白菜价，以前一台激光雷达就购买几台车了，谁能想到二十万一台车现在有激光雷达，落差太大，香的不得了，没人和成本和金钱过不去，
pu噗噗uq,448792573,5,男,2021-04-17 18:54:48,2,True,回复 @傲吏身闲笑五侯 :其实，华为已经和几十家合作了[妙啊]今年会有三家上市，未来两年会出现一批
璐战队-莽哥,36912854,6,保密,2021-04-17 19:51:54,3,True,比亚迪是理工男思维，但还不至于是死脑筋思维，他不会在自己不擅长的领域死磕到底，所以很大可能是两种情况：1、真的就自己慢慢干；2、与华为合作深度定制，而不是用公版方案
马克西姆中国乐迷会,80456181,6,保密,2021-04-17 21:01:44,0,True,回复 @chenhaneong :可不能这么认为，品牌本身就北汽，不是给其他牌子做代工，不能这么打比方的[笑哭]
chenhaneong,281396374,5,保密,2021-04-17 21:04:29,0,True,回复 @马克西姆中国乐迷会 :那你觉得用户如果选择这款车是认北汽这个品牌还是认华为？
马克西姆中国乐迷会,80456181,6,保密,2021-04-17 22:35:16,3,True,回复 @chenhaneong :我怎么认为不重要，我也代表不了所有人，回复你不过是提醒用代工打比方并不恰当罢了。从你言语我是有些许感觉，华为可以凌驾于车企之上，这种姿态对华为在智能汽车领域的发展并没有好处，当然了也可以能多想了。但是肯定会有人这么认为的，幸好这么认为的人掌控不了华为，保持帮车企造好车的初衷是华为不断扩大合作伙伴必要因素。
东哥狂人,329380118,5,保密,2021-04-17 23:42:56,0,True,回复 @aqunbo :这是要走大疆路线成为武器公司
chenhaneong,281396374,5,保密,2021-04-18 00:20:07,1,True,回复 @马克西姆中国乐迷会 :很显然华为的野心不在造车这件事呀，车是什么品牌对华为来说不是很care，今天是北汽长安，明天可以是BBA
RoyZSY,43428336,6,男,2021-04-18 01:04:49,0,True,回复 @马克西姆中国乐迷会 :华为汽车很明确地说了目标就是对标博世，至于是否凌驾于车企之上就看你怎么看了
蓝蓝的便便,48709,6,男,2021-04-18 06:31:49,0,True,价格出来了自动驾驶版比基础版贵快一倍了
十二岁的金闪闪,383859512,4,男,2021-04-18 09:51:45,0,True,比亚迪合作华为 股价能上500，现在这样感觉市场会被吃掉，因为特斯拉核心技术就是自动驾驶这个，第一吃螃蟹罢了。那些没有螃蟹吃的憨憨总会被淘汰，电动环保永远没有智能化的吸引力大。
职业喷子TV,297259240,5,男,2021-04-18 13:05:21,0,True,回复 @chenhaneong :但是没有北汽的招牌，华为也不好卖啊。
chenhaneong,281396374,5,保密,2021-04-18 19:16:27,0,True,回复 @职业喷子TV :没有北汽可以有其他，理论上华为可以跟国内外任何一家车企合作
河码,7893616,6,保密,2021-04-19 05:06:28,0,True,第二天华为自己的发布会上有比亚迪啊[辣眼睛]
莫里友稀,4532382,6,保密,2021-04-19 11:31:00,1,True,未来应该会搭载，昨天看了华为发布会，发现都是拆开的，雷达，数据库，自动驾驶八爪鱼，mdc，热系统等等全都是拆开，应该是都想开放，你需要什么就买什么。比亚迪可能还不想全栈搭载，华为初期应该是想全栈搭载量产车测试可靠性，未来才会拆开售卖。
根号下18的开平方,33326981,6,保密,2021-04-20 20:58:42,0,True,比亚迪和华为合作了呀，发布会上公布的合作车企伙伴比亚迪就在第一行中间[笑哭]
风中寒鸦,271806693,6,保密,2021-04-21 11:31:39,0,True,回复 @BLBL天使 :不可能的，除非真的打不过了，不然，。，华为的品牌力比比亚迪强太多了。
槑的肥喵,36484394,5,保密,2021-04-22 11:08:35,0,True,回复 @蓝蓝的便便 :然而，贵出来的这些，跟国外同水平对比便宜到骨折。
心路独舞是汉奸,699824455,5,男,2021-05-01 12:56:45,0,True,北汽在极狐上做了什么，又能什么？华为在做什么，又做什么？了解了这些你就知道极狐了。就好比说：对事不对人，结果呈现最重要。
十泉熊之浩,13394721,5,男,2021-12-23 10:12:00,0,True,北汽？你知道为什么只有赛力斯才能放在华为旗舰店吗？因为赛力斯是99%由华为研发制造的，1%只是借了北汽的壳而已，华为这么做一个是避免美国制裁，因为汽车好多关键零件还得靠进口，没办法，一个是遵循自己不造车的原则，不然直接从合作合伴变同行公敌，华为已经很难了肯定不想国内再弄一堆敌人，说白了就是华为借北汽的壳造汽车。
我也曾玩对抗路,437455903,4,男,2022-05-08 09:51:26,0,True,回复 @0000船到桥头自然沉0000 :在算法和雷达这方面，华为是佼佼者。再加上它的软件和调教。体验🛫
未来与我无缘,340377,6,保密,2021-04-18 15:30:33,110,False,华为有个上海城是专门拍电影的，这里就是，演员都是专业群演
嵇叔,516657596,5,男,2021-04-18 21:05:02,0,True,？？
未来与我无缘,340377,6,保密,2021-04-18 21:19:41,8,True,回复 @嵇叔好帅 :[doge] 加个狗头 应该懂了吧。 忘加了
狮子王的鬃毛,175831496,5,保密,2021-04-18 21:22:19,0,True,狗头呢？不加狗头就开炮了
我在这头,111137324,5,保密,2021-04-21 18:11:50,5,True,"刀已经插上了，忘记拔出来了。
算了，还是拔出来吧。
不对，拔出来死的快，还是插回去吧。
不行，刀上有我的指纹，算了还是回收吧。
还是不对劲，插回去让后人祭奠吧[doge]"
看热闹的凡凡,291327338,6,男,2021-04-22 09:13:16,0,True,专业[doge]
本人不擅长加狗头,289046479,5,保密,2021-04-24 02:17:28,0,True,你不是像我这样的真男人的话就好好加狗头吧
奶凶奶凶的PANDA,161185291,5,保密,2021-05-02 12:44:03,0,True,来人，给他披上敌军的衣服厚葬吧，后来的人会记住他的
账号已注销,692540153,0,保密,2021-05-04 22:25:45,0,True,想想你为啥干不过热评[吃瓜][吃瓜]
梧桐5V,227315454,5,保密,2021-05-09 00:52:21,0,True,我吃小孩那桌[星星眼]
深处的思恋,620109067,5,保密,2021-04-22 21:51:33,105,False,其实说真心话，不吹不黑，华为自动驾驶确实很牛，但是具体的还是得等到年底量产交付后实际使用情况，只有大量应用才会发现问题，改正问题，因为实际驾驶过程中遇到的情况实在是太多了。自动驾驶毕竟才刚开始成熟，还有待于市场检验。我的目标是买台车，它自己跑滴滴养活我[星星眼][星星眼]
花泽蔫菜,372283174,5,女,2021-04-25 18:27:48,4,True,然后乘客因为车太慢了投诉你[doge]
见面再喝到熏醉,405215801,5,男,2021-04-27 00:28:13,1,True,华为这套系统已经测试好多年了~2000万公里的测试[歪嘴]
鸣神大社的御守,344595456,4,保密,2021-05-03 10:42:23,2,True,回复 @花泽蔫菜 :不慢了 20年的一个测试视频都是压着道路最高速度（70km/h）跑的[笑哭]
马什么梅马东什么,52418178,5,保密,2021-05-03 11:45:02,1,True,有个采访文字版的，实际量产车比现在试驾车更加厉害，现在的算法只用到30%
白天不懂夜晚的爽,324793518,5,保密,2021-04-18 15:43:54,74,False,辟谣了，华为的自动驾驶是外面用叉车将车底盘抬起来开的[doge]
甜瓜好苦,412928819,5,保密,2021-04-18 15:54:09,4,True,破案了，其实是华为投影，车压根没动[doge]
梧桐5V,227315454,5,保密,2021-05-09 00:52:44,0,True,回复 @甜瓜好苦 :全息投影[doge]
莫里友稀,4532382,6,保密,2021-04-19 11:34:26,72,False,未来你们想要的车企应该会搭载，昨天看了华为发布会，发现都是拆开的，雷达，数据库，自动驾驶八爪鱼，mdc，热系统全都是拆开，应该是都想开放，你需要什么就买什么。比亚迪可能还不想全栈搭载，华为初期应该是想全栈搭载量产车测试可靠性，未来才会拆开售卖，自动驾驶问题还很多，大厂也都考虑到，不敢盲目搭载。
无妨_4,286430627,5,男,2021-04-20 14:35:06,1,True,毕竟是性命攸关的事，还是要要紧一点的
物理黄老师,5612698,6,男,2021-04-18 14:27:30,61,False,建议加入发现违规可拍摄视频自动上传交通违法举报平台，恶心我你也别想舒服[doge]
妖六_,116395354,5,保密,2021-05-02 12:11:29,1,True,然后一天你没开自动驾驶自己开的违规被自己的车自动举报了[歪嘴]
西红柿土豆牛肉,401153550,5,男,2021-05-05 11:01:43,3,True,举报不是还有奖金来着？那买一台让它自己去跑滴滴，一边赚着出租车费，一边白嫖奖金[妙啊]
初音ミク的守护骑士,38344727,6,男,2021-05-10 08:11:22,1,True,回复 @Q-C-T :然后你的车就再也没回来了[吃瓜]
西红柿土豆牛肉,401153550,5,男,2021-05-10 08:13:08,1,True,回复 @初音ミク的守护骑士 :回来干嘛？一直支付宝到账就行了[OK]
初音ミク的守护骑士,38344727,6,男,2021-05-10 11:23:37,1,True,回复 @Q-C-T :指车被人拐跑了
我也曾玩对抗路,437455903,4,男,2022-05-08 09:52:57,0,True,我觉得可以加一个自动伸缩摄像头，540°超广范围的那种。对接交管系统，实时举报，实时打款！
我是辣椒,320394148,5,男,2021-04-16 23:20:38,41,False,UP应该多语音说些自己实际感受。可以充实下内容。比较这两天大家都搜看了极狐的视频。更多的还是想多听听你们参与者的真实感受。
电动星球,486542660,4,保密,2021-04-17 09:44:45,2,True,安排，在剪了～
比彻-之愿,177152465,5,保密,2021-04-17 16:37:42,32,False,华为的布局真大，真棒
千言言言言_,35952957,5,男,2021-04-17 19:47:43,4,True,[doge]是啊，布局真大，整个上海都租了，演了上百次才有这么顺畅的画面。
谁顺眼,346426294,5,保密,2021-04-17 21:10:29,0,True,回复 @千言言言言_ :你这个狗头真灵性！
苏eu辉色番茄君,161820223,5,男,2021-04-20 13:22:25,28,False,华为真有钱，找了个国际大导演直接拍了个纪录片，跟真得一模一样…………我都快信了，演员真好……包括那些群演真的太真实了……
户卢娃,15127890,6,保密,2021-04-20 15:39:09,0,True,狗头呢？[doge][doge][doge]
五兵王子,432410666,5,保密,2021-04-20 11:20:42,20,False,那天我看见了，余大嘴藏在前机盖里边把着方向
一米五的兔子,20301893,6,保密,2021-04-18 01:24:10,9,False,副驾驶的人拿的小米11u[嗑瓜子][嗑瓜子][嗑瓜子][嗑瓜子]
胃不好要吃软饭,441953159,5,保密,2021-04-18 16:38:32,11,True,当然啦，让某些没有核心技术的友商开开眼界啦[doge]
问道问心问天,26398953,5,保密,2021-04-18 23:09:51,4,True,回复 @胃不好要吃软饭 :毕竟，雷总说过华为不懂研发，所以让没有核心技术的华为开开眼不是很正常？
胃不好要吃软饭,441953159,5,保密,2021-04-19 07:45:27,2,True,回复 @东方无言 :不加狗头我就当猴子出来了，嘿嘿。
一米五的兔子,20301893,6,保密,2021-04-20 00:19:19,0,True,哈哈哈哈哈😃[惊喜]
白YG哒,698756529,5,保密,2021-04-20 21:37:06,6,False,我看见了，大嘴躲在引擎盖里面控制[doge][doge][doge]
我也曾玩对抗路,437455903,4,男,2022-05-08 09:54:08,0,True,胡说，我刚跟他一起在打捞芯片。我太困了，他还说，卧槽那小子在打瞌睡。
闲了看看,22647055,4,保密,2021-04-17 18:57:25,5,False,这发展下去无人驾驶+滴滴………
8渣渣辉8,326156218,4,保密,2021-04-18 13:21:16,0,True,这个系统真的普及起码还需要几年，先不说价格贵一般人买不起的问题，还有软件调试的问提。单单只说从视频看来，我推测这套系统需要完整的5G网络配合才能完成，未来这套方案肯定很牛，但目前只能测试，就好比5G现在也只是一个测速工具一样，这套系统起码要过了5-10年以后，路上参与共同协议的车辆足够多了，我们就能看到电影里未来交通汽车的样子，海南和雄安肯定就是全面智能驾驶落地的标杆城市
动视中国,487911338,5,保密,2021-04-18 14:31:39,0,True,回复 @8渣渣辉8 :我感觉他这套系统，也不太需要多高的网络速度啊。识别靠雷达和摄像头，运算系统在车上，网络的作用也就是配合GPS提供更精确的定位。除非以后为了降低车子成本把运算系统放云上[doge]
tangkun3126,346631793,4,保密,2021-04-18 17:00:02,0,True,回复 @8渣渣辉8 :华为说过了自动驾驶不会依赖5G。5G只是辅助，不是必要。
敢敢冲锋,9858875,5,男,2021-04-22 18:58:12,0,True,回复 @tangkun3126 :华为哪儿说的 是你说的吗  没有5g的传输速度  你等几秒钟才反应来得及？
tangkun3126,346631793,4,保密,2021-04-22 20:37:56,0,True,回复 @不进TI不改名 :华为还说:就是你们这种人把5G封神带偏了。
敢敢冲锋,9858875,5,男,2021-04-22 20:39:45,0,True,回复 @tangkun3126 :5g啥时候又封神了 又是你给封的吗 只不过指数增长了一下传输速度就能解决很多事罢了 咋的 你又给5g什么框架了啊 能穿越时空啊？
tangkun3126,346631793,4,保密,2021-04-22 20:44:36,0,True,回复 @不进TI不改名 :去去看看，2021年华为分析师大会上，华为徐直军的原话吧。
tangkun3126,346631793,4,保密,2021-04-22 20:52:23,0,True,回复 @不进TI不改名 :5G就像2G到3G，3G到4G一样。5G当然有它自己的优点和发展空间，但是5G不是万能的灵丹炒药。如果什么都想靠5G才能实现，这是完全不现实的事。5G做不到无死角的覆盖，如果自动驾驶要完全依靠5G才能实现的话，那么基本不可能。5G只是自动驾驶的辅助，但不是核心和必要条件。
敢敢冲锋,9858875,5,男,2021-04-22 21:12:42,0,True,回复 @tangkun3126 :啊这。。。 5g是 2g-4g的跨度X8啊 大哥
