uname,mid,level,sex,send_time,like,is_sub,text
少侠好本事,395332293,5,保密,2021-05-18 08:02:18,0,True,回复 @mariao :麻烦看看两者的路况以及交通参与者丰富度再来说话，视频中的路况比起极狐路况不知道好了多少[OK][OK]
沙漠魅族,476307570,3,男,2021-05-26 08:33:18,0,True,回复 @rubbninja :可以全城跑，还是某个没几个人和车园区内跑？
rubbninja,1351697549,3,保密,2021-05-26 09:36:28,0,True,回复 @沙漠魅族 :现在是北京亦庄区和广州南沙区几百平方公里的公开道路
约束之月,183646693,5,保密,2021-04-29 18:05:27,23,False,其实我相信，自动驾驶的科技水平，但我不相信的是行人的素质
笑笑笑～,33377937,6,男,2021-04-30 00:57:18,0,True,自动驾驶水平也不值得相信
一小只大胖熊,28171007,6,保密,2021-04-30 08:40:01,0,True,回复 @笑笑笑～ :按照你这逻辑 这世界上没什么值得相信的咯[脱单doge]
笑笑笑～,33377937,6,男,2021-04-30 14:56:16,0,True,回复 @一小只大胖熊 :那我补充一下，现在在售所有所谓的自动驾驶都不值得相信
风中骑猿cds,402244898,3,保密,2021-05-04 07:45:15,0,True,自动驾驶可以规避行人。
口毕口里小子,30789899,6,男,2021-05-08 15:45:17,0,True,技术就是要解决这些问题，都是理想环境，就没啥事干了
冬至的冬季,30629606,5,男,2021-04-29 17:28:26,11,False,不能在重庆开的自动驾驶 都是技术不成熟的[吃瓜]
萝卜与鱼,6130224,5,保密,2021-04-29 22:34:37,1,True,自动导航：重庆火车站[doge]
夜灬灬莺,92358614,6,保密,2021-04-30 11:20:36,9,False,刚看完没有华为极狐的路况复杂 还是头顶几十万的激光雷达方案  浪费我的时间[捂脸]
章北湖,224567967,5,保密,2021-05-16 12:17:42,2,True,其实是华为把大家胃口吊高了，一个月以前我还认为这个是非常牛的
夜灬灬莺,92358614,6,保密,2021-05-16 12:32:34,1,True,回复 @安东日记 :像这样的技术很多公司都能行 重点是华为自研的激光雷达价格做到了白菜价  没有几家能做到
躺平滴神,1791724,6,保密,2021-05-22 19:34:38,0,True,华为高精度地图，短期内不可能在所有地方铺上，成本也很高，在一些大城市没问题，像我们这种十八线小城市，等我下一辈估计能用上
你抢走了我的名字,4039999,6,男,2021-05-25 08:55:03,0,True,回复 @实在取不了 :有个华为雨天的路测，后半段是没有高清地图的，自己可以去看看
沙漠魅族,476307570,3,男,2021-05-26 08:34:56,0,True,回复 @实在取不了 :其他车子也要高精地图的。
rubbninja,1351697549,3,保密,2021-04-29 23:09:12,9,False,这是robotaxi，车不卖的，用来跑出租，和华为那集成到车里的辅助驾驶不是一个level的
琉球科技,402037142,5,保密,2021-04-28 23:26:08,9,False,虽然很多车都能这样，可惜都没有能量产的，外挂很多传感器
-人生路口-,26562347,6,男,2021-05-06 14:00:36,8,False,雨天自动驾驶BV1ao4y1f72Z
星空月野小兔兔,17641498,5,保密,2021-04-30 00:57:15,5,False,在斑马线没让行人
河里偷渡到对面,13105828,6,保密,2021-04-29 20:16:07,5,False,有个疑问 假如这个车遇到损坏红绿灯 那种一黄一红一直闪那种 它会怎么识别操作
搞事饭桶,36132417,5,保密,2021-04-30 08:20:16,0,True,不愧是6级号
河里偷渡到对面,13105828,6,保密,2021-04-30 09:16:09,0,True,是否有一个延迟识别机制，或者是直接在多少秒无响应后，直接转移后台反馈给公司人员直接下达人工调度指令
sbbvia,497341503,3,保密,2021-04-30 09:44:04,1,True,你怎么过他就怎么过，可能比你过的还好，毕竟雷达看的多
孑木丶,23157044,6,男,2021-04-30 11:18:08,4,False,这还没华为那个看起来爽
菩提新树一枝春,2004925,6,男,2021-04-29 15:18:31,4,False,[doge]双手没握住方向盘，扣分
欲望的金苹果,341874570,4,保密,2021-04-29 14:05:54,4,False,没有比华为那个量产车好呀
zdcaily,479288559,5,保密,2021-04-30 08:52:49,3,False,连百度都赶不上
夏夜的雨夜,1141316352,4,保密,2021-05-01 18:56:46,2,False,这种带着大帽子，传感器都在车顶，做出来算法，以后传感器融合到一起车身各个位置里，算法不还得大改[doge]
姜丿乃太公望,1954400,6,男,2021-04-30 13:14:49,2,False,"自动驾驶最大的绊脚石就是没有素质的电瓶车，不走斑马线乱闯信号灯的行人
尤其是一些老年人"
灿烂未來,44073409,6,保密,2021-04-30 10:00:52,2,False,引擎盖里面肯定有人在开车[doge]
wer5lcy,3194176,6,保密,2021-04-29 18:03:29,2,False,"小马智行很棒，这么长的时间里0接管，仅1次被电瓶车斜后方闯入引起大力刹车。
比在安亭测试的百度和华为好10倍，路况那么简单，他们的安全员都跟吓坏了一样。博园路那么简单的路况，华为的公开视频10分钟急刹6次…"
火流星bolidezhu,259168953,4,保密,2021-04-29 21:33:57,1,True,不要公开说华为不好，会被骂
fangzy0823,15180623,6,保密,2021-04-30 11:02:02,1,True,"是很棒，然而你一辈子开不到搭载这套系统的车，最多就坐一坐出租车…这种机械式激光雷达的价格就是一辆车的钱

所以小马、百度的技术都是不错的，就是离普通消费者太远了"
rubbninja,1351697549,3,保密,2021-04-30 18:17:27,0,True,回复 @fangzy0823 :最终都是完全无人驾驶，消费者不需要再买车了。渐进式达到这个目标还是一步到位，这是个问题
fangzy0823,15180623,6,保密,2021-04-30 18:40:52,0,True,回复 @rubbninja :全无人驾驶我觉得2050之前没希望了，感觉有生之年看不到了
叉叉几级,93896989,5,男,2021-04-30 23:50:08,0,True,回复 @fangzy0823 :这种本来就是给出租车准备的
夏夜的雨夜,1141316352,4,保密,2021-05-01 19:04:08,3,True,比华为好十倍[疑惑]就这个？你不是昧着良心就是拿钱发评论的[热词系列_知识增加]
死宅123兹,26461204,6,男,2021-04-29 14:19:30,2,False,自动驾驶竟然还会超车欸
hiahhia,287952389,5,保密,2021-04-30 11:14:11,1,False,自动伺机变道（×）加塞（√）[doge]
泰勒展开氏,676766857,5,男,2021-04-29 23:22:16,1,False,招试车员吗[脱单doge]
游天疾风,3667123,5,男,2021-04-29 23:03:50,1,False,这跟没钱买的我有什么关系呢
残血浪全图,405343670,5,保密,2021-04-30 21:42:27,0,True,有，以后就是无人出租车
翔太郎和飞利浦,382883040,2,保密,2021-04-29 20:59:29,1,False,我来告诉你，0次。PS：小马没给我钱。
那轮月远,152229168,5,保密,2021-04-29 19:52:47,1,False,这个加塞我赞了
你为亿,7240418,6,男,2021-04-29 18:33:41,1,False,我觉得自动驾驶实用化最关键的不是算法延迟技术什么的有多么多么先进，而是相关设备，网络，感知功能的稳定性与可靠性。要将故障率降到极低的程度才适合大范围普及。
风中一叶,2286245,5,保密,2021-04-29 18:51:19,0,True,这种东西最好的环境是全自动化管理，且有专用车道或者专用路线的情况下，就像高铁系统那么管控。
狮子座的木偶,310014520,5,男,2021-05-19 20:06:20,0,False,好家伙，自动驾驶启动之后，驾驶员就得打坐练功
木头人5741,583707871,2,保密,2021-05-17 23:33:13,0,False,开源用的爽不？
苟卡无木,89110201,5,保密,2021-05-17 16:27:06,0,False,问下，车顶的帽子值多少钱？
追逐风的脚步1,1968499828,4,保密,2021-05-14 12:18:17,0,False,敢把中控屏展示绘太家看么
评论区对线员,676162731,3,保密,2021-05-14 10:11:58,0,False,当所有车俩都配备一套系统没有黑客捣乱的话估计才是很安全的
cinema2020,516215198,4,保密,2021-05-10 16:38:50,0,False,"买威力登用英伟达的芯片造概念车,然后用开源的软件算法库集成.累积了十万公里数据后就可以对资本市场卖概念了. 至于激光雷达的成本,上市后再说吧，那时可以增发非公开发行股票,说要投资激光雷达.嗯，若是BATJ们更好办,分拆自动驾驶业务上市不就得了."
Drymartini凌凌漆,410895559,5,保密,2021-05-08 18:26:02,0,False,顶着个堆有什么商业价值？04年谷歌就试行了
周郎zz,26388468,6,保密,2021-05-05 04:51:30,0,False,所以接管了几次？
残血浪全图,405343670,5,保密,2021-04-30 21:46:35,0,False,都不错，当然，人们是希望配置越高越好！
我朋友說他好了,33760579,6,男,2021-04-30 12:17:31,0,False,就想问下酒后自动驾驶怎么算[doge]
AutoLab-汽车实验室,111816832,4,保密,2021-04-30 12:37:59,0,True,你还要把AI灌醉？
好地方bug,7651475,5,保密,2021-12-31 14:23:07,0,True,回复 @AutoLab-汽车实验室 :程序员喝醉了写代码[吃瓜]
桶强不加冰,2817687,6,保密,2021-04-30 11:46:35,0,False,我不装了，实在是太牛逼了这技术
灿烂未來,44073409,6,保密,2021-04-30 10:02:39,0,False,期待有在标识不清晰或者无标识的路测[思考]
livefastdn7,206000803,5,保密,2021-04-30 09:59:08,0,False,就这？这叫晚高峰？我还以为是内环路[doge]
冰冻丶旋律,907236,5,男,2021-04-30 09:53:15,0,False,一看就知道是亲爱的广州南沙了
那轮月远,152229168,5,保密,2021-04-29 19:52:47,1,False,这个加塞我赞了
A股小牛,352987878,5,保密,2021-04-29 19:13:26,0,False,出租自动驾驶或者公共汽车自动驾驶[妙啊]
你为亿,7240418,6,男,2021-04-29 18:33:41,1,False,我觉得自动驾驶实用化最关键的不是算法延迟技术什么的有多么多么先进，而是相关设备，网络，感知功能的稳定性与可靠性。要将故障率降到极低的程度才适合大范围普及。
风中一叶,2286245,5,保密,2021-04-29 18:51:19,0,True,这种东西最好的环境是全自动化管理，且有专用车道或者专用路线的情况下，就像高铁系统那么管控。
wer5lcy,3194176,6,保密,2021-04-29 18:03:29,2,False,"小马智行很棒，这么长的时间里0接管，仅1次被电瓶车斜后方闯入引起大力刹车。
比在安亭测试的百度和华为好10倍，路况那么简单，他们的安全员都跟吓坏了一样。博园路那么简单的路况，华为的公开视频10分钟急刹6次…"
火流星bolidezhu,259168953,4,保密,2021-04-29 21:33:57,1,True,不要公开说华为不好，会被骂
fangzy0823,15180623,6,保密,2021-04-30 11:02:02,1,True,"是很棒，然而你一辈子开不到搭载这套系统的车，最多就坐一坐出租车…这种机械式激光雷达的价格就是一辆车的钱

所以小马、百度的技术都是不错的，就是离普通消费者太远了"
rubbninja,1351697549,3,保密,2021-04-30 18:17:27,0,True,回复 @fangzy0823 :最终都是完全无人驾驶，消费者不需要再买车了。渐进式达到这个目标还是一步到位，这是个问题
fangzy0823,15180623,6,保密,2021-04-30 18:40:52,0,True,回复 @rubbninja :全无人驾驶我觉得2050之前没希望了，感觉有生之年看不到了
叉叉几级,93896989,5,男,2021-04-30 23:50:08,0,True,回复 @fangzy0823 :这种本来就是给出租车准备的
夏夜的雨夜,1141316352,4,保密,2021-05-01 19:04:08,3,True,比华为好十倍[疑惑]就这个？你不是昧着良心就是拿钱发评论的[热词系列_知识增加]
菩提新树一枝春,2004925,6,男,2021-04-29 15:18:31,4,False,[doge]双手没握住方向盘，扣分
菜不好-肉好,95146515,5,保密,2021-04-29 14:49:49,0,False,有参考价吗?> 这雷克萨斯 诶...估计定价比那个极狐贵?
AutoLab-汽车实验室,111816832,4,保密,2021-04-29 14:55:35,0,True,这是是小马智行的方案，不是看雷克萨斯啦
菜不好-肉好,95146515,5,保密,2021-04-29 15:33:28,1,True,"回复 @AutoLab-汽车实验室 :只是这个先不论 自动驾驶的性能 , 就车顶这个.很影响美观的呀没办法集成到车子本身嘛"
狼煙亖起woc,478335548,5,男,2021-04-29 17:33:14,1,True,回复 @菜不好-肉好 :美观其次，成本太高，大几十万
菜不好-肉好,95146515,5,保密,2021-04-29 20:58:49,0,True,"回复 @狼煙亖起_ :不说技术, 华为 特斯拉这样的 集成成模块 省事啊"
狼煙亖起woc,478335548,5,男,2021-04-29 21:03:20,0,True,回复 @菜不好-肉好 :特斯拉就几个摄像头，继承个毛线啊[笑哭]
AutoLab-汽车实验室,111816832,4,保密,2021-04-30 12:38:48,0,True,回复 @菜不好-肉好 :持续测试中呀，肯定会有各种各样的情况，未来应该会好很多吧
死宅123兹,26461204,6,男,2021-04-29 14:19:30,2,False,自动驾驶竟然还会超车欸
欲望的金苹果,341874570,4,保密,2021-04-29 14:05:54,4,False,没有比华为那个量产车好呀
灿烂未來,44073409,6,保密,2021-04-30 10:02:39,0,False,期待有在标识不清晰或者无标识的路测[思考]
四参画大象,395879777,5,保密,2021-04-29 21:29:06,0,False,输入异常值怎么办
智能改变生活,435563399,4,保密,2021-04-28 23:56:47,0,False,有没有厂家用你们家的方案，准备量产的？
超级开箱-BiggerBox,358762859,5,男,2021-04-29 08:21:04,0,True,广汽埃安和小马智行有合作
cinema2020,516215198,4,保密,2021-05-10 16:38:50,0,False,"买威力登用英伟达的芯片造概念车,然后用开源的软件算法库集成.累积了十万公里数据后就可以对资本市场卖概念了. 至于激光雷达的成本,上市后再说吧，那时可以增发非公开发行股票,说要投资激光雷达.嗯，若是BATJ们更好办,分拆自动驾驶业务上市不就得了."
评论区对线员,676162731,3,保密,2021-05-14 10:11:58,0,False,当所有车俩都配备一套系统没有黑客捣乱的话估计才是很安全的
123山123,549361331,4,保密,2021-04-29 22:47:18,0,False,华为利害的是把激光雷达打到地板上，小马有吗？
