uname,mid,level,sex,send_time,like,is_sub,text
热心市_民先生,353267196,5,男,2021-08-04 20:26:19,1,True,"你这种是弟弟车，还要受中枢爸爸管理控制。这是不安全的、不成熟的，做为用户也是不喜欢的。做为一个成熟的自动驾驶车，它应该以用户为最高权限方，车机承担主要计算。它应该像pc一样，拥有防火墙、能断网运行。中枢只需要发送路况信息给车机，而车机不向中枢发送任何信息是最好的。路况信息应该由路网提供，而不是用户的车。

我是个相对保守的，我希望我的车是一辆纯粹的车，而不是一台移动数据采集器，甚至是挖矿机（当然如果由政府管理数据的话，我是可以接受的，而企业的话还是算了吧）。

最后，这是个人观点，勿喷[doge][doge][doge]"
我的名字真的好长阿,87899231,5,保密,2021-08-04 20:48:41,1,True,别杠我，我只是说如果。如果像科幻电影一样，主控被黑了，能有效应急吗？？？
PlumSeven,482031357,4,保密,2021-08-04 20:49:21,0,True,我觉得这个得搭配未来城市才能使用，每一个城市根据流量设置类似于操作系统的调度算法，并且设置用户优先级，关于安全以及伦理问题，在我看来，不管怎么样，城市级别的自动驾驶事故率起码比现在要低好几个数量级。关于数据安全的问题其实我觉得有点因噎废食了，可以想象未来城市没有红绿灯，有各种各样的车，有餐车，有移动超市，有移动菜市场，移动厕所。只不过要达到这种实时数据传输起码得6G起步吧，说不定还得每隔一定距离设置基站，增强网速的同时分担&#34;CPU&#34;的功能，说白了，还是未来城市最理想
BiLi小广告,177141609,5,男,2021-08-04 20:49:27,0,True,比你想象的还要简单根本不需要联网，因为自动驾驶行驶逻辑可以预测。所以全是自动驾驶反而更安全。
BiLi小广告,177141609,5,男,2021-08-04 20:50:57,0,True,回复 @我的名字真的好长阿 :不可能被黑。因为自动驾驶最高权限只能在车上。相当于最后一层防护。
豆丁兽也想住精灵球,14652476,6,男,2021-08-05 01:24:27,0,True,回复 @我的名字真的好长阿 :服务器被黑的概率应该比你在路人被疲劳驾驶，接电话，酒驾，注意力分散的车撞到低得多
Vasil95,11243240,6,男,2021-07-31 21:01:54,71,False,这个我熟，游戏里的自动寻路[doge]
精准的东乌人,34797218,6,男,2021-07-31 21:50:20,0,True,远哭5的自动驾驶就挺靠谱[嗑瓜子]
男人就該幹男人,494525727,5,保密,2021-08-04 20:06:18,0,True,说起自动寻路，不知道你被星际1的龙骑支配过吗[辣眼睛]
御灵祖师,248434174,5,保密,2021-08-04 18:06:43,55,False,不久将来可能不需要驾驶证了，马路上全是自动的，这样比人开更安全，不会超速不会乱变道不会有情绪，如果这一天来临真的是福气了。
有点憨憨的绫罗,299744836,5,男,2021-08-04 18:41:05,3,True,驾驶证还是要的，万一有点问题呢
御灵祖师,248434174,5,保密,2021-08-04 18:51:46,7,True,回复 @有点憨憨的绫罗 :未来不装方向盘了，家人出门设置地点全搞定，当然这起码50年后
东山呐,611214054,4,保密,2021-08-04 18:57:17,5,True,这种需要很好的网络安全系统，不然如果哪天有一个心理变态又技术特别强的黑客，好家伙那画面不敢想[doge]
大脸萌妹唷,180174637,5,保密,2021-08-04 18:57:35,1,True,回复 @御灵祖师 :不一定五十年 可能电车全面推广的时候就能实现
甜粽里的黄豆,415470732,5,男,2021-08-04 19:08:21,0,True,回复 @东山呐 :应该是设定机械控制等级比自动控制高就好，要是真有黑客入侵，只要一动方向盘(或者按键也行)就能自动断网切换为手动驾驶
ttx110605z,290566725,5,男,2021-08-04 19:09:55,0,True,回复 @御灵祖师 :不可能没放线盘，现在的地铁火车这些走轨道的都可以人工操作，更别说汽车了
新鲜动物园的小月球,16193485,6,男,2021-08-04 19:11:14,0,True,未来还用车？直接空间传送
堕辰-,645620722,2,保密,2021-08-04 19:25:32,0,True,回复 @御灵祖师 :方向盘还是要有的，平时可能隐藏起来，万一遇到意外可以手动的。
33644398,3150271,5,保密,2021-08-04 19:35:54,0,True,万一程序出问题岂不是要出大问题，只需要一辆车有出问题可以把一个道路的车的模式全部打乱，可能要出大车祸
御灵祖师,248434174,5,保密,2021-08-04 19:39:50,1,True,回复 @33644398 :所以要50年后
御灵祖师,248434174,5,保密,2021-08-04 19:40:00,0,True,回复 @33644398 :现在还是不行的
ufgkig,266773780,5,保密,2021-08-04 20:28:26,0,True,不需要驾驶证至少20内不可能
东山呐,611214054,4,保密,2021-08-05 00:19:00,0,True,回复 @璃珞陌焱 :自动驾驶好像就是机械控制等级更高一些，不过在你放心交给自动驾驶的时候，控制车辆有可能还是来不及反应
小强强De,1344152565,3,保密,2021-08-09 21:18:24,0,True,电子比人还是靠谱的  都装上gps 服务器安排上 就行了哪要这么麻烦
骚丶戚东来,405307441,5,男,2021-08-19 13:58:45,0,True,"回复 @ttx110605z :了解一下“宇通无人驾驶”[OK]
了解一下为啥美国佬那么怕华为"
maiios,23993897,5,男,2021-07-31 21:00:11,54,False,晚高峰智驾，有点东西[妙啊]
锤子科技有限公司,7734121,6,保密,2021-07-31 20:37:35,46,False,U1S1这操作还真的没有华为那套好
荣耀行刑官Draven,8163379,6,女,2021-08-04 17:51:01,2,True,别这样引战吧
荣耀行刑官Draven,8163379,6,女,2021-08-04 17:51:26,1,True,这个也还不太成熟，确实有危险
王璞的王王璞的璞,249682803,5,男,2021-08-04 18:01:11,1,True,小孩到成年人需要时间，都是国产的
小律爱吃糖,32449270,6,女,2021-08-04 18:47:30,1,True,回复 @荣耀行刑官Draven :虽然放在这里说不合时宜，但却是事实
多边形黑土豆xz,176739491,3,保密,2021-08-04 20:05:29,0,True,人比华为的好多了华为真不如人家
素雪焚花,472204543,4,保密,2021-08-04 20:19:18,3,True,回复 @林克日天 :哪里可以看出比华为的那套自动驾驶更优秀？
靠该昵称已存在都有了,236664000,6,保密,2021-08-04 20:28:19,0,True,你怎么这么懂呢
多边形黑土豆xz,176739491,3,保密,2021-08-04 20:34:39,0,True,回復 @bili_18286736730 :油管大把的，人方案系统自己的，整车平台也是自己的，路试比华为久之前有大量数据哪点比菊花差
捡斧头的河伯,66957595,6,男,2021-08-04 20:44:13,0,True,回复 @林克日天 :这个有高精地图绘测资质吗？自动驾驶还是很需要这个的，有计划发布产品上市吗？我没了解这家，你可以和我说说吗？
多边形黑土豆xz,176739491,3,保密,2021-08-04 21:04:49,0,True,回復 @捡斧头的河伯 :有啊
锤子科技有限公司,7734121,6,保密,2021-08-05 01:24:42,1,True,回复 @林克日天 :就目前这个视频真比不了🦊的车展路试
锤子科技有限公司,7734121,6,保密,2021-08-05 01:25:50,0,True,回复 @荣耀行刑官Draven :不是很懂个人观点怎么就是引战了
锤子科技有限公司,7734121,6,保密,2021-08-05 01:26:33,1,True,回复 @靠该昵称已存在都有了 :你最懂了 比不了你
马先森爱健身丶,31454625,5,男,2021-07-31 20:29:53,26,False,就我觉得它这些操作都很危险嘛[疑惑]
阁下楼满风,250496843,6,保密,2021-08-01 11:04:39,3,True,现阶段自动驾驶都是辅助驾驶，人工智能还没发展到人可以把生命完全交给它们
zgkinges,295091170,4,保密,2021-08-04 16:31:38,1,True,车里视角不一样
账号已注销,52805348,0,保密,2021-08-04 17:27:28,0,True,回复 @阁下楼满风 :我觉得还没，前车违停，加速从前方超过的危险
闯爷有一堆,491781977,5,保密,2021-08-04 22:58:58,0,True,刚才路口车打的左转灯，它没让
赖皮虫草花,17220877,5,保密,2021-08-04 16:30:57,22,False,自动驾驶撞人算保险还是算车商
酸奶过期了哈哈哈哈,35383871,5,保密,2021-08-04 17:03:45,0,True,车商入保险[tv_doge]
王者之兵戈,1630300811,4,保密,2021-07-31 20:40:15,16,False,智己版本好像没有激光雷达的配置。。成本比华为的要少，但做到跟华为的差不多。。个人认为智己和华为都有不小的优化空间，优化以后的版本才应该是安全的成熟版本。。
minix1605,361019548,5,保密,2021-07-31 21:49:29,4,True,没看到无保护左转呀[doge]
王者之兵戈,1630300811,4,保密,2021-07-31 21:56:23,4,True,回复 @minix1605 :少了一套激光雷达，就少了一套数据分析。。自动驾驶刚开始的阶段堆硬件是有必要的。在这套技术成熟以后才可以适当做一些科学的优化来节省成本。。华为的硬件更足，我也不认为华为的算法比智己的有什么差距，所以我认为目前华为领先。。无保户左转华为的自动驾驶做到也行云流水，没什么了不起的。。
守法好市民张三,43132758,6,保密,2021-08-04 18:19:31,1,True,回复 @王者之兵戈 :没听特孝子说多一套传感器数据就多一份“数据冲突”的危险吗[doge][doge]
SuperMario9527,35708208,6,男,2021-08-04 18:43:52,1,True,回复 @守法好市民张三 :还有人嫌自己太安全了？？？我生怕性能不够[呆]
王者之兵戈,1630300811,4,保密,2021-08-04 18:48:04,0,True,回复 @守法好市民张三 :听他们放屁。
傻子太多骗子不够用,15250260,5,保密,2021-08-04 18:16:32,14,False,车开的像不像人不知道   弹幕水军不像人
云顶小王子闯远征,516898729,4,男,2021-08-04 16:30:59,5,False,其实真的没有必要，城市里这么点路你都开不下去可以截肢了懒癌没得救
某个二向箔,22921443,6,保密,2021-08-04 16:54:28,6,True,现在还比较鸡肋，但如果以后自动驾驶达到L5级别，车内无需方向盘和仪表的那种，能在通勤路上补觉、打会游戏、追一集剧不香吗？
专属你的币,513349299,5,保密,2021-08-04 17:07:27,0,True,有的，有个城市公交车已经无人驾驶了，
小马小马下雨不愁,388510136,4,保密,2021-08-04 17:21:22,0,True,回复 @某个二向箔 :那活着还有什么意义呢？
初商二十五,440372763,5,男,2021-08-04 17:28:01,5,True,回复 @入站考试66分 :开车就是你生活的全部了？把人类从一些没什么必要的重复无趣的工作中解放出来才能更好的创造新的东西了啊
账号已注销,52805348,0,保密,2021-08-04 17:28:12,1,True,回复 @入站考试66分 :你活着的意义是开车赶路啊
账号已注销,52805348,0,保密,2021-08-04 17:30:23,1,True,回复 @入站考试66分 :你tim现在在干嘛，开你的车去，你刷手机生命的意义是啥，你要说危险了吧，
幸川_aSan,504232808,4,保密,2021-08-04 17:39:09,4,True,那你城市那点路为什么不自己步行？绿色健康
安河桥北ov,296893584,5,保密,2021-08-04 17:44:26,4,True,那我买车干嘛，不就是为了方便？自动驾驶只是更加方便
某个二向箔,22921443,6,保密,2021-08-04 17:45:47,3,True,回复 @秋鱼psqdy :别冒犯，他可能是代驾、私人司机、甚至是职业车手[妙啊][妙啊][妙啊]
我欲乘风0821,98553588,5,保密,2021-08-04 18:06:03,0,True,那为什么不选择公共交通
向日葵教兽,62107128,5,女,2021-08-04 18:36:28,0,True,回复 @入站考试66分 :亲，这边建议回炉别出来了呢
初商二十五,440372763,5,男,2021-08-04 19:08:13,0,True,回复 @某个二向箔 :代驾、私人司机、专业司机、驾校教练到有可能，职业车手不至于，难不成咱们在那看电脑操控赛车和电脑比赛吗[吃瓜]
xueyu0803,335379735,5,保密,2021-08-04 19:54:03,0,True,如果以后，想去哪就去哪，设定目的地，就可以睡觉或者玩，在车上就像在家里，移动城堡，是不是很有吸引力，对我太有吸引力了
卡克卡克吖,11125679,5,保密,2021-08-04 19:54:09,0,True,回复 @某个二向箔 :要是数据出错了，信号干扰了，失控了，连个方向盘都没有怎么办
xueyu0803,335379735,5,保密,2021-08-04 19:54:52,0,True,回复 @入站考试66分 :这样才更有时间做比开车更有意义的事啊
xueyu0803,335379735,5,保密,2021-08-04 19:55:40,0,True,回复 @someda :这是技术人员考虑的事，不是消费者，而且就算是人驾驶，失误出事故的也不少吧
甘雨不买椰奶,457135214,5,男,2021-08-04 20:04:00,0,True,回复 @甘雨不买椰奶 :看他的话，我是越看越觉得离谱[笑哭]
某个二向箔,22921443,6,保密,2021-08-04 20:07:03,1,True,回复 @someda :等真正普及的时候，肯定会解决的，而且现在L4都敢只设置一个急停的按钮就上道跑了，BV1s64y1X7vL
瑏鳣䖬,449801387,5,男,2021-08-04 20:40:33,0,True,回复 @入站考试66分 :666 你活着就是为了开车啊[点赞]通勤时间上思考一下工作上的问题，亦或是补个觉打个游戏吃个早餐喝点小酒跟女朋友qq，自驾游也可以安心地看风景，这难道不香吗？
小马小马下雨不愁,388510136,4,保密,2021-08-04 21:43:17,0,True,回复 @是臭弟弟呀oWo :总感觉好恐怖啊😱  我是不是被时代抛弃了
小马小马下雨不愁,388510136,4,保密,2021-08-04 21:44:57,0,True,回复 @初商二十五 :这怎么就无趣了？很有意思的好不
瑏鳣䖬,449801387,5,男,2021-08-04 21:54:52,0,True,回复 @入站考试66分 :要理想客观的看待新事物，不要带有老一代人那种偏见，能提高社会发展效率让我们生活更方便的东西为什么不可以？安全问题技术慢慢磨合完善肯定会逐一解决的
卡克卡克吖,11125679,5,保密,2021-08-07 05:02:16,0,True,回复 @xueyu0803 :你说的也有道理，但是我还是觉得自己的安全还是自己考虑比较好[2233娘_大笑]
xueyu0803,335379735,5,保密,2021-08-09 10:04:41,0,True,回复 @someda :是因为技术进步没有让你感觉到安心的地步，如果现在有一万道加减法的算数题，让你和计算机来做，你觉得你的正确率会比计算机高吗？ 我想一定不会，这就是要提高技术，而且雷达可以穿透墙壁就可以提前预测鬼探头，而且车机探测的数据都是精准的，比如车头距离是一厘米还是一毫米，不像咱们人类的驾驶者只能约摸距离。等等吧，机器的自动驾驶还是有很大优势的，当然现在人们的担心也不是没有道理，还是得技术进步到你可以完全放心的交给他。需要一定的时间去完善技术和让人们接受这件事。
xueyu0803,335379735,5,保密,2021-08-09 10:17:17,0,True,回复 @someda :而且我刚才说的还是比较基础的车自己的自动驾驶，如果更高级一点，车和路是可以联系起来的，在道路上行驶的每一辆车都会被感知然后被云端大数据统一指挥，那样就永远不会有堵车，交通事故的出现了。而且不用限速。出行的效率就大大提高了，甚至就不会有房子或者车的这种分类，可能真就会出现移动城堡的这种东西。希望有生之年能看到[呲牙][呲牙]
眼中星尘与你,229195021,5,保密,2021-08-01 13:17:52,5,False,报价吧[脱单doge]
独享壹个人的世界,185578819,5,男,2021-08-04 17:37:21,3,False,路况复杂的地方才懒得开[笑哭][笑哭]
雨家朵朵,207704378,3,女,2021-08-02 11:58:59,3,False,自动驾驶未来趋势，解放双手[doge]
神行派宝つ,362447918,5,保密,2021-08-01 11:59:56,3,False,抽一辆[doge]
趣评测,37408712,6,保密,2021-08-01 11:04:09,3,False,预计明年能搞一辆这个级别自动驾驶能力的车子试试。
鬼他、,31013846,6,保密,2021-07-31 23:12:45,3,False,喝完酒后，可以直接躺在后排睡觉，然后说声我要回家吗[脱单doge]
三只丶嵩鼠,11467878,6,保密,2021-08-04 19:53:00,2,False,这弹幕都是啥玩意
日月山海风火,397558273,5,保密,2021-08-04 17:23:13,2,False,判断自动驾驶能力的好坏只有一条标准。是否实现了l4级自动驾驶，并且在规格说明书上写清楚。[妙啊]像华为极狐阿尔法就只实现了l2.9
ACZ-T,478460810,5,男,2021-09-01 15:22:35,1,False,这个视频出来前，还有一堆人说上汽没有灵魂，居然不和华为合作，现在呢，人家拿出来的东西没搭载激光雷达已经可以这么优秀了，而且这车以后是明确有激光雷达，那些吃流量人血馒头的UP一个个不好发声了
智己汽车,1456981504,4,保密,2021-08-11 11:39:38,1,False,"感谢趣测评的精彩点评！我们致力于与大家共同探讨智能时代汽车该有的样子！

智己汽车IM AD智能驾驶系统以硬件实力为基础，结合全流程数据驱动技术，其本身将不断学习不断进步，我们关注在每一个日常驾驶场景（特别是一些长尾场景）下为大家带来“像人一样”的智驾体验，让你的每一次旅程都能够更加随心自由！

任何关于我们的产品疑问都欢迎随时私信官方后台～[doge]"
暖宝爹地,49676893,5,保密,2021-08-05 08:20:15,1,False,别出事，出事全村吃饭
冲田小番茄,25662611,6,保密,2021-08-04 20:50:03,1,False,你已经是一辆成熟的汽车了，要学会自己开自己[脱单doge]
一口一只海报,319303201,5,保密,2021-08-04 20:06:35,1,False,超声波雷达不就是倒车雷达么
一快肥肉,38580388,6,男,2021-08-04 19:51:37,1,False,使用自动驾驶是对其他交通参与的极不负责，要么整天条路都自动驾驶，并且所有车都互联，集体调度指挥
02是我心头好,87603000,5,男,2021-08-04 19:20:39,1,False,特斯拉的汽车 没有这么多摄像头和传感器吧
嘉興吳彥祖,527552640,5,保密,2021-08-04 17:01:32,1,False,现在最重要的难道不是电池续航啊之类的吗？怎么全在说智能驾驶。除非动法律，不然没卵用
瑏鳣䖬,449801387,5,男,2021-08-04 20:47:00,0,True,法律是随时代发展而变动的大哥
不懂撩妹的莫哥哥,193627490,5,男,2021-08-01 04:47:00,1,False,[支持][藏狐]
新能源汽车情报站,480941745,2,男,2021-09-09 15:14:05,0,False,说这么多 啥时候能让用户试驾才是关键  我给大家争取机会！
在伦敦和小姐姐敦伦,172486441,5,男,2021-08-13 13:40:53,0,False,现在看到自动驾驶就忍不住想要华为的作比较[笑哭]
二胖食记,405203138,5,保密,2021-08-05 22:53:22,0,False,好酷
闯爷有一堆,491781977,5,保密,2021-08-04 22:56:01,0,False,自动驾驶分辨前面的车灯光吗？
上去就是一脚,1532548,5,男,2021-08-04 20:59:54,0,False,最近在上海的商场好像看到智己在演示激光雷达了，也不知道用的是哪家的[藏狐]
饶我一条猫命,386167327,4,保密,2021-08-04 20:52:46,0,False,自动驾驶真正能用的前提是所有人都用自动驾驶
不落的神坑,437324866,5,保密,2021-08-04 20:52:12,0,False,未来绝对各行各业的往全自动化发展
Chimi_Q,49985237,5,保密,2021-08-04 20:52:24,0,False,名字好难听
醉魚儿,504186259,3,保密,2021-08-04 20:49:19,0,False,希望不要驾照，对我这个无证人员将是福音🙏🙏🙏
安全C口,7010168,5,男,2021-08-04 20:40:13,0,False,弹幕好假啊
做一个好人真难,325906489,5,男,2021-08-04 20:34:24,0,False,下雨天完全看不到路标才是重点
姑姑我是过儿,1670091,6,保密,2021-08-04 20:30:40,0,False,"“自动驾驶会不断进化，直到覆盖全驾驶场景”
算力能达到多少？
现在汽车自媒体恰饭这么轻松吗？"
__mirakle,23660848,6,男,2021-08-04 20:15:03,0,False,魔门塔怎么样啊[tv_doge]
祖国花朵jetta,273982395,5,保密,2021-08-04 20:05:48,0,False,自动驾驶？那还是驾驶机器吗？还能叫汽车吗？
疏影奇梦人,29138499,6,保密,2021-08-04 19:41:53,0,False,要不出个自动驾驶的房车，赶路的时候设好路线，等睡醒目的地就到了
卷云集,15247652,6,保密,2021-08-04 19:38:43,0,False,感觉好牛
灵鸡一动CC,1507062972,2,保密,2021-08-04 19:30:09,0,False,但只要不是零事故，就还是会令人发怵，哪怕它比真人驾驶事故率低[喜极而泣]
谁人有幸得识我,121910698,5,男,2021-08-04 19:12:27,0,False,主要是测试的地方车太少了，我们村路上车都比它多[笑哭]
轻语倾予,32895139,6,男,2021-08-04 19:08:23,0,False,如果路上的车全部都由电脑控制 我想在电脑不卡没有出现任何问题的话 将能完美解决车的堵塞 碰撞 停车问题吧
胡萝卜の日常,388811147,5,男,2021-08-04 19:00:02,0,False,我倒觉得应该先在大车身上实行自动驾驶
努力生活的小肥羊,318615129,5,男,2021-08-04 18:30:39,0,False,上次我看到一个喷子，说有特斯拉有摄像头不准在中国跑，那国产的车有摄像头是不是就不出口了
天才美少女rookie,255185167,5,男,2021-08-04 18:20:14,0,False,前脸有点像et7
萧山远梦,27951316,6,男,2021-08-04 18:16:15,0,False,这车可以自己评测自己吗[doge]
我叫狗屎福,7947019,4,男,2021-08-04 18:03:15,0,False,有没有用到高精度地图啊
宋雨航_,6466435,5,保密,2021-08-04 17:48:58,0,False,弹幕好多水军啊
酃川,434754879,5,男,2021-08-04 17:45:52,0,False,酒驾，驾驶是算人的，还是算车的？
GLkin_,384126513,5,保密,2021-08-04 17:45:03,0,False,"如果不相信自动驾驶技术的人来开的话要同时观察环境和车的动作，还挺累的，还不如自己开，然后简单环境能有个车道保持和自动跟车这样的简单但可靠的功能可以减轻疲劳
自动驾驶要应用先要做到可靠，然后做到可信"
bose是个爱哭鬼,509566064,3,男,2021-08-04 17:35:56,0,False,那么问题来了，这个车要多少钱呢？
素颜a99,25556477,5,保密,2021-08-04 17:25:56,0,False,郑州有5G公交车，扫码就可以坐车上体验一会儿，但是选的道路宽敞人车也不多，一次大概七八分钟吧！很稳。车上有个应急司机来讲解5G公交车的一些原理！
光影丶暗黑魂魄,12475978,5,保密,2021-08-04 17:18:51,0,False,[脱单doge]你们会把自己生命交给自动吗[脱单doge]
emm没意思,480171436,5,保密,2021-08-04 18:49:30,1,True,试验期的车一般还轮不到普通人，能量产的都是比较稳定的。如果有政府的背书，那可信程度还是挺高的，我应该会支持
陈本科同学,4286225,6,男,2021-08-04 17:03:29,0,False,智己？你们这AI是东北的吗[doge]
小咖F,21524351,5,男,2021-08-04 17:03:26,0,False,未来在我啊[妙啊]
有谁在意呢,351051692,5,保密,2021-08-04 16:29:39,0,False,这个好，比我开的好，想要！
乌鸦12345,20090186,5,男,2021-08-04 16:29:28,0,False,先想着标配辅助驾驶吧，对降低车祸发生绝对有好处
一杯牛奶呦,652178791,4,保密,2021-08-04 16:27:15,0,False,华强有你也不至于买生瓜蛋子了[妙啊]
阿特拉斯a巨神,611669502,5,男,2021-08-04 16:25:39,0,False,我只想知道身价多少晚高峰无人测试
@卡达球,1578039,5,保密,2021-08-02 13:37:13,0,False,我觉得自动驾驶目前的最大意义还是在于解决重复性和突发性的问题，如果日常还需要自动驾驶那我觉得这种人在当下就不应该开车上路，公共交通更适合他们。至于重复性比如高速或省道之类这种对驾驶没有太高要求的地方，人驾驶容易疲劳这时候自动驾驶还是有点用的。突发性就是前方突发安全事故交规告诉我们让速不让道，但突发事故让速是避免不了自己成为事故一员的，如果自动驾驶实时感知后侧方有无车辆的话那让道显然比让速更安全，这点是人驾驶几乎做不到的，毕竟当年看后视镜确认后侧方没车的时候的时候你已经没有机会了[doge]
琪露诺是个小天才,396318864,5,女,2021-08-04 16:29:39,0,True,上高速省道统一用自动驾驶我感觉比较安全[doge]
秋姬酱,24257645,5,男,2021-08-04 16:36:04,0,True,高速行驶猛打方向盘的危险不止在于后车而是自己车子容易失控吧。
lioncc,2047589,6,男,2021-08-02 12:10:23,0,False,右转弯那个真的吓人。。。
天然的时候,239919666,4,保密,2021-08-01 22:36:20,0,False,何小鹏震怒，刚付的广告费
机智的香锅锅,355994397,5,男,2021-08-01 11:18:32,0,False,现在有l4了。这个顶多l3。
小球藻拌双蒸饭,621671655,5,保密,2021-08-01 09:49:31,0,False,[支持]杰灵啥时候弄一套玩玩
我有很多硬币丶,5185291,5,男,2021-08-01 03:46:53,0,False,这个车我记得马力很大
密探小火炮,20915043,5,男,2021-07-31 22:34:19,0,False,高铁新城
青立S,25693946,3,保密,2021-07-31 21:46:52,0,False,感觉很厉害的样纸[doge]
正根,473879672,4,保密,2021-07-31 21:17:41,0,False,你这视频啥都没说啊
Elizamo,44203972,4,女,2021-07-31 20:47:58,0,False,emmmm，以后不用考驾照了？
TheRealRetard,13824480,6,保密,2021-07-31 20:28:34,0,False,我来了!!!
