uname,mid,level,sex,send_time,like,is_sub,text
萎勃酱,13931917,5,保密,2021-04-26 22:12:23,1,True,轿门完全就是门机皮带给拽住，门刀没卡住门球就能扒开。
2K茶麸,626415380,2,保密,2021-04-26 22:12:45,15,True,那是因为你电梯牌子没有信仰粉
27745412019_bili,425240067,4,保密,2021-04-26 22:13:04,40,True,回复 @端木尘 :只要特斯拉敢跟比亚迪一样装踏板摄像头自证清白之后确实没问题，那没人会鸟他，问题是他不敢，因为现在明显已经实锤有问题
Bili_14967288,14967288,5,保密,2021-04-26 22:21:57,0,True,检修还要蜂鸣器吗？那电梯工不得吵死...
太疯癫泰拉石,247302728,5,保密,2021-04-26 22:25:38,0,True,兄弟是在哪个城市做电梯行业的
长风稍歇吧,431678901,4,保密,2021-04-26 22:49:19,2,True,回复 @端木尘 :经常？并没有
半杯柠檬水了,203552439,3,保密,2021-04-26 22:55:33,6,True,回复 @端木尘 :咋滴  维迪救tsl  憨憨
夜幕追雲,499258,5,保密,2021-04-26 23:04:43,6,True,回复 @Bili_14967288 :层主说的不是很清楚而已，他指的旁路的声光报警装置。只有使用旁路功能短接层门或轿门时候动作。
银乌鸦永远滴神,244296849,5,男,2021-04-26 23:20:01,1,True,回复 @天青水玉 :不少了
洪荒良辰,1566751,5,男,2021-04-26 23:21:04,7,True,。。。。我是设计电梯的，每次出现事故，只要能从设计避免的一定会更改优化。
好奇怪oc,110672599,4,男,2021-04-26 23:22:08,0,True,同是电梯人！
洪荒良辰,1566751,5,男,2021-04-26 23:24:30,1,True,那个防脱厅门现在一想的确是有新闻，之后发现还有人用三轮车撞击厅门追加的，不过真的有人开车撞一个有这井道的深坑也是够离谱。
汉东反贪侯亮平,8063337,5,男,2021-04-26 23:27:27,1,True,那个改进都需要一个人[doge]
二哥很奇葩,510912953,3,保密,2021-04-26 23:36:17,4,True,特斯拉的刹车和别人的是不一样的，别人家都是机械的，他家是后台控制的。
Koeter,2002041,5,保密,2021-04-26 23:36:32,9,True,回复 @Bili_14967288 :检修上下行会响，主要是提醒底坑或者井道作业人员的[嗑瓜子]两人以上同时作业在互相无法沟通的情况下检修开动轿厢容易出事故。今年电梯新安装规定还要求在机房装空调和轿厢物联网，反正电梯安全也不断再增加跟进，反观特斯拉[辣眼睛]啧啧啧
二哥很奇葩,510912953,3,保密,2021-04-26 23:38:41,4,True,特斯拉把百年来汽车安全经验，设计都推翻了
Koeter,2002041,5,保密,2021-04-26 23:39:40,8,True,回复 @洪荒良辰 :yysy，一般工厂货梯很容易被撞，普通手拉液压叉车还好，现在电动手拉叉车也普及了，拉着一两吨货物直接撞上厅门，已经很常见了。。。昨天我们这还有个工厂拉货超高把上坎门框全部撞弯，过两天还要过去大修[笑哭]
ivan337,10865989,5,保密,2021-04-26 23:40:23,7,True,赞同，如果特斯拉用iatf16949体系的话就会知道人是不能作为分析失效的原因的，特斯拉不知道用什么鸟体系，lj
no.10086,401914,6,保密,2021-04-26 23:48:46,13,True,回复 @jamesboat :思考后，tsl.就是不行
Jonguang,278045855,5,保密,2021-04-27 00:04:22,5,True,回复 @流浪的咸鱼 :失去助力是可以踩下去的，但是真的要非常大的力气才能踩动。你找台车熄火原地深踩10次刹车就懂了。刹车就只有踩下去没反应，哪有踩不下去的道理。
BPPSA,18126412,6,男,2021-04-27 00:07:29,4,True,回复 @大魔婶婶 :能刹，只能刹一点点[doge]
BPPSA,18126412,6,男,2021-04-27 00:10:09,3,True,回复 @疯狂雨人 :f1靠g值和体重跺下去的[笑哭]
我来帮你砌沙雕,49466125,5,保密,2021-04-27 00:48:48,1,True,回复 @jamesboat :😅😅😅😅😅
NoTimetoWaste,7601869,6,男,2021-04-27 01:09:56,15,True,回复 @端木尘 :后来比亚迪给公交车都安了踏板记录仪，就没刹车失灵了[doge]
琴瑟仙女-娑娜,12200557,6,男,2021-04-27 01:14:04,0,True,电梯同行
琴瑟仙女-娑娜,12200557,6,男,2021-04-27 01:15:38,0,True,回复 @洪荒良辰 :老哥，哪家品牌？我是调试的，我看看调试维修有没有骂过你[呲牙][呲牙][呲牙]
琴瑟仙女-娑娜,12200557,6,男,2021-04-27 01:17:55,0,True,回复 @萎勃酱 :新梯都有防扒门装置，这个装置指的是电气锁，有些老梯只有钩子没有联锁装置。
冷3岁,281599230,3,保密,2021-04-27 01:37:30,0,True,成本为王
zyz多捞哦,283758164,3,保密,2021-04-27 01:50:36,2,True,回复 @疯狂雨人 :我的车出现过转向系统故障还是在高速上，刹车也是很硬，减速效果非常慢，我是幸运前面没车，
天下第十五,13758472,2,保密,2021-04-27 02:03:00,1,True,回复 @Jonguang :不需要10次，三四次就踩不下去了
Aaron-DX,11944510,5,保密,2021-04-27 02:34:56,0,True,轿门锁，机房的rdf这些五六年前的电梯就有了吧
Aaron-DX,11944510,5,保密,2021-04-27 02:44:37,0,True,回复 @Koeter :[疑惑]你下了底坑肯定会把上下急停拍掉啊，不遵循三进三出也会顺手把急停拍了吧哪有下了底坑还在开检修的道理，而且机房装空调是国标有要求运行温度，正常都会装的啊
视富如贫,96481265,3,保密,2021-04-27 03:13:21,3,True,回复 @jamesboat :那你能解释up提出来的现象吗
暴牙弟,245567880,5,保密,2021-04-27 05:02:44,1,True,回复 @端木尘 :所以后来有踏板摄像头  还真的是误踩油门
医科堂,152989038,4,保密,2021-04-27 05:26:50,0,True,回复 @不成现充不改网名 :蔚来刹车失灵的视频要发给你吗
九州一生盟,13168190,6,保密,2021-04-27 06:06:18,0,True,回复 @萎勃酱 :15年左右，那时候新电梯开始加装轿门副门锁了。不平层里面拔不开的。
Koeter,2002041,5,保密,2021-04-27 06:44:47,0,True,回复 @Aaron-DX :？有些称重超载装置在轿低，有些反绳轮也在轿低，导靴你觉得就不会坏吗？不然你飞起来在半空中修？你是ETC吗
01Root,15608468,5,男,2021-04-27 07:04:05,0,True,专业
学飞翔的老虎,638455162,3,男,2021-04-27 07:08:54,0,True,回复 @二哥很奇葩 :可以随时决定生死
弹幕收音机,90609749,4,男,2021-04-27 07:22:03,9,True,回复 @jamesboat :刹车失灵的品牌很多，但是没有一个解决方法是特斯拉这样的。
破奴,511351644,4,保密,2021-04-27 07:33:51,5,True,回复 @jamesboat :思考5分钟，然后人没了[滑稽]
木头人65321,352044532,4,保密,2021-04-27 07:46:43,2,True,丰田也有动能回收，咋就没让消费者踩不动呢？
Aniticipation,13145370,5,保密,2021-04-27 08:07:54,0,True,回复 @流浪的咸鱼 :可能拉偏架的自己不一定开特斯拉，[热词系列_你细品]
月看看,18220629,5,保密,2021-04-27 09:16:01,0,True,up明显是狗
saleiduke,43618059,5,保密,2021-04-27 09:25:31,6,True,主要是 上海那个事情后，企业高管竟然说“绝不妥协”[辣眼睛]，遇到客户的问题，无论怎么样，公开说绝不妥协。[辣眼睛][辣眼睛][辣眼睛]
甘道夫爱打CS,29672102,5,男,2021-04-27 09:43:46,1,True,就是，为什么就特斯拉的车主容易踩错刹车？
路东东jumuic,65820096,6,保密,2021-04-27 09:50:58,0,True,我小区有个电梯的维修工，好像是因为没有关电源，就爬上电梯检查，没想到电梯突然启动，人被夹成两半了，后来看到打了码的图片，整个电梯都是血，这事已经过了，几年了，不过电梯还是没有恢复。
铁板菠萝烧,1307473,6,男,2021-04-27 10:25:59,1,True,回复 @流浪的咸鱼 :没助力确实踩得下去，但是很硬，力气小确实影响更大，这个没说错
开车平稳的老花生,85447204,5,保密,2021-04-27 10:31:31,2,True,回复 @流浪的咸鱼 :已经有科普的UP根据特斯拉的报告计算过，核算下来当时踩踏刹车的力度核算下来是50公斤，公斤。[滑稽]这个脚力已经是准专业车手的力量可，普通人腿都要断可。[笑哭][笑哭][笑哭]
不正常人類研究中心_,443087652,4,保密,2021-04-27 10:44:23,3,True,回复 @端木尘 :那个出结果了，女司机操作不当➕超速驾驶，交警判定他全责了，后方车辆的视频录像证实了，刹车灯没亮，时后检测刹车系统是正常的，制动时刹车灯可以正常点亮，结果是她没踩到刹车。
南瓜大人,415751,6,男,2021-04-27 11:08:46,2,True,洗的人有一部分是车主，毕竟谁不想卖的时候卖贵点呢[歪嘴]
不成现充不改网名,340522072,5,男,2021-04-27 11:14:41,4,True,回复 @医科堂 :蔚来没直接公开后台数据自证清白？
阿福好棒好棒的,11578524,5,保密,2021-04-27 11:24:36,0,True,回复 @木头人65321 :确实，最多就是刹车制动力不会稳定上升[妙啊]突然一下刹车制动力上去感觉在开过山车
maomao1,1437623,5,保密,2021-04-27 11:49:23,14,True,回复 @jamesboat :按照你的方法搜索了，丰田刹车失灵，然后首页出现的是丰田刹车门，大量车辆召回，请问，特斯拉有召回车辆吗？特斯拉的不妥协可是全网都知道
喊的话,32013299,6,保密,2021-04-27 11:58:32,0,True,上次解码检查后忘记复原了 电梯卡在那边
BackJames,646344609,4,男,2021-04-27 13:11:02,0,True,回复 @cyuxx :外国车品牌真的没好态度（大众，特斯拉）
BackJames,646344609,4,男,2021-04-27 13:11:43,0,True,回复 @Bili_14967288 :肯定要检查蜂鸣器啊，这可是报警系统唉
路过三天,49641403,5,保密,2021-04-27 13:11:47,0,True,真的有这么方便的短接开关吗？我这边干日立高速梯每次都得自己上短接线
acbili0,4462483,4,保密,2021-04-27 13:19:19,1,True,回复 @大亨W :规范上的每一条条文，都是带血的。。。
爱画P站的神笔马良,124910137,5,保密,2021-04-27 13:20:40,0,True,特斯拉员工忙着买奶茶呢
大渣蛋,17559092,3,男,2021-04-27 13:29:10,0,True,回复 @流浪的咸鱼 :笑死，雅迪车主来评论特斯拉[OK]
9Re烦恼,295420971,5,保密,2021-04-27 13:33:24,1,True,航空业也是这样的，现在的手册和系统设计，材料研发和飞控逻辑都是从飞行事故中一片片捡出来的。
Siber圈圈,522871204,3,保密,2021-04-27 13:39:56,0,True,我也是电梯行业的 挺你
流灬影丶,241812840,5,保密,2021-04-27 13:53:45,0,True,我在蒂森的维保部，公司培训严格要求，定期总部来人检查公司要求比国家要求还严格[笑哭]
ROM99,78011868,5,保密,2021-04-27 13:58:26,2,True,回复 @jamesboat :加上维权失败就不用思考了
伊吹月,30513893,5,男,2021-04-27 14:07:17,3,True,回复 @jamesboat :打开百度—&gt;搜索任意车企名称+“刹车失灵”—&gt;返回百度首页—&gt;搜索幸存者偏差—&gt;思考五分钟—&gt;思考五分钟—&gt;思考五分钟—&gt;搜索死也不改进
OzzyLuan,6883630,5,男,2021-04-27 14:09:30,1,True,回复 @渠公子就是我 :并不是，最重要的是特斯拉反人类设计的单踏板模式。只要是人低速拐弯撞人后把人带进去的，突然加速撞墙的都是单踏板问题，并非刹车失灵，单单踏板按照现规定是无法按照设计缺陷维权的，所以都在吃哑巴亏，直到这次刹车失灵维权爆发，终于找到机会让特斯拉买单了！
少女爱上芙兰丶,12212940,5,保密,2021-04-27 14:53:25,0,True,楼主我想问一下，我家的电梯装完有三年了，多久需要找人维护一下呢，总共五层楼，平时用的不多，一天上下十次左右吧
Hello飞飞吖,182413254,5,保密,2021-04-27 15:50:26,0,True,回复 @Bili_14967288 :这是在打旁路的情况下会响，提示你厅门（轿门）被跨接，让你注意安全
奈咝兔米球,520986822,3,保密,2021-04-27 15:50:57,2,True,"回复 @不成现充不改网名 :蔚来是没有安全事故，但是看了一个知乎蔚来车主的回答，感觉蔚来也不是什么好鸟
以下为复制的知乎蔚来车主回答的一部分

7.蔚来现在太偏了，不止宣传自己服务好，现在是要教育车主，让车主也对他们好。过年那会每天宣传车友给换电站员工送饺子，还集资为蔚来员工买保暖内衣...，我真是服了。每天群里引导买商城的东西，质量真的很一般，就是图片做的好。为他们卖车，给他们送饺子，给他们买保暖内衣...，然后给你N值，让你有机会和李斌一起做活动...。其他车企如果给车友十几块钱让车友拉人头试驾卖车，搭上自己的人情和信誉，个人觉得肯定没人愿意的，但是蔚来换成188积分，然后卖车多了，N值高了，还能参加EP俱乐部，就能和李斌一起参加活动，真的像CX...，很多人觉得好玩，也会拉朋友真的帮忙卖车，然后只要卖出去一辆，自己就被动了，因为朋友是你拉进来的，车有问题你还不敢说很多时候，怕朋友说你明知道不行还让我买...。"
生于八月十五,178169816,5,保密,2021-04-27 16:54:58,2,True,不洗的话，就会证明自己买车的行为太傻，只好用更傻的方式去弥补[辣眼睛][滑稽][嗑瓜子]
扣のDIO哒ureyyyy,86893948,5,保密,2021-04-27 17:13:03,0,True,连还在工厂出点事都能集团通报了，安装现场除了外协设备事故是真的稀奇[doge]
扣のDIO哒ureyyyy,86893948,5,保密,2021-04-27 17:14:52,0,True,日系电梯由于日本多地震，导向角铁加强筋等等一直都有[doge]
SherlockMuco,7967676,5,男,2021-04-27 17:31:26,2,True,回复 @疯狂雨人 :问题是，时不时失灵，别人都是助力泵永久失效（助力泵坏了）才没有助力，而特斯拉是他妈随机刹车失灵。我可以容忍刹车泵坏了而没有助力，但是绝对不能容忍随机刹车失灵，因为前者会有感觉，觉得刹车有不对劲，后者就是摇奖，运气不好就当场去世
灵语星言,94107862,5,保密,2021-04-27 18:00:43,2,True,回复 @渠公子就是我 :树大招风呗，特斯拉分了国产电动车市场太多的蛋糕了。可能有人眼红，就弄点动静玩死它！
小白的小白小小白,368680794,4,保密,2021-04-27 18:10:58,0,True,电梯未平层较箱内无法扒开门，如果困在电梯内联系不到外界，又无人发现是不是会把人锁死在里面呢。不是很懂，只是有个疑问，层主能不能科普一下
NikeBilly,12003129,5,保密,2021-04-27 18:50:11,4,True,回复 @jamesboat :刹车失灵不是最让人恼火的，特斯拉官方的态度才是
在下有会员了,361035201,5,男,2021-04-27 19:11:56,1,True,特斯拉没有问题啊，只是没装刹车而已
拿走了谢谢,220328154,5,男,2021-04-27 19:39:34,0,True,我干了一年电梯，怕死不装了[笑哭]刚开始4000一个月，最后一个月工资才5500，老板太抠
高温状态,842926,6,男,2021-04-27 19:55:13,0,True,对呀，我如果设计一种日常设备，明知道9成人是右撇子，我却偏要设计成左撇子适用的款型，虽然我的产品非常火爆，但还是有十万分之一的右撇子就是用不来这个设备，甚至发生危险，难道说设计者就一定是对的嘛
八尾耀龙,70520062,6,男,2021-04-27 20:47:00,0,True,回复 @流浪的咸鱼 :燃油车即便因为真空助力器失效，也可以踩动刹车的（要很大的力气
易秋池,14439684,5,保密,2021-04-27 20:53:02,0,True,我只在抖音开到一个人洗，然后就被我拉黑[doge]
笑看风云16,30197577,4,保密,2021-04-27 22:12:48,1,True,我靠，200多例，我不清楚在卖出的车中占的比例，但认为是非常的多了，居然还说没问题？
笑看风云16,30197577,4,保密,2021-04-27 22:15:53,0,True,回复 @流浪的咸鱼 :如果是以前那些没刹车助力的车，还勉强说得过去，到那车上是有刹车助力的啊，在有刹车助力的情况下也踩不下去，不正好说明有问题吗？
真的不知叫啥好,110503580,5,保密,2021-04-27 22:42:59,1,True,回复 @端木尘 :然后比亚迪在刹车踏板那边装了摄像头后就再也没有发生过。
阴霾及雷欣,385859025,4,保密,2021-04-27 23:19:05,1,True,关键还有很多人交了预付款，要提车咯
曦之约,2922976,6,保密,2021-04-27 23:20:30,1,True,回复 @流浪的咸鱼 :一个简单比喻，平常外卖最多两斤左右，这一次你拿到手突然50斤，你提的起来但突然遇到很容易出问题
我真的有头牛啊,25600144,4,保密,2021-04-27 23:29:29,0,True,回复 @疯狂雨人 :赛车可不是这样坐的，发力上就差多了
医科堂,152989038,4,保密,2021-04-27 23:53:04,0,True,回复 @不成现充不改网名 :公开了你信吗
伟大的丁老师,286438611,5,男,2021-04-28 00:08:52,1,True,回复 @渠公子就是我 :其他车有召回啊，这特斯拉牛逼
伟大的丁老师,286438611,5,男,2021-04-28 00:10:21,1,True,回复 @二哥很奇葩 :买车选配火化服务么
汝之申,8989930,5,保密,2021-04-28 00:12:54,1,True,up说到点子上去了，的确发生过这种暂时减弱后踏板变硬，不过城市里正常行驶中制动也没太大影响。我就是想知道为什么我没充满电有时候也会跳出暂时减弱的提示，问销售，销售也说不清楚。
不成现充不改网名,340522072,5,男,2021-04-28 00:25:00,2,True,"回复 @医科堂 :你会信可以随便写而且缺失大量数据甚至根本就没有最关键数据的excel表格吗？[笑]
等拿到后台数据的女车主找鉴定机构得出的结论。"
没哦里,147077018,3,保密,2021-04-28 00:28:00,0,True,回复 @开车平稳的老花生 :你没有玩过握力器？50公斤，用脚很吃力？虽然说这个刹车有问题。但是一码归一码，别夸大好不好。
很燃,6679538,5,保密,2021-04-28 00:52:50,0,True,搞电梯的好多啊，加油
周周周两岁,286319711,4,保密,2021-04-28 00:56:04,0,True,回复 @流浪的咸鱼 :上去
玫瑰浴手,301460880,5,保密,2021-04-28 02:53:54,1,True,回复 @jamesboat :就这就这？
疯狂雨人,455622732,4,男,2021-04-28 06:00:41,1,True,回复 @SherlockMuco :民用车就不应该有这么重的刹车更不应该助力随机消失
名称已被管理员移除,89327955,5,男,2021-04-28 07:50:32,4,True,回复 @jamesboat :打开百度，搜索刹车失灵，第一条是电影，第二条到第五十条都是特斯拉，思考1小时。
量子爆发模式,22954222,6,女,2021-04-28 08:19:40,0,True,回复 @渠公子就是我 :丰田车。二十年前一直有有路丰田刹不住
资本主义总想害朕,690971355,3,保密,2021-04-28 09:27:19,0,True,毕竟电梯事故总量和车祸没有可比性
CaPtain_Slow,38520373,5,保密,2021-04-28 09:40:36,0,True,回复 @大亨W :这才是一个良性的行业生态
开车平稳的老花生,85447204,5,保密,2021-04-28 10:07:13,0,True,回复 @没哦里 :刹车踩一脚50公斤小意思？踩一路还有腿么？这个也不是我在这随口说，网上有的是车辆方面的博主，你多看几家不就好了。我腰不好，抬不过你。
我爱汽油车,25589954,6,保密,2021-04-28 10:31:35,2,True,回复 @端木尘 :我发现我骂特斯拉就有人觉得我是比亚迪粉，他们两我都不喜欢特别是比亚迪。我是汽油党
leyanqin,387918408,4,男,2021-04-28 10:35:30,0,True,电梯是公共的，汽车是自己买的，刹车刹不好也只是自己的角度问题的。作为14亿人口大国200多例不算什么比例太低。
14735,4635579,5,保密,2021-04-28 10:55:56,1,True,回复 @jamesboat :你这不对啊，特斯拉又没有刹车失灵，全是车主的问题，这得搜别的车有没有这种容易猜错刹车的缺陷
heasan,68133413,5,保密,2021-04-28 11:46:48,1,True,回复 @疯狂雨人 :几十公斤的力对于民用尤其是女司机几乎就等于踩不下去
zealotye001,61141839,5,男,2021-04-28 13:18:15,1,True,回复 @jamesboat :哪里有特斯拉哪里就有你？我今天看了你好几次了！
-陳陈Chen-,295496473,5,男,2021-04-28 14:49:46,2,True,回复 @流浪的咸鱼 :好家伙 踩刹车都有门槛了 就问你怕不怕
Myxxxjk,59107780,5,男,2021-04-28 15:01:56,0,True,轿厢防意外移动
SherlockMuco,7967676,5,男,2021-04-28 15:04:51,0,True,回复 @heasan :你要是有阿诺的身材会踩不下去？[doge]
重在参与SCY,477145647,5,男,2021-04-28 15:13:20,0,True,回复 @流浪的咸鱼 :没有助力泵怕不是浩克才能踩得动刹车踏板，说什么驾驶员没有踩动刹车踏板
一枚魂淡,58425894,5,男,2021-04-28 17:09:26,2,True,回复 @jamesboat :搜了，别人负责了，致歉了，优化了。特斯拉没有。然后呢？搜啥[微笑]
飞飞飞飞不停问我,17678335,4,保密,2021-04-28 19:43:40,1,True,回复 @jamesboat :想表达什么？你的意思是特斯拉刹车失灵都是车主发声？所以车主还能发声，说明特斯拉安全性很高？其他出事故的车主都死绝了？
医科堂,152989038,4,保密,2021-04-28 19:44:21,0,True,回复 @不成现充不改网名 :事情已经反转了 你就别瞎怀疑了
gtxyxyz,71389747,5,男,2021-04-28 19:49:37,0,True,问题是特斯拉每售出一万台车，才会有一个你说的事故，这个事故率在汽车领域，并不算高。当然，如果是缺陷，没出事故也不能容忍。
贱贱的阿狸,44170904,4,保密,2021-04-28 21:05:13,1,True,对呀对呀，我也寻思，当某款产品容易引起用户操作失误的时候，不应该就是设计有缺陷么……
雨久还无,376165553,4,保密,2021-04-28 21:26:46,1,True,回复 @jamesboat :屁话就不要说了
不成现充不改网名,340522072,5,男,2021-04-28 21:51:48,2,True,回复 @医科堂 :靠特斯拉的自导自演送奶茶？还是靠大量水军集体出动用不同的角度断章取义通过污蔑女车主来否定她说的话？
gtxyxyz,71389747,5,男,2021-04-28 22:36:11,0,True,回复 @哥白尼的学孙 :阁下这素质相当之高。
幼贞饲养员,3377720,5,男,2021-04-29 09:37:17,0,True,回复 @流浪的咸鱼 :真的，想开个破车还得去健身房练腿
迷失的蓝,30876181,4,保密,2021-04-29 11:06:33,0,True,没错，我一个山地自行车，刹车下坡刹不住，都不敢骑。何况汽车。
就-就这样吧,23995422,5,男,2021-04-29 12:47:07,0,True,我家这俩电梯是废了，每月有人来看保养，其实不是来看的，过来写个名字就走了，看都不看电梯，什么门开不了，门关不上的问题太多了，保养了个寂寞
逝去的诺言2,406941527,5,保密,2021-04-29 20:21:06,0,True,https://b23.tv/BV1eQ4y1Z7Ga
kczar,507298521,4,保密,2021-04-29 21:59:18,0,True,"请教
目前国产电梯与国外牌子电梯相比，产品稳定性方面如何呢？小区otis常坏"
是维维豆奶鸭,16911171,5,保密,2021-04-30 00:40:48,0,True,笑死了，说得好像你开过碰到过一样，说得这么肯定，此地无垠我看了好几年了，他除了对比德系车外其他都是很客观的好吗
叫哥也不行,39494237,4,保密,2021-04-30 12:11:40,0,True,建议试车员穿上指定工作服 不要穿便装
keli998,606277002,3,保密,2021-05-01 09:38:46,0,True,后车行车记录仪显示刹车灯不亮。这个事你还是等调查报告吧
goldbox,12427419,3,男,2021-05-01 17:48:17,0,True,回复 @我爱汽油车 :特斯拉全球累计销量超百万台，凑巧刹车失灵全在中国，一定是美帝害我们！
C斌C,229868123,4,男,2021-05-02 02:50:51,0,True,回复 @流浪的咸鱼 :根本说不通，这刹车力度时大时小闹着玩呢？[呆] 那些洗的，真不懂什么心态
今天真的没睡醒,107696714,5,男,2021-05-02 10:51:25,0,True,光是200多起踩错刹车事故不能说明什么，现在驾照太容易考了，好多人根本不会开车，踩错刹车是常有的事，还需要其他品牌踩错刹车的数据进行横向比较，比如说本田某车型每年踩错刹车只有十几起事故，那特斯拉问题就大了。但如果其他品牌每年也有几百上千起，200这个数据就不能说明什么问题。
建议TSL车主加强学习,8684780,4,保密,2021-05-02 19:19:51,0,True,气抖冷，我电梯行业终于站起来了！       前某日系电梯设计师留，蕾姆
爱拍酱丷,18171780,5,保密,2021-05-02 22:27:26,0,True,回复 @流浪的咸鱼 :踩不下去是不可能的，就算没助力，使劲踩也能踩下去点，效果不大但肯定会有，并且原因的确是有些车主踩不下去，只不过这里的“有些”是指绝大部分人罢了。。。你这话本身就有问题，别说别人了
往后余生_没有你,4013756,5,男,2021-05-03 05:51:33,1,True,回复 @kczar :奥的斯的还好吧，电梯不管扶梯直梯，进口还是国产，维保很重要，我们公司室内梯保养周期14天，室外7天。曳引机，钢丝绳，轿顶，导轨之类都会检查清理加油。主要还是甲方给的钱够不够和维保负不负责。给的钱多，大保是什么坏换什么，给的少的，甚至拖欠费用的，那，你明白吧[doge]
龙子湖路剑圣,254981308,4,保密,2021-05-03 09:50:34,0,True,回复 @流浪的咸鱼 :燃油车行驶中熄火的刹车变硬，和这个是一回事吗
重扇,109665,3,男,2021-05-03 12:29:12,0,True,毕竟当初设计电梯的人估计也没想到人死在电梯里的方法各种各样…😂
女王说都是five,897318,5,保密,2021-05-03 21:07:06,0,True,回复 @流浪的咸鱼 :力气不足踩刹车，，让维修的过来，腿给他踩断，提前1天不吃饭都行
淡色的单色,16544714,4,男,2021-05-04 09:52:11,0,True,回复 @端木尘 :哪里呢？特斯卡最近都多少视频了，全是刹车问题，比亚迪视频怎么没看到几个[doge]
淡色的单色,16544714,4,男,2021-05-04 09:53:53,0,True,回复 @天下第十五 :使是的，越踩越硬
TBVIEW,1436190868,2,保密,2021-05-05 00:47:15,0,True,回复 @cyuxx :死不承认可以省钱啊！承认了得要花多少钱？
