send_time,like,text
2021-05-25 08:55:03,0,回复 @实在取不了 :有个华为雨天的路测，后半段是没有高清地图的，自己可以去看看
2021-05-26 08:34:56,0,回复 @实在取不了 :其他车子也要高精地图的。
2021-04-28 23:26:08,9,虽然很多车都能这样，可惜都没有能量产的，外挂很多传感器
2021-05-06 14:00:36,8,雨天自动驾驶BV1ao4y1f72Z
2021-04-30 00:57:15,5,在斑马线没让行人
2021-04-29 20:16:07,5,有个疑问 假如这个车遇到损坏红绿灯 那种一黄一红一直闪那种 它会怎么识别操作
2021-04-30 08:20:16,0,不愧是6级号
2021-04-30 09:16:09,0,是否有一个延迟识别机制，或者是直接在多少秒无响应后，直接转移后台反馈给公司人员直接下达人工调度指令
2021-04-30 09:44:04,1,你怎么过他就怎么过，可能比你过的还好，毕竟雷达看的多
2021-04-30 11:18:08,4,这还没华为那个看起来爽
2021-04-29 14:05:54,4,没有比华为那个量产车好呀
2021-04-30 08:52:49,3,连百度都赶不上
2021-05-01 18:56:46,2,这种带着大帽子，传感器都在车顶，做出来算法，以后传感器融合到一起车身各个位置里，算法不还得大改[doge]
2021-04-30 13:14:49,2,"自动驾驶最大的绊脚石就是没有素质的电瓶车，不走斑马线乱闯信号灯的行人
尤其是一些老年人"
2021-04-30 10:00:52,2,引擎盖里面肯定有人在开车[doge]
2021-04-29 18:03:29,2,"小马智行很棒，这么长的时间里0接管，仅1次被电瓶车斜后方闯入引起大力刹车。
比在安亭测试的百度和华为好10倍，路况那么简单，他们的安全员都跟吓坏了一样。博园路那么简单的路况，华为的公开视频10分钟急刹6次…"
2021-04-29 21:33:57,1,不要公开说华为不好，会被骂
2021-04-30 11:02:02,1,"是很棒，然而你一辈子开不到搭载这套系统的车，最多就坐一坐出租车…这种机械式激光雷达的价格就是一辆车的钱

所以小马、百度的技术都是不错的，就是离普通消费者太远了"
2021-04-30 18:17:27,0,回复 @fangzy0823 :最终都是完全无人驾驶，消费者不需要再买车了。渐进式达到这个目标还是一步到位，这是个问题
2021-04-30 18:40:52,0,回复 @rubbninja :全无人驾驶我觉得2050之前没希望了，感觉有生之年看不到了
2021-05-01 19:04:08,3,比华为好十倍[疑惑]就这个？你不是昧着良心就是拿钱发评论的[热词系列_知识增加]
2021-04-29 14:19:30,2,自动驾驶竟然还会超车欸
2021-04-30 11:14:11,1,自动伺机变道（×）加塞（√）[doge]
2021-04-29 23:22:16,1,招试车员吗[脱单doge]
2021-04-29 23:03:50,1,这跟没钱买的我有什么关系呢
2021-04-30 21:42:27,0,有，以后就是无人出租车
2021-04-29 20:59:29,1,我来告诉你，0次。PS：小马没给我钱。
2021-04-29 19:52:47,1,这个加塞我赞了
2021-04-29 18:33:41,1,我觉得自动驾驶实用化最关键的不是算法延迟技术什么的有多么多么先进，而是相关设备，网络，感知功能的稳定性与可靠性。要将故障率降到极低的程度才适合大范围普及。
2021-04-29 18:51:19,0,这种东西最好的环境是全自动化管理，且有专用车道或者专用路线的情况下，就像高铁系统那么管控。
2021-05-19 20:06:20,0,好家伙，自动驾驶启动之后，驾驶员就得打坐练功
2021-05-17 23:33:13,0,开源用的爽不？
2021-05-17 16:27:06,0,问下，车顶的帽子值多少钱？
2021-05-14 12:18:17,0,敢把中控屏展示绘太家看么
2021-05-14 10:11:58,0,当所有车俩都配备一套系统没有黑客捣乱的话估计才是很安全的
2021-05-10 16:38:50,0,"买威力登用英伟达的芯片造概念车,然后用开源的软件算法库集成.累积了十万公里数据后就可以对资本市场卖概念了. 至于激光雷达的成本,上市后再说吧，那时可以增发非公开发行股票,说要投资激光雷达.嗯，若是BATJ们更好办,分拆自动驾驶业务上市不就得了."
2021-05-08 18:26:02,0,顶着个堆有什么商业价值？04年谷歌就试行了
2021-05-05 04:51:30,0,所以接管了几次？
2021-04-30 21:46:35,0,都不错，当然，人们是希望配置越高越好！
2021-04-30 12:17:31,0,就想问下酒后自动驾驶怎么算[doge]
2021-04-30 12:37:59,0,你还要把AI灌醉？
2021-12-31 14:23:07,0,回复 @AutoLab-汽车实验室 :程序员喝醉了写代码[吃瓜]
2021-04-30 11:46:35,0,我不装了，实在是太牛逼了这技术
2021-04-30 09:53:15,0,一看就知道是亲爱的广州南沙了
2021-04-29 19:52:47,1,这个加塞我赞了
2021-04-29 19:13:26,0,出租自动驾驶或者公共汽车自动驾驶[妙啊]
2021-04-29 18:33:41,1,我觉得自动驾驶实用化最关键的不是算法延迟技术什么的有多么多么先进，而是相关设备，网络，感知功能的稳定性与可靠性。要将故障率降到极低的程度才适合大范围普及。
2021-04-29 18:51:19,0,这种东西最好的环境是全自动化管理，且有专用车道或者专用路线的情况下，就像高铁系统那么管控。
2021-04-29 18:03:29,2,"小马智行很棒，这么长的时间里0接管，仅1次被电瓶车斜后方闯入引起大力刹车。
比在安亭测试的百度和华为好10倍，路况那么简单，他们的安全员都跟吓坏了一样。博园路那么简单的路况，华为的公开视频10分钟急刹6次…"
2021-04-29 21:33:57,1,不要公开说华为不好，会被骂
2021-04-30 11:02:02,1,"是很棒，然而你一辈子开不到搭载这套系统的车，最多就坐一坐出租车…这种机械式激光雷达的价格就是一辆车的钱

所以小马、百度的技术都是不错的，就是离普通消费者太远了"
2021-04-30 18:17:27,0,回复 @fangzy0823 :最终都是完全无人驾驶，消费者不需要再买车了。渐进式达到这个目标还是一步到位，这是个问题
2021-04-30 18:40:52,0,回复 @rubbninja :全无人驾驶我觉得2050之前没希望了，感觉有生之年看不到了
2021-04-30 23:50:08,0,回复 @fangzy0823 :这种本来就是给出租车准备的
2021-05-01 19:04:08,3,比华为好十倍[疑惑]就这个？你不是昧着良心就是拿钱发评论的[热词系列_知识增加]
2021-04-29 14:49:49,0,有参考价吗?> 这雷克萨斯 诶...估计定价比那个极狐贵?
2021-04-29 14:55:35,0,这是是小马智行的方案，不是看雷克萨斯啦
2021-04-29 15:33:28,1,"回复 @AutoLab-汽车实验室 :只是这个先不论 自动驾驶的性能 , 就车顶这个.很影响美观的呀没办法集成到车子本身嘛"
2021-04-29 17:33:14,1,回复 @菜不好-肉好 :美观其次，成本太高，大几十万
2021-04-29 20:58:49,0,"回复 @狼煙亖起_ :不说技术, 华为 特斯拉这样的 集成成模块 省事啊"
