uname,mid,level,sex,send_time,like,is_sub,text
电脑前的小豆豆,109842394,6,保密,2021-03-02 20:24:42,61,True,这也能抓到美食up主？[热词系列_知识增加]
你好了解我,325682055,5,保密,2021-03-03 21:27:15,4,True,回复 @电脑前的小豆豆 :正可谓秀色可餐[嗑瓜子]
第一流氓__唐昊,21411694,6,保密,2021-03-02 20:25:58,34,True,我老婆在看我老婆[脱单doge][脱单doge][脱单doge][脱单doge]
流云忆帆,138949455,5,男,2021-03-02 20:38:56,3676,False,技术力太高了[W-哈哈]感觉像是在看综艺和纪录片
迪斯科科长,333894200,4,保密,2021-03-02 20:48:13,26,True,没错，后期是我[doge]
流云忆帆,138949455,5,男,2021-03-02 20:50:41,80,True,回复 @迪斯科科长 :最好是你[doge]把无删24小时的原片交出来
富婆-饿饿-要饭饭,384361193,4,保密,2021-03-02 20:50:17,46,True,挺不好意思的，拍摄是我[doge]
Aisirrr,22139528,5,男,2021-03-02 20:15:42,3498,False,这期风格好好玩啊 谁不喜欢会整活的女孩子呢[妙啊]
致命错误CCC,107189249,4,保密,2021-03-02 20:38:28,87,True,什么整活，是生活区UP[doge]
查干湖的特色胖头鱼,476040370,5,男,2021-03-02 22:04:49,6,True,回复 @致命错误CCC :别尬黑 时尚区
酸黄瓜真不酸吧,160073321,5,保密,2021-03-02 20:22:30,3166,False,滑雪的时候好冷啊，我的心都是冰冰的[脱单doge]
20123123456,147016009,5,保密,2021-03-02 20:39:35,65,True,就你没有小闪电，送你上去，代表我把他们官号顶下来
blibligan,699949979,2,保密,2021-03-17 21:14:19,0,True,你好骚啊[doge]
呆毛のex咖喱胃,23147215,4,保密,2021-03-18 15:11:26,2,True,上错号了吧？快去上校号[脱单doge]
南京医科大学,497367033,3,保密,2021-03-02 20:33:13,6881,False,羡慕北方的雪（和北方的冰冰姐[害羞][害羞]
白嫖宗,481437167,4,男,2021-03-02 20:33:40,129,True,在？抽把手术刀[doge]
积本世界中的CK,645896327,4,男,2021-03-02 20:41:56,137,True,在？抽个护士小姐姐？[doge]
终于攒够六个嗯币,475418251,4,女,2021-03-03 21:04:06,2,True,回复 @积本世界中的CK :好巧不巧我的好闺蜜南医大的[doge][doge][doge]
南风窗,397305833,6,保密,2021-03-02 20:31:25,8294,False,南方人哭了，还没滑过雪[大哭]
白嫖宗,481437167,4,男,2021-03-02 20:32:22,79,True,我也是南方人，我曾在雪上滑过[doge]
轻云之蔽月-,394712358,4,保密,2021-03-02 20:36:11,26,True,回复 @为了集菜开了年会 :[脱单doge][脱单doge]你确定不是在雪上滑倒了
浅笑念谶花,434310994,5,男,2021-03-02 20:41:06,134,True,没见过雪[大哭]
格兰仕官方账号,606438321,3,保密,2021-03-02 20:25:52,3704,False,来冰冰这里[热词系列_打卡]
发光の星星,3546088,6,保密,2021-03-02 20:26:34,60,True,在？抽个电磁炉[doge]
积本世界中的CK,645896327,4,男,2021-03-02 20:31:26,357,True,在？抽个电磁炮[doge]
啊哈哈WMK,1912694,6,保密,2021-03-02 21:08:50,10,True,回复 @积本世界中的CK :我要笑死
跟着浩然玩转高考物理,384497590,6,男,2021-03-02 20:21:15,2167,False,滑雪冰冰谁知道我开头听了多少遍 [doge][脱单doge][爱心]
水果味地米酒,129824776,5,保密,2021-03-02 20:31:23,123,True,"[笑哭][笑哭] 兄弟咋抄我评论呢 直接复制可还行 
[笑哭][笑哭]"
跟着浩然玩转高考物理,384497590,6,男,2021-03-02 21:13:43,42,True,回复 @水果味地米酒 :抽一套物理试卷送你[妙啊]
拽拽果实能力者,167192688,5,男,2021-03-02 23:03:19,19,True,试分析冰冰滑雪时的加速度及一次减速过程中有多少体积的积雪融化[doge]
三千青丝绕指柔-,157330428,5,男,2021-03-02 20:28:09,1091,False,我也想学滑雪，和冰冰一起[tv_大哭]
好美的甜哇哇,186487871,4,保密,2021-03-02 21:11:43,9,True,什么[哦呼] 你想和我老婆学滑冰[doge][doge][doge]
暖心喵酱orz,11840064,5,女,2021-03-02 22:49:24,6,True,回复 @好美的甜哇哇 :你老婆借我一辈子可以吗[doge]
说刑法的喵酱,288694058,5,男,2021-03-02 22:22:43,101,True,奖励你和贾冰一起滑雪[doge]
柠檬味苏打气泡水,19852641,5,女,2021-03-02 22:26:11,2050,False,好喜欢哦！说实话，一开始只是因为颜值喜欢冰冰，后来入驻b站以为只是随便发发什么的。但是每一期的blog都能看出冰冰有非常用心的在做！越来越好了！这一期从拍摄方式，风格，特效，bgm，视角转场等等等等各种细节都好喜欢！更新速度也好快好快的，喜欢冰冰！
幽菊隐者,32600156,5,男,2021-03-02 22:33:20,299,True,很明显背后有央妈团队支持，那质量杠杠的[嗑瓜子]
叫我思尔就好,341592512,5,女,2021-03-05 13:23:01,5,True,回复 @幽菊隐者 :肯定的，冰冰的流量价值很大[脱单doge]
一只黏糊糊的笑笑,2615974,5,女,2021-03-03 11:36:49,410,True,我自己就是做互联网和媒体行业的，有一说一，冰冰的vlog真的是我见过的质量最高的，也从不搞恶俗的卖点，从脚本，画面，剪辑，后期，素材搭配，甚至配色，收音，都可以说是全网顶级的。能够稳定质量稳定输出，不火才没天理。真的不愧是央视出身，你大爷永远是你大爷
山野雾月,247149276,5,保密,2021-03-02 20:16:47,572,False,"滑雪（skiing）是运动员把滑雪板装在靴底上在雪地上进行速度、跳跃和滑降的竞赛运动。

该运动主要分为北欧滑雪和高山滑雪。北欧滑雪起源于斯堪的纳维亚地区的滑雪，高山滑雪则起源于阿尔卑斯山地区的滑雪。通常情况下，评估人们滑雪技术水平的高低，多以高山滑雪为尺度。"
wdmmmmm,4698701,6,女,2021-03-03 02:56:40,37,True,虽然但是 视频里的滑雪是单板（snowboarding🏂）来着哦  skiing⛷️基本都是指双板滑雪哒！
春寒三月望辛夷,229087111,5,保密,2021-03-03 21:34:23,0,True,回复 @wdmmmmm :🏂⛷️！怎么好看到表情在哪里有[酸了]
天光云影93,242647611,3,保密,2021-04-14 21:52:50,1,True,这个冰冰就是逊啦，才滑几下就倒了
Insta360,39279965,6,保密,2021-03-02 20:50:42,5391,False,真的出息了！上次是小破球出镜，这次ONE X2直接被冰冰戴在头上了[热词系列_好耶][热词系列_排面]
我在敕勒川恋爱了,670299602,4,保密,2021-03-02 20:54:48,27,True,给冰冰广告费了吗[吃瓜]
猫头鹰说,32242582,5,男,2021-03-02 20:58:54,13,True,快给冰冰广告费[呲牙]
栕独秀,317381467,5,男,2021-03-02 21:00:26,14,True,广告费结一下
河南共青团,323194278,6,男,2021-03-02 20:46:09,17155,False,得学得学[嗑瓜子]不动的话，就要冰冰的了~
yiran饭特稀,296787412,4,保密,2021-03-02 21:08:18,27,True,华水来捞团团了[doge]
that丶c,179678913,4,保密,2021-03-02 21:25:59,101,True,我大河南一个多亿人口，就这点攒[打call]
____鸱,409624135,4,保密,2021-03-02 21:35:52,1,True,回复 @that丶c :吉林帮忙点赞了[doge][七海_沉了]
雾黛霜晨,28321572,6,保密,2021-03-02 22:06:48,2517,False,"这期真的很棒，后期制作很用心，首先多视角的运用加上神转场一下子就把vlog逼格提上去了
其次就是配乐的运用如同看纪录片一样特别生动有趣
最后当然是视频的主旨也很有意义，如果是我的话在第一天滑雪失败就不会再去滑了，但冰冰毅然决然重新练习最终完成挑战，体现了她作为央视记者不屈不饶的奋斗精神，从第一点上冰冰就值得很多半途而废的人（当然也包括我）去学习
最后的最后，还是要夸夸冰冰，作为在B站大火的记者，更新速度快不用多说，每一期视频都很用心，而且制作也是十分精良，比那些为了宣传入驻B站的明星就发一个视频当鸽子用心多了，当然冰冰也不是明星，但她博得大家喜欢除了颜值以外更多的还是不做作的性格以及扎实的工作能力
说真的，这个社会需要冰冰这样的人，越多越好，颜值终究会老去，但一个人的品性却足够被人记住"
要去遇见小确幸,403406419,4,女,2021-03-02 22:28:45,9,True,胜利者的背影
笼瞎,678014544,3,保密,2021-03-02 22:35:22,8,True,看你字多，送你上去！
少女要努力鸭,415467675,4,保密,2021-03-02 22:44:00,28,True,冰冰的表现力很强，幕后的摄影师也很牛
芜湖大司马,677865752,6,保密,2021-03-02 22:00:04,4645,False,官号团建是吗？
寻楹,90377165,4,男,2021-03-02 22:00:47,173,True,速来🤺🤺🤺
梦天岚,159170005,5,女,2021-03-02 22:01:06,150,True,妈耶李在赣神魔
游离的半人马,36605024,5,男,2021-03-02 22:03:20,119,True,要不是闲的无聊，我都发现不了你。。。海底两万里啊您这是！
复辟者的掘墓人,383587263,4,男,2021-03-02 20:30:09,2015,False,https://b23.tv/u17vQ3
我只是路过da,314573888,4,男,2021-03-02 20:31:23,101,True,夺笋啊
能想我么,32426793,5,保密,2021-03-02 20:33:22,23,True,都给你高完了[脱单doge][脱单doge]
弗拉基米罗维奇-普京,35837817,5,男,2021-03-02 20:35:41,37,True,大熊猫的饭都让你夺去了[doge][doge]
北京交通大学,39997124,5,男,2021-03-02 20:59:48,7249,False,冰冰站起来（用林志玲的方式朗读）
吃花椒呐喵酱,457150874,5,保密,2021-03-02 21:00:44,69,True,来这么晚？你也摔倒了？[doge]
HX小苟,282778698,4,保密,2021-03-02 22:36:11,0,True,回复 @吃花椒呐喵酱 :又是你
热情的扑街仔,9029170,5,男,2021-03-02 21:04:24,182,True,在，送我进复试[doge]
炽热的冰,596479,5,保密,2021-03-02 22:59:11,1868,False,"大家注意到没，这期视频的标题是“不愧是我 01”而非“冰冰Vlog”，风格也是稳中带皮的风格，大胆推测团队这是打算开创一个新系列，说明大家的评论及弹幕团队都有认真地分析研讨过，比如大家曾调侃冰冰“又菜又爱玩”，央视新媒体团队就巧妙而不失时机地抓住了舆论热点与风向，并一步步尝试不同风格的塑造来深化这个形象，通过冰冰在多领域的切身体验来拉近新闻报道主体与广大网友的距离，虽然看上去是一个简单随性的vlog，但vlog中冰冰辛苦训练到晚上，在第二天的表现突飞猛进何尝不是传递出一种坚持不懈、挑战自我的精神呢，所以这档节目真正做到了新闻有温度，新闻有热度，新闻有深度[doge]，不愧是央视团队[支持]
所以所以，照着这个速度，今年冰冰有望百大吗[doge][doge]"
牛奶最好,36751780,5,男,2021-03-02 23:02:46,132,True,没有小陈想不想给，只有冰冰想不想要[嗑瓜子]
匆匆看看你,302057488,5,保密,2021-03-02 23:34:09,17,True,回复 @牛奶最好 :对，冰冰来B站第一天，就够资格拿百大了
阿琪丫-,189897511,5,保密,2021-03-03 00:07:32,63,True,感觉这是冰冰说的新年目标系列…之前锅包肉的视频结尾冰冰给了一个特别的镜头，然后不愧是我可能会一直更新（可能是学习新事物之类的），到年末冰冰可能会总结一波[思考][思考]
吉林大学,433335987,5,保密,2021-03-02 20:41:55,4768,False,吉大雪协，专注滑雪三十年，包教包会，约吗 姐~[doge]
相爱一生太短,386735087,4,男,2021-03-02 20:43:30,796,True,在校的时候不懂珍惜，现在搁这追悔莫及呢[doge]
不上569斤不减肥,481094934,3,女,2021-03-02 20:43:43,171,True,晚了哦，在上晚自习吧？举报你摸鱼[doge]
月染千山,153431456,5,男,2021-03-02 20:49:56,29,True,回复 @不上569斤不减肥 :吉大还没开学[doge]而且没有晚自习
边检小花,206123398,6,女,2021-03-02 21:48:33,1524,False,雪！！！[喜欢]
维京伯爵,6579309,5,男,2021-03-02 21:49:04,9,True,抱紧小花[吃瓜]
该用什么昵称好呢_,401599387,4,男,2021-03-02 21:53:29,3,True,捞[tv_doge]
密斯特兮,417241867,5,保密,2021-03-02 22:16:39,30,True,花！！！[tv_腼腆]
你为什么捶我,383981760,6,保密,2021-03-02 22:29:44,2122,False,我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八我是王八
你为什么捶我,383981760,6,保密,2021-03-02 22:53:41,75,True,别赞了别赞了[跪了]
煮两杯咖啡,439953666,3,保密,2021-03-02 22:56:14,7,True,回复 @你为什么捶我 :[大笑][大笑]
光山与,313064387,4,女,2021-03-02 23:01:55,146,True,知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了知道了
南大招生小蓝鲸,438137977,5,保密,2021-03-02 20:22:28,3469,False,冰冰我来啦[喜欢][喜欢][喜欢]
东南大学,36964670,5,保密,2021-03-02 20:23:31,61,True,冲冲冲[打call][打call][打call]
南大招生小蓝鲸,438137977,5,保密,2021-03-02 20:25:01,14,True,回复 @东南大学 :谢谢东东[给心心]
积本世界中的CK,645896327,4,男,2021-03-02 20:25:34,18,True,在？抽个蓝鲸？[doge]
ぉ碧海阑珊か,324197817,5,保密,2021-03-03 18:31:50,1502,False,↓建议冰冰学游泳人数
ぉ碧海阑珊か,324197817,5,保密,2021-03-03 18:55:18,45,True,我想大家应该都是希望冰冰多学习点对自己将来有用的技能[OK]
时夜之叶,100009460,5,女,2021-03-03 22:34:44,34,True,为了送你上去，我把上面的全点了踩[脱单doge]
王丶小呆,256473628,5,保密,2021-04-02 15:25:33,0,True,回复 @时夜之叶 :为了送你上去，我把上面的全点了踩[脱单doge]
粗犷的糖糖丶,87432437,5,保密,2021-03-02 20:24:03,966,False,"每个月给冰冰涨多少工资
↓"
情圣羊,12428779,6,保密,2021-03-02 20:44:20,4,True,单位一百万……津巴布韦币
绪翼淼,2538046,6,男,2021-03-02 21:09:20,14,True,单位：比特币
不服真不行1,415904368,4,男,2021-03-03 02:59:49,2,True,单位：亿
滑雪实验室,1966460468,4,女,2021-03-03 09:53:40,547,False,"作为小破站单板滑雪培训机构，我一看冰冰滑雪我啪一下就点进来留言教学了，我来教大家从容地掌握站立、正确的转弯和刹车技术。大家要记住千万不要在雪道中间停留太久，因为你很容易被鱼雷撞到，所以建议大家尽量在雪道边缘练习。
 
在陡峭的山坡站立有两种方法，一个是面朝山顶，跪在雪面上，依靠脚尖位置的板刃，也就是前刃慢慢站起来，另一个是面朝山下，坐在雪面上，依靠脚跟位置的板刃，也就是后刃用手撑地慢慢起身。

单板滑雪有一个著名定理：“雪板板刃角度越大，抵抗地心引力的能力就越强，下滑的速度也就越慢。”这其实也就是单板刹车和推坡控速的原理。

接下来你就要学习“推坡”，专业术语就是横滑降，推坡有两种，一个是前刃推坡，一个是后刃推坡，当你面朝山下使用后刃推坡时，不能使用前刃，如果前刃着雪，你就会摔倒滚落山下，你应该将重心置于脚跟，轻轻抬起脚尖，控制雪板和雪面产生一定的角度，你就可以控制速度。

当你面朝山上使用前刃推坡时，你应该将重心置于脚尖，微微曲膝，抬起脚跟，控制雪板和雪面产生一定的角度，你就可以控制速度。
 
当你已经熟练地掌握后刃推坡和前刃推坡，那么距离你掌握换刃滑行就只有一步之遥了。

顺便插一句，当你学会了推坡，那你在推坡的基础上增加“左右转移身体重心技巧”，你就完成了“落叶飘”。

前后刃推坡熟练后，你就可以尝试换刃了，如果你右脚朝前，如果你想右转弯，那么你应该将重心放在后脚跟，可以先用后刃（右转弯）滑行，当你想左转弯时，你将身体重心放在板子上，然后直板滑行几秒钟，然后微微向左扭转肩膀，与此同时将身体重心转移在脚尖，你就成功掌握换刃滑行了。

当你掌握了换刃滑行，基本上可以说你已经一只脚迈进了单板滑雪的世界，据说当滑行速度达到50迈左右时，你的大脑就会分泌内啡肽、脑啡肽和多巴胺了。https://b23.tv/BV1tV411b7fj"
鸽子王冰冰,97519001,5,保密,2021-03-03 10:58:19,0,True,鱼雷是？
啊加门农,6949036,6,男,2021-03-03 12:01:41,7,True,"回复 @那不勒斯那片海 :鱼雷就是不能掌握控速, 刹停技巧的双板小哥哥小姐姐自以为是的走上了中级道, 高级道, 并且又菜有不主动摔停, 导致前方遇到人滑行时, 以超高的速度撞上去, 撞伤自己 , 撞死别人, 比如我[doge][doge]"
我们的太空,19474906,6,保密,2021-03-02 21:40:02,944,False,冰冰的冰冰坐在了冰冰的冰上[哦呼]
霸图无敌最俊朗,699459288,3,男,2021-03-02 21:40:52,5,True,名不副实啊   怎么速度这么慢[doge][doge]
一直被打败从来没超越,692129156,3,保密,2021-03-02 21:42:42,2,True,捞啊，比我都晚[抠鼻]
Cra-Booksy,316377330,5,保密,2021-03-02 21:46:53,2,True,捞[惊喜]
中国联通客服官方,432158620,6,保密,2021-03-02 20:31:39,1165,False,上一个视频还在热门上[羞羞][羞羞]
积本世界中的CK,645896327,4,男,2021-03-02 20:35:56,6,True,在？抽个永久无限流量卡？[doge]
待风起时,37069355,5,男,2021-03-02 20:37:47,7,True,在？姐夫们给个赞？[doge]
史坦尼斯_拜拉席恩,435678629,4,保密,2021-03-02 21:18:36,1,True,在？抽个君君？
中国森林消防,290573666,5,保密,2021-03-02 22:02:02,1156,False,[鼓掌]我的心始终是冰冰的[爱心]虽然又去灭火了 身上也冰冰的[给心心]
Wyyyyyyyyyyyy_,351011260,5,男,2021-03-02 22:03:05,40,True,出警一定要注意安全哦[给心心]
晴天-063,525809812,4,男,2021-03-02 22:08:39,14,True,安全第一
四道沟小老虎,171414726,5,男,2021-03-02 22:11:26,23,True,注意安全，斗志昂扬地出发，全须全尾地回来
老番达人,22646742,5,保密,2021-03-04 23:54:36,335,False,通过播放量，说明教育部不准带手机上学的规定还是落到实处D[OK]
陈奕线,415422249,5,保密,2021-03-05 00:05:20,6,True,哈哈哈 太真实了
hxzwdnmd,489401888,4,保密,2021-03-05 00:36:28,2,True,看看明天会不会暴涨哈哈哈哈哈哈[笑哭]
bbttfbi,204276683,3,保密,2021-03-05 16:54:27,39,True,应该是B站关于播放量的算法变了，全站的整体数据都下滑了（连老番茄这种顶流都不行了），需要全部看完或者在线多少时间才算一次，或者直接反复刷的只记一次。看点赞跟投币就知道，这一期的观看人数并不比前一期差，但是播放量少了一半以上。
看我睿智的笑容,398299861,5,男,2021-03-02 20:16:50,889,False,哥哥又来看嫂子滑雪了？[doge]
积本世界中的CK,645896327,4,男,2021-03-02 20:21:13,21,True,彦祖这孩子打小就懂事[doge]
初-心-莫-负,630474086,4,男,2021-03-02 20:22:29,23,True,这小孩子，不打就懂事[doge]
落樱不知沐春风,437766539,4,女,2021-03-02 20:40:02,0,True,回复 @初-心-莫-负 :好家伙[doge]
冰冰的小乌龟,519632,5,男,2021-03-02 21:56:44,401,False,冰冰每摔一次，就有一只小乌龟失去宝贵的龟壳。[热词系列_保护]冰冰
hjhao2001,29297542,5,男,2021-03-02 21:57:55,49,True,你这id和头像就离谱
wellParker,17787029,5,保密,2021-03-02 23:24:48,12,True,您也太快了吧这多笋哇[脱单doge]
吃花椒得喵酱-,22445488,5,女,2021-03-02 23:28:51,10,True,那到底是保护乌龟还是保护冰冰[doge][傲娇]
查干湖大学,25419507,5,保密,2021-03-02 20:56:01,429,False,"冰冰不要急，直播里玩过的项目我帮你总结好了，一样一样学：
⛏ 攀冰 🎤配音 🎿滑雪 🎣冬捕 🔆沙疗 
🌕赏月 🚣🏻泛舟 🏍沙漠飙车 🛩模拟飞行
🌸河灯 ⛷滑梯 🏌打糕🏂秋千 💃跳舞 
🧨烟花🧦刺绣 🥁打鼓 🏒冰球 [福到了]年画"
叫我树人哥,274455579,5,保密,2021-03-02 21:10:44,3,True,好家伙，这是要培养全能型人才嘛[滑稽][滑稽][滑稽]
掬一捧春水煎茶,4045135,5,保密,2021-03-02 21:14:00,3,True,又找到大哥了，跟大哥混准没错[脱单doge]
惊鸿_一面,444321474,4,保密,2021-03-02 21:36:54,8,True,在？抽几条胖头鱼？
河北共青团,1424484345,6,保密,2021-03-03 10:40:03,378,False,欢迎冰冰姐姐下次来我们崇礼学滑雪呀[给心心][给心心]
囍昵称好吃吗囍,355149133,5,保密,2021-03-03 21:23:31,3,True,欺负小萌新[滑稽]
骚年仍是骚年_,296017378,5,保密,2021-03-03 22:23:09,3,True,哎呀，我可盼到你来了
初级滑滑怪,25163809,4,男,2021-03-03 23:09:18,12,True,不用了，谢谢，俺们吉林有松花湖、北大湖、长白山，够冰冰玩了[doge]
厦门大学,410510661,6,保密,2021-03-02 20:50:21,713,False,想和冰冰一起看雪景的集合啦[脱单doge]
青苍-尘,165756744,4,保密,2021-03-02 21:00:29,9,True,捞，期末你捞我[脱单doge][脱单doge][脱单doge]
南大招生小蓝鲸,438137977,5,保密,2021-03-02 21:05:59,9,True,集合[嗑瓜子][嗑瓜子][嗑瓜子][doge]
微微小豆,601165546,2,女,2021-03-02 21:10:58,36,True,骗子，厦门没有雪[doge]
人民画报,692194569,6,保密,2021-03-02 20:51:09,679,False,冰冰，冰雪运动有你真好
BozerQAQ,14423006,5,女,2021-03-02 20:51:34,3,True,[doge]又来一个
言辰ぃ,22434549,5,保密,2021-03-02 20:52:57,27,True,画报，全国人民有你真好[doge]
DF_ZF,349387652,4,保密,2021-03-02 21:02:03,7,True,冰冰封面什么时候安排[doge]
百度地图官方账号,494106427,5,保密,2021-03-02 20:45:20,505,False,不愧是冰冰，一学就会[给心心]
夜半江桥,414706296,3,男,2021-03-02 20:45:51,81,True,冰冰语音包的事不要我每次提醒你[傲娇]
吃埖淑的瞄酱,111051810,5,保密,2021-03-02 20:58:03,20,True,快出语音包吧，给我一个卸载缺德地图的理由
镰刀娘好萌,3336969,5,保密,2021-03-02 22:19:44,1,True,回复 @吃埖淑的瞄酱 :哈哈哈哈
三峡日报,500655688,3,保密,2021-03-02 20:36:41,454,False,“宜”片“冰”心[脱单doge]
会咬人的秃子,412629601,4,保密,2021-03-02 20:53:59,10,True,这就是三峡的文化底蕴吗[热词系列_爱了爱了]
单腿鸟Official,39488520,5,男,2021-03-02 21:09:56,2,True,宜昌这片的人，心都是“冰冰”的
LeKing233,346143854,5,男,2021-03-03 13:15:44,1,True,120粉丝，捞一捞最惨官方，要多抱抱冰冰大腿哦[OK]
广西共青团,549825865,6,保密,2021-03-02 22:19:32,505,False,抱走那三只乌龟绑着的冰冰[捂眼][捂眼]
三千笔墨画不尽,178007758,3,保密,2021-03-02 22:29:29,3,True,捞一捞，你这速度不行啊，这么晚
不上569斤不减肥,481094934,3,女,2021-03-02 23:39:24,9,True,我记得冰冰第一个视频时你才二级的[热词系列_知识增加]
