send_time,dm_time,crc32_id,text
2021-04-26 14:02:08,0:03:03.901000,f34debca,好家伙
2021-04-26 14:09:27,0:00:06.093000,18081713,黑 色 高 科 技 轿 车
2021-04-26 14:09:45,0:03:27.339000,9ae15fc7,我的erx5也有这种刹车助力失效的情况，尤其是颠簸路段
2021-04-26 14:11:34,0:03:21.346000,171d5bdd,放屁，我的3系跑得快了之后刹车也会变硬，刹车变得更敏感
2021-04-26 14:11:52,0:00:24.952000,c0130d1d,"不能完全支持,只能支持亿点"
2021-04-26 14:13:23,0:02:07.336000,e46e6db9,《变硬》
2021-04-26 14:13:49,0:02:21.086000,e46e6db9,《使劲踩》
2021-04-26 14:15:02,0:05:11.554000,b239b488,解决不了问题就想解决提出问题的人
2021-04-26 14:15:40,0:04:18.928000,b35e6d9,投币了
2021-04-26 14:17:02,0:04:51.537000,e46e6db9,《态度》
2021-04-26 14:17:27,0:05:08.917000,e46e6db9,《态度》X2
2021-04-26 14:18:43,0:05:18.362000,83d14289,注意安全。。。。
2021-04-26 14:19:25,0:04:41.375000,d6b5674b,棒
2021-04-26 14:21:02,0:00:08.096000,d5d0b771,牛逼
2021-04-26 14:29:22,0:05:04.390000,f99f6328,测试员还请注意安全
2021-04-26 14:30:52,0:03:18.066000,1452a274,我荣威也有这个问题
2021-04-26 14:32:15,0:02:28.265000,89a8dfe8,“特别是女性消费者
2021-04-26 14:34:40,0:02:24.702000,c4cf2e5,果然没失灵
2021-04-26 14:35:48,0:00:29.132000,32048930,我现在只信王老师
2021-04-26 14:41:04,0:03:44.361000,b24f5fd8,没有仪表盘，只有中控，你根本看不见提示
2021-04-26 14:43:16,0:01:17.712000,8935cf2b,....
2021-04-26 14:48:15,0:00:22.795000,601ebb12,他来了他来了
2021-04-26 14:49:26,0:00:34.688000,716efc1a,没有这样的女车主 这个事情有人管吗？ 之前这样的事情肯定没少发生
2021-04-26 14:59:02,0:02:25.299000,9186e738,特斯拉：对 还是你们专业 我们的刹车还是有的！没有失灵！
2021-04-26 15:00:32,0:04:50.148000,cca143d5,没得说，三连献上
2021-04-26 15:00:56,0:00:14.859000,30c7fdb4,今天又有人打横幅了
2021-04-26 15:06:20,0:05:15.455000,a5c2affd,特斯拉：刹不住是你力气不够大，把力气小的人解决了就好
2021-04-26 15:07:21,0:02:32.880000,9a737b32,王老师第一个站出来的媒体
2021-04-26 15:07:49,0:00:13.650000,ee4dfb5a,该来的总会来
2021-04-26 15:07:49,0:01:10.093000,4ba55616,《有》
2021-04-26 15:12:05,0:03:34.669000,aff1951b,你不能吧动能回收当刹车啊
2021-04-26 15:15:14,0:00:58.836000,9f81915f,《刚好》
2021-04-26 15:17:55,0:02:32.146000,1a827c5c,刹车灯都亮了，就是刹不住
2021-04-26 15:18:26,0:00:13.705000,76cbfc06,资本为了利益丧心病狂~跟你车主有什么关系！？
2021-04-26 15:18:58,0:04:20.858000,9f81915f,刻不容缓
2021-04-26 15:21:01,0:05:13.213000,1a827c5c,特斯拉：我们不解决问题，解决用户就够了
2021-04-26 15:25:54,0:00:31.392000,78069ca8,围观
2021-04-26 15:27:12,0:02:35.941000,5fc770d3,好家伙，好好开着车刹车踏板会突然踩不动
2021-04-26 15:27:36,0:02:57.341000,5fc770d3,嗯？？？？
2021-04-26 15:27:38,0:01:05.269000,da519b3a,已经算石锤了
2021-04-26 15:29:21,0:02:53.459000,ce2e0008,好多问题啊，看见都头疼
2021-04-26 15:30:01,0:02:20.046000,d5cba71f,这个变化严重影响安全了
2021-04-26 15:30:32,0:04:59.485000,5fc770d3,都重要
2021-04-26 15:34:24,0:04:34.260000,d92e0acb,垠哥 逻辑思维清晰！牛x！
2021-04-26 15:35:27,0:03:59.009000,afb45175,测试员：wdnmd 能不能换辆车我测。。。
2021-04-26 15:45:30,0:05:12.467000,7fcefa76,特斯拉是直接解决用户，不是解决问题
2021-04-26 15:45:46,0:04:11.059000,e5e81524,都这样了还有人在跪舔特斯拉这是我万万没想到的，多贱啊！
2021-04-26 15:45:49,0:03:46.685000,f20b6fc7,雅阁: 我该出现吗？合适吗
2021-04-26 15:46:26,0:01:49.187000,d0769b83,这字写的比我还烂
2021-04-26 15:48:21,0:04:14.995000,7108126d,驾校教你使劲踩刹车，tsl教你使劲踩油门（狗头）
2021-04-26 15:51:45,0:04:55.179000,b53b164c,不妥协
2021-04-26 15:53:02,0:03:04.139000,a6da2add,哈哈哈  全是实锤
2021-04-26 15:53:39,0:03:12.417000,4624d58e,真正的勇士
2021-04-26 15:57:16,0:00:23.341000,4967cfe2,但凡有一点办法她会不理性?
2021-04-26 15:59:00,0:03:35.137000,791c4910,造这车时有没有上过试验场啊？
2021-04-26 15:59:12,0:03:43.996000,fb2977,特斯拉会告诉你我动能回收不算刹车
2021-04-26 16:06:32,0:02:29.518000,862c78f4,大力出奇迹..
2021-04-26 16:08:40,0:03:07.859000,7dedb8f4,国标甩脸，最为致命
2021-04-26 16:09:20,0:00:37.390000,372b26f4,谁也不愿意啊 这不没辙嘛
2021-04-26 16:09:40,0:05:14.072000,e3559b12,没刹车就等于没命
2021-04-26 16:11:52,0:03:58.038000,27a0132d,没有仪表哈哈哈哈
2021-04-26 16:13:43,0:01:17.816000,9851ee43,有~！
2021-04-26 16:15:15,0:00:31.779000,91d5a04a,这也是没办法啊，要不是被逼的，平民百姓谁愿意这样做啊
2021-04-26 16:17:00,0:03:53.447000,567adc33,特斯拉把仪表盘和中控台坐在一起，是很大的问题。
2021-04-26 16:17:43,0:00:25.979000,13d0a6d5,但凡官方有一点作为，人家也不至于搞这个
2021-04-26 16:18:14,0:00:36.841000,71f69e8f,咋就非理性了，她不这么做没出大事哪来这么大关注度
2021-04-26 16:21:27,0:01:24.339000,2c7c2dcd,高情商，比较明显
2021-04-26 16:23:47,0:04:41.768000,d4e4edcb,不怕韭菜多月月上万辆的卖
2021-04-26 16:24:54,0:02:26.142000,2c7c2dcd,特斯拉:其实是你不行，你踩不下去不是我的问题
2021-04-26 16:27:29,0:03:05.331000,228c4ae7,tsl：wsnd
2021-04-26 16:33:14,0:00:31.699000,d64ddd69,有办法也不至于闹成这样
2021-04-26 16:33:28,0:03:59.155000,3bfe803e,傻逼设计
2021-04-26 16:34:54,0:03:05.475000,bb411027,GB最牛B
2021-04-26 16:36:44,0:00:06.296000,a46e1daf,热乎热乎的
2021-04-26 16:37:23,0:02:13.950000,76799f5d,踏板记录仪
2021-04-26 16:37:57,0:05:03.051000,4d807d1c,比亚迪汉：这次对决，全靠毛豆三衬托
2021-04-26 16:38:18,0:03:26.899000,e885c15e,这个锅是公路局的！！！！
2021-04-26 16:38:27,0:04:10.411000,41ab2db4,担心测试人员的生命安全
2021-04-26 16:39:40,0:02:38.199000,a8a6485,好字！
2021-04-26 16:40:49,0:04:13.544000,ff447a70,注意安全
2021-04-26 16:42:55,0:03:11.439000,12eca25e,你要的证据来了，特斯拉
2021-04-26 16:44:01,0:01:55.779000,f5f1095f,俗话说:失灵
2021-04-26 16:45:43,0:02:49.807000,ce8b8547,买特斯拉前，需要先健身
2021-04-26 16:47:44,0:00:22.848000,10c2143e,投币支持
2021-04-26 16:50:36,0:00:49.398000,6884a5f4,不这样，谁管你
2021-04-26 16:51:40,0:03:01.899000,f103f73d,这个字好真实
2021-04-26 16:53:09,0:04:20.980000,6ba1ff91,投个币支持一下，给测试人员买顶头盔吧~
2021-04-26 16:54:25,0:01:18.579000,8e75f8b3,特斯拉热衰退明显极速拍档有一期也说过，没记错是娜娜那次试车
2021-04-26 16:54:34,0:04:46.998000,6884a5f4,特斯拉知道了，完毕
2021-04-26 16:57:07,0:02:40.599000,11556997,特斯拉歧视女性
2021-04-26 16:58:15,0:00:56.124000,c8c22103,特斯拉：调查完了，没有任何问题
2021-04-26 16:58:24,0:04:07.030000,db66fae0,终于见到一个专业一点的测试了
2021-04-26 17:00:17,0:00:09.168000,f44286ad,这车没有更换轮毂去了降低空阻的轮毂盖之后就是这个样子的
2021-04-26 17:03:13,0:03:26.159000,4d5b458d,能把测试的司机吓死
2021-04-26 17:04:28,0:01:17.057000,d84d73cc,在人民生命财产受到威胁面前一切都得让步
2021-04-26 17:08:41,0:04:11.148000,bd4d1e0d,测试员不敢测了 哈哈
2021-04-26 17:10:20,0:00:47.225000,78887e51,这样更好，让更多人关注，
2021-04-26 17:11:49,0:01:54.939000,9af8efdf,简单来说就是：油门一松，就会剧烈降速。速度40单松油门会快速降到20一下，刚开始很不适应
2021-04-26 17:14:15,0:04:48.457000,43ef20cd,命都没了还不是最重要的？
2021-04-26 17:14:44,0:03:22.026000,fe0ab646,制动不止有刹车啊
2021-04-26 17:15:09,0:00:37.501000,bc134415,事闹大了
2021-04-26 17:15:57,0:04:11.793000,da23824b,这个视频，必须上热门！
2021-04-26 17:17:17,0:01:09.956000,f653efc,害怕，以后见到特斯拉离远点
2021-04-26 17:17:38,0:05:11.866000,8dd10196,美国鬼子害人不浅
2021-04-26 17:17:47,0:05:13.993000,da23824b,这么早放出来视频，要小心特斯拉从网络上搞鬼，或者作弊
2021-04-26 17:18:59,0:03:28.730000,2cced288,人家有上海背书，搞不动的
2021-04-26 17:19:09,0:05:12.600000,8204b321,算实锤了吧
2021-04-26 17:19:12,0:02:44.859000,dfc82367,喜欢某个力量踩到底，一旦刹车变硬，你会习惯性在那个力量附近停下来，这是肌肉记忆
2021-04-26 17:19:15,0:00:32.232000,4c7bf650,社会需要
2021-04-26 17:19:23,0:02:55.086000,f653efc,特斯拉就是卖残次品，让消费者给他当小白鼠
2021-04-26 17:19:33,0:00:03.782000,a6da2add,保护
2021-04-26 17:20:22,0:01:19.081000,4c7bf650,nb。 刹车片给干冒烟来
2021-04-26 17:20:23,0:01:21.759000,f92c7d6,比亚迪比特斯拉重多了怎么没这么夸张
2021-04-26 17:20:25,0:00:12.669000,c9095510,黑色高级车
2021-04-26 17:20:32,0:03:48.312000,8bd53adf,测试工程师：得加钱！
2021-04-26 17:20:43,0:04:58.729000,400bb380,必须三连
2021-04-26 17:21:27,0:01:25.308000,d219b970,你说有，我觉得没问题了
2021-04-26 17:21:33,0:02:35.755000,cb8d40d,站起来踩
2021-04-26 17:21:52,0:03:55.818000,b70196d,仪表盘都没有，怎么提示呢也明确不了
2021-04-26 17:22:04,0:01:47.631000,ddc9453e,卧槽。。。
2021-04-26 17:22:08,0:00:11.392000,51d91393,冲
2021-04-26 17:22:09,0:01:54.068000,7a077b55,实锤
2021-04-26 17:22:12,0:05:06.318000,aeeb2506,美国不也是这样么？不负责任
2021-04-26 17:22:25,0:00:11.838000,7050c31d,这么快就测完了？
2021-04-26 17:22:33,0:00:18.220000,bf91b6bf,不是才开始耐久没几天吗
2021-04-26 17:22:34,0:02:36.137000,7375dfe8,特斯拉：傻壁车主，门打开那脚刹啊
2021-04-26 17:22:35,0:00:33.619000,9b69d131,你跟他讲理，他不讲有什么办法
2021-04-26 17:22:40,0:04:44.227000,348446e2,这是思域吗
2021-04-26 17:22:49,0:02:26.365000,c9095510,练家子
2021-04-26 17:23:02,0:00:34.652000,3e659883,她理性的时候，谁关注了？
2021-04-26 17:23:29,0:00:25.819000,22a19f73,好一个理中客，事没发生在你头上呗
2021-04-26 17:23:49,0:00:38.459000,22a19f73,站着说话不腰疼
2021-04-26 17:23:52,0:00:55.132000,9de50c0d,替特斯拉体面
2021-04-26 17:24:04,0:03:26.751000,ddc9453e,特斯拉：你们中国基建不行，道路条件差
2021-04-26 17:24:21,0:00:29.309000,fca9d93b,不闹谁理你？支持
2021-04-26 17:24:23,0:01:05.178000,f04f5c2b,还能每个都出问题啊？这咋测评
2021-04-26 17:24:41,0:00:09.028000,ae348922,来了
2021-04-26 17:24:41,0:03:31.326000,11f8b837,测试场地不健全 路面出来背锅！！！
2021-04-26 17:25:19,0:02:41.717000,e1ab65e,经验不足！
2021-04-26 17:25:24,0:01:59.339000,22a19f73,买彩电送汽车
2021-04-26 17:25:33,0:04:20.517000,1800aa85,回炉算了，别造了
2021-04-26 17:26:03,0:01:08.552000,b886c00,实锤了
2021-04-26 17:26:27,0:02:56.506000,582339fc,正常人谁会买一个连仪表都没有的车
2021-04-26 17:26:28,0:01:33.053000,b886c00,垂死拉斯特
2021-04-26 17:26:36,0:03:26.861000,e610d3aa,路政 出来背锅  你的路修的太差了
2021-04-26 17:26:38,0:01:16.339000,83f53c2b,有，，，
2021-04-26 17:26:57,0:00:31.419000,5ab327a6,矫枉必先过正
2021-04-26 17:27:11,0:04:33.746000,e1ab65e,特斯拉装傻
2021-04-26 17:27:27,0:03:48.339000,22a19f73,全村吃饭车
2021-04-26 17:27:30,0:03:03.219000,f60713ed,顶上去
2021-04-26 17:27:37,0:04:18.043000,6bcb4216,我就想知道测试大哥怕不怕。。。
2021-04-26 17:28:05,0:04:50.872000,e1ab65e,直接解决车主比较容易。
2021-04-26 17:28:07,0:03:14.519000,d1719e39,能量回收和制动有什么关系？
2021-04-26 17:28:39,0:03:05.018000,a5e33d9a,害怕
2021-04-26 17:28:48,0:04:56.966000,e1ab65e,不要脸的车企
2021-04-26 17:29:09,0:05:06.819000,22a19f73,帕萨特可比不了特斯拉
2021-04-26 17:29:22,0:04:53.342000,b22b5bc9,特斯拉：收到，公关这就来解决你
2021-04-26 17:29:59,0:04:05.414000,e66d1b49,于是就等不及了
2021-04-26 17:30:16,0:00:24.394000,d7ee06a3,她不闹就不会有媒体去关注了，特斯拉更不会引起重视，更不会把消费者当人
2021-04-26 17:31:11,0:02:06.842000,68face7,特斯拉：刹车系统没问题，只是助力泵想休息一下“而已”
2021-04-26 17:31:36,0:02:41.939000,60d99bf4,我觉得很理性的分析
2021-04-26 17:34:06,0:01:03.458000,5fee7c66,我不信
2021-04-26 17:34:13,0:05:01.215000,14d1ed28,说的好
2021-04-26 17:35:24,0:00:30.539000,cbbe498b,只要骂特斯拉，就点赞投币
2021-04-26 17:35:44,0:01:26.182000,e39110ac,理性就没人理，但凡有别的办法  谁愿意大庭广众丢人呢
2021-04-26 17:36:16,0:03:29.290000,a5708fbd,你三联有了，专业！
2021-04-26 17:36:32,0:02:06.329000,5e3c6d1b,不是，某种情况下刹车感觉变了，司机不是容易反应不过来吗
2021-04-26 17:37:18,0:02:16.862000,e94ea5bf,动能回收优先，刹车板靠后，这就急刹不了了
2021-04-26 17:37:27,0:00:05.003000,a43908d2,点击率真的猛
2021-04-26 17:37:42,0:03:23.424000,e087149c,产品不完善
2021-04-26 17:37:49,0:02:01.465000,3c258a59,这不就是玩游戏玩着玩着灵敏度变了
2021-04-26 17:37:58,0:04:08.696000,22049d5e,发现收不到款了，就放出来
2021-04-26 17:38:08,0:02:34.999000,5e3c6d1b,男的也会啊，司机不是很熟悉这个原理，而且这个情况在什么出现呢
2021-04-26 17:38:13,0:04:37.299000,296bf556,三联支持
2021-04-26 17:38:38,0:04:02.315000,22049d5e,没法拿充值了，就放出来了
2021-04-26 17:39:17,0:01:13.639000,ae53f4e9,《有》
2021-04-26 17:39:33,0:00:31.779000,6c42dc31,老理中客了
2021-04-26 17:39:40,0:00:27.206000,ab169cd8,不在大街上喊，根本没人管？？
2021-04-26 17:40:32,0:01:32.961000,bf04e40d,这期必须点赞投币，老王yyds
2021-04-26 17:40:47,0:00:40.902000,6fcb009a,理性的没有人管
2021-04-26 17:40:56,0:02:11.616000,a03ab61,千万不要相信美帝
2021-04-26 17:41:02,0:02:54.599000,6404d1ca,我他妈买的又不是F1
2021-04-26 17:41:05,0:01:13.107000,a25539d4,你们技术不好，连刹车都不会 /斜眼
2021-04-26 17:41:54,0:00:28.960000,476f4cf1,实在没办法吧，但凡特斯拉受理并解决问题，谁会傻了吧唧的去闹，再有钱也是赚来的呀。
2021-04-26 17:41:57,0:03:25.904000,6404d1ca,说路况不好的建议你们去美国看看都是什么烂路
2021-04-26 17:41:57,0:03:58.389000,7da21cee,韭菜车
2021-04-26 17:42:17,0:02:30.630000,ab169cd8,硬是车的问题，踩不动是人的问题
2021-04-26 17:42:19,0:03:29.930000,531495ba,确实会出现这个问题，但是我踩刹车的几度是按车辆减速程度来衡量的，不是按习惯来的
2021-04-26 17:42:39,0:05:16.213000,587812af,三连了
2021-04-26 17:42:56,0:00:04.248000,bb12d3f9,大叔，注意安全啊
2021-04-26 17:43:05,0:03:45.279000,6353348b,优雅？这灰字怕是想早点坑死车主
2021-04-26 17:43:40,0:05:07.226000,26e8fd86,很中肯 只说现象 不臆想一些有的没的
2021-04-26 17:43:58,0:05:24.565000,c398e834,薛定谔的刹车
