uname,mid,level,sex,send_time,like,is_sub,text
基利亚姆耶卡,252066238,5,保密,2021-06-25 09:37:57,1,True,回复 @爱读书的男人 :嗯！？我的评论怎么被吞了。汽车之家9:16对应该视频4:17，通过路面线可以判断，当时车流速度1.5M/S不错了。可是9:16突然视频加速，通过暂停可以发现这么慢的车流速度，后车还压速度，给视频车留下很大空间（看建模）。
Schnellboote,1562262766,2,保密,2021-06-25 09:59:27,0,True,回复 @基利亚姆耶卡 :在L7切入右道前，车头已经有些偏向，后车一定能发现。强行把L7挤在左道当然可以，就如前几辆车做的那样，但不是每个驾驶员都喜欢那样的，总有人担心刮蹭，甚至相撞之类的。平时加塞不就是利用这种心理嘛，真要是人人都不让，这平时加塞十个里面有九个要出车祸吧。
基利亚姆耶卡,252066238,5,保密,2021-06-25 10:00:56,1,True,回复 @爱读书的男人 :一看就不是在上海开车的人[吃瓜][吃瓜][吃瓜]
Schnellboote,1562262766,2,保密,2021-06-25 10:02:42,0,True,回复 @基利亚姆耶卡 :你的意思是上海人素质特别差？
基利亚姆耶卡,252066238,5,保密,2021-06-25 10:04:50,1,True,回复 @爱读书的男人 :你如果在上海生活，还能说出这样的话。就当上面我和你白交流了。如果没在上海生活过，建议去一个月就行了，早晚开车上高架体验一下。[抠鼻][抠鼻][抠鼻][抠鼻]
Schnellboote,1562262766,2,保密,2021-06-25 10:05:44,0,True,回复 @基利亚姆耶卡 :俺是310
基利亚姆耶卡,252066238,5,保密,2021-06-25 10:08:36,1,True,回复 @爱读书的男人 :那就更不会说这话了！[doge]自己家高架拥堵的时候，司机啥样不清楚么。见缝插针
Schnellboote,1562262766,2,保密,2021-06-25 10:11:59,0,True,回复 @基利亚姆耶卡 :这个世界上总有谨慎的人。
星条樱乃,1806989,6,保密,2021-06-25 10:26:57,2,True,回复 @基利亚姆耶卡 :重复看了几次 确实有 仔细啊
基利亚姆耶卡,252066238,5,保密,2021-06-25 10:45:38,0,True,回复 @星条樱乃 :所以这种事只是讨论！任何技术发展都需要时间。我们不是当事人，不好做定论。只能推敲，真假已经不重要了。
nmdmn,43480005,5,保密,2021-06-28 12:46:30,2,True,不用喷了，那天就是我开的保护车
zbdjp,431196922,5,保密,2021-07-02 01:08:52,0,True,厉[热词系列_害]
乔尼小样,35908472,5,保密,2021-07-03 13:51:38,0,True,回复 @基利亚姆耶卡 :硬黑呀，那个建模只是个演示
乔尼小样,35908472,5,保密,2021-07-03 13:52:01,0,True,海军标签已打
基利亚姆耶卡,252066238,5,保密,2021-07-03 14:15:22,0,True,回复 @乔尼小样 :那个你看后视镜[辣眼睛]，要是单纯建模就没啥好讨论的。我可没提任何其它品牌[抠鼻]，都在和上面有好讨论。你一上来就打标签是不是有点过了。
基利亚姆耶卡,252066238,5,保密,2021-07-03 14:17:19,2,True,回复 @乔尼小样 :还有你这个理由不成立，自动驾驶与建模分不开，如果建模都不准，是不可能做到准确自动驾驶的，你这个理由悖论了。
nmdmn,43480005,5,保密,2021-07-05 01:56:18,0,True,其实是momenta做的。。
第二个z真相,3875856,6,男,2021-11-28 21:05:10,0,True,你说的不一定对，但嫌疑确实非常大，考虑到40分钟到问题，智己有可能也是怕中途出些差错。
橡胶套香蕉,553442,6,男,2021-06-24 23:29:48,24,False,恰百家饭的up主，啥技术都不懂。靠摄像头毫米波雷达能做到l3，请问这款车到底有没有激光雷达？不要跟我提冗余，有还是没有？请专业一点
wfd911,231350803,3,保密,2021-06-25 01:29:43,0,True,没有，但是后续可以升级两个激光雷达。
猫猫捉猫猫,5017597,5,保密,2021-06-25 02:01:47,1,True,谁告诉你靠毫米波雷达+视觉系统搞不了L3了？谁告诉你少了激光雷达就搞不了L3 L4 L5了？你就是汽车自动驾驶领域的泰斗？现在上不了L3是因为法规限制。开放法规后国内蔚来 小鹏 比亚迪等都能发L3的车。
DFLY,374392,6,保密,2021-06-25 04:47:04,3,True,回复 @猫猫捉猫猫 :说的对，何况这车随后还会有扩展了激光雷达的版本，还升级了芯片。这样硬件和蔚来买个目前的自动驾驶硬件的天花板et7也没多大区别了
Schnellboote,1562262766,2,保密,2021-06-25 08:47:22,0,True,这个正说明上汽的PP-CEM自动驾驶技术牛比啊！华为用了激光雷达还不如上汽没有激光雷达的版本强，这差距太大了。
橡胶套香蕉,553442,6,男,2021-06-25 09:06:13,2,True,回复 @猫猫捉猫猫 :可以上，对芯片算力要求很高。会有行业标准的，看着吧。另外，有人说后期能加装激光雷达，一加钱，二有哪个大车企出场了还给你原厂加装的，蛮有意思的，希望智己哦不上汽能打破行规吧，哈哈
行走的时钟,35079652,5,保密,2021-06-25 21:32:18,1,True,回复 @爱读书的男人 :呵呵
一颗冰想发热,22175410,6,保密,2021-07-01 13:40:40,0,True,楼主建议多了解一下再下结论，目前的毫米波雷达视觉系统这套硬件用来支撑到L3，L4级别自动驾驶并没有什么问题，目前最核心的问题是高精地图的普及，高精地图地图的大范围普及才是完成这一步的最后一个闭环条件。至于激光雷达，有他一定更好，但并没有能因为它一己之力就能拔高一个自动驾驶级别，激光雷达更多地是在比较恶劣极端条件下，比如可见度低的大雾天气行车提供更多安全性。但这种天气下，不管是人开还是机器开，其实最好都避免才是正确选择。
碎天戈,327206967,5,保密,2021-07-02 10:37:20,1,True,回复 @猫猫捉猫猫 :特斯拉什么雷达都不需要，只有摄像头，买的人还很多[吃瓜]
alialiyun,23867668,5,保密,2021-07-02 22:29:51,0,True,回复 @碎天戈 :算法足够优秀的话的确可以做到，只不过目前还没有这么优秀的算法
毛茸茸饲养员,23161575,5,保密,2022-05-06 14:04:48,0,True,回复 @wfd911 :哈哈哈，老公关了。
ckalz,11187473,6,男,2021-06-25 01:11:46,21,False,L7是这个车的型号，不是自动驾驶等级[笑哭]
我来搞in,423769335,4,男,2021-06-26 09:58:35,0,True,标题说的就是智己l7，自动驾驶
ckalz,11187473,6,男,2021-06-26 10:43:28,0,True,回复 @我来搞in :你看评论区
叶问讠井高考志愿,439563,5,保密,2021-06-24 23:58:46,21,False,我觉得还是前面那个白色轿车更好，因为每次都在视频车前面
88277295863_bili,360275062,4,保密,2021-06-25 00:19:44,0,True,嘘🤫
zbdjp,431196922,5,保密,2021-07-02 01:11:02,1,True,就喜欢你这种高手、老实人[doge]
不完美但完整,16288103,6,男,2021-07-06 00:18:47,0,True,就一个车内视角，没有一个下车后或者上车前的视角。这让我对智己的自动驾驶能力抱有观望的态度。
greatwolf,20644893,5,保密,2021-07-11 22:43:19,0,True,看内饰是momenta改装的红旗吧
greatwolf,20644893,5,保密,2021-07-11 22:43:55,0,True,别跟我说内饰伪装了
乔尼小样,35908472,5,保密,2021-07-03 13:55:00,17,False,小马也被黑，百度也被黑，上汽也被黑，反正不和华为合作都是不行，不爱国[doge]
跑的比清明快,353614456,4,保密,2021-07-04 23:16:12,1,True,确实是这样啊，最近看了的视频刷的都是什么极狐华为，怨不得特斯拉说中国的消费者需要汽车知识教育了
EIro是Eiro是EIRO,10881755,6,男,2021-07-09 11:05:10,1,True,回复 @跑的比清明快 :好一个怨不得
ppxCOP,491291507,5,保密,2021-07-11 19:34:12,0,True,回复 @EIro是Eiro是EIRO :华为自动驾驶项目高管都说了一百年内没有L5
EIro是Eiro是EIRO,10881755,6,男,2021-07-11 19:39:29,0,True,回复 @ppxCOP :这和我说的有啥关系吗
多年不当大佬,10967360,4,保密,2021-07-13 11:13:55,5,True,笑话，其他的不知道，百度那个自动驾驶吹了多少年了。现在出的结果拉夸的要死，不是别人吹华为，而且这些家伙自己拉夸
KNnightmare,3177564,5,保密,2021-07-15 05:03:02,0,True,简单说，现在扫地机器人都知道要用激光+视觉+超声雷达，家里环境总没有路面上复杂吧，居然还减配了
笔记本喜欢B站,33604758,5,男,2021-07-16 08:28:43,0,True,"我也觉得吹华为吹的有点过分黑，其他的黑的有点过分。
从视频里面大家真的能够看得出时好时坏吗？我觉得这个视频挺好的呀。"
硅谷密探tech_hunting,8178372,6,男,2021-06-24 13:00:05,17,False,用的是momenta，并不是智己自己的技术啊
xiao0107,389216115,4,保密,2021-06-24 23:21:41,0,True,明白人
Schnellboote,1562262766,2,保密,2021-06-25 08:41:54,3,True,用的是上汽的PP-CEM，momenta只是一个合作伙伴而已。这两天momenta炒作与上汽的合作项目，只是为了拉股价而已。
Jessica_szx,477727103,4,保密,2021-06-26 13:12:35,4,True,回复 @爱读书的男人 :momenta都没有上市哪来的股价
光电第一帅,303116003,5,保密,2021-07-07 12:31:54,0,True,那又怎么样，好用就行。哪有工业品不用供应商全自研？
jtywd,324978415,4,保密,2021-06-25 12:08:52,14,False,连冗余都不会读，这个up主的文化水平可见一斑
流逝语言,8641196,5,保密,2021-06-24 16:52:05,12,False,你说那么多有啥用，给我们看那个四十分钟的视频啊，
DirectorGuo,261986705,4,保密,2021-06-24 11:01:13,11,False,冗余 rǒng yú
YY的茶渍饭,4742723,6,男,2021-06-25 01:20:05,5,False,之前X斯拉X鹏等一堆品牌吹得天花乱坠，最后实际是什么样、为了拍出效果厂家有哪些小伎俩，已经有博主测试撕破窗户纸了。现阶段吹全自动驾驶这口馊饭就别吃了[捂眼]
简单的una,29561101,5,女,2021-06-25 14:57:06,0,True,我是p7车主，厂家从来没说是自动驾驶，一直强调给车主的概念是自动辅助，开了26000多公里，ngp还是很好用的。
YY的茶渍饭,4742723,6,男,2021-06-25 15:16:59,2,True,回复 @简单的una :NGP？就是之前给一个汽车博主撕得粉碎的那个？[辣眼睛]
简单的una,29561101,5,女,2021-06-25 16:02:37,0,True,回复 @YY的茶渍饭 :好不好用，自己用了就知道，光看有什么用╮(￣▽￣)╭我又不卖车，我又不做推广，我用着好用就好（⌒▽⌒）
彭黑君,24098412,5,保密,2021-06-27 21:55:01,1,True,回复 @YY的茶渍饭 :同P7车主，目前量产车里面，高速ngp确实体验很好。驾驶疲劳减少一半。
一颗冰想发热,22175410,6,保密,2021-07-01 13:55:56,3,True,普通吃瓜民众最容易被煽动影响，不管是被汽车销售，还是被这些车评人。很多人都不知道自动驾驶表现更好的视频里，比如这个和华为那个，跟其他车相比多了什么就一并盖棺定论。38的测试是有意义的，但要跟这两个区别开来，自动驾驶现在的问题不是继续再堆感知硬件，是高精地图的完善，而表现好的这两家主要就是基于了高级地图的帮助，有这个东西，38号再测试结果肯定不会让他失望的。像你的手机地图似的，越来越详细越来越好用，高精地图也如此，它也在逐步覆盖，从一线到二线到三线四线。特斯拉硬件配备肯定差了点，蔚来的不知道够不够，小鹏P7那套应该还行，加上最近新出的这些车，硬件系统都可以支撑，就是等高精地图覆盖率增加，甚至不需要激光雷达，自动驾驶体验就会有个质的飞跃。但38号有个结论我很认同，你宣传也可以，没什么，自己有好东西拿出来说没问题，但现阶段体验不完善的时候还拿出来收费这就真的很不好。但商业行为，你做生意你也会如此的，毕竟是自由选择，想买就就买，毕竟有些功能还是能直接要用上的像评论所说的。
泰拉嗝屁王中王,268637648,5,保密,2021-07-02 09:58:46,0,True,好不好用开过就知道了，就看了几个别人评测视频就当作自己实际体验，你可真是大聪明。
天台上的苹果菌,14301033,5,男,2021-06-24 22:29:47,4,False,小马智行也可以而且多次在广州无人驾驶，就是有点丑
犬来叭荒w,29050614,5,女,2021-06-25 23:49:33,0,True,是的，BV1Pv411H71w
Jackindata,110741367,4,保密,2021-07-02 12:26:52,0,True,小马的车造价两百万[喜极而泣]
Indestructible,3369163,6,保密,2021-06-24 21:40:39,4,False,比华为牛。奈何华为会营销，其实技术根本都不如别人。
林LAMYW,114952784,5,保密,2021-06-24 22:39:30,15,True,确实，华为技术根本不如人，也就在世界比赛中拿了第一而已[吃瓜]
Schnellboote,1562262766,2,保密,2021-06-25 08:43:17,0,True,回复 @林同学LAM :啥比赛说说！是不是抄袭大赛？
行走的时钟,35079652,5,保密,2021-06-25 21:34:32,1,True,高兴就好
纯牛奶解辣,431277954,5,保密,2021-06-27 20:32:54,3,True,回复 @爱读书的男人 :水军好歹整个大号吧，三无小号干啥呢
不会游泳的水手迪,397032608,5,男,2021-07-02 18:51:17,1,True,回复 @林同学LAM :不会又有人要拿那个全是一堆高校参赛的比赛来说事儿了吧[doge]
欧尼酱malink1,438206087,4,保密,2021-07-07 17:21:17,5,True,龟速行驶 还有护航车=比华为牛
小小环球苍蝇碰壁,1080202414,4,保密,2021-06-24 21:05:21,4,False,L7？？？你就是这样定义的？
方鹿俊,73445873,5,保密,2021-06-24 17:27:17,4,False,这条路有高精地图  和华为那个一样  没地图不行的
teslainfo4wo2,1175915050,4,男,2021-06-24 17:50:39,1,True,没地图哪个车子知道目的地在哪儿啊？
对不对啊小狗狗,436075059,5,保密,2021-06-24 19:56:04,0,True,特斯拉的fsd也需要众包高精地图的好吧...
飞翔DGD,513604584,4,保密,2021-06-24 20:32:45,0,True,回复 @一哥加二哥 :高精地图，不是说地图
暗光随心,131588724,4,保密,2021-06-24 21:02:33,2,True,没导航地图你自己都要走丢
teslainfo4wo2,1175915050,4,男,2021-06-24 23:34:08,1,True,"回复 @bili_51813894089 :高精地图难道不是地图吗？地图难道不该是精度更高更好吗？即使是人驾驶地图精度不高也容易走错道，例如主路辅路分不清，你认为光靠什么算法就能做到？最近鼓吹特斯拉不要雷达的傻子很多，他们分不清雷达和摄像头只是获取路况信息的设备而不是处理信息的设备，谁买个雷达装自己车上就能实现自动驾驶了？华为能做到L4级而特斯拉只有L2级就已经证明了比算法特斯拉也不是华为对手。
要实现更好的自动驾驶自然是获取信息和处理信息都要越强越好，而不是那些蠢货扯淡的什么特斯拉纯视觉驾驶如何如何，光靠算是不可能知道一辆车后面有没有人的，加上摄像头也不行，这是一个很简单的道理，而某些蠢货把特斯拉的算法吹得更算命似的，笑死人了。"
xuyihui,15057128,6,保密,2021-06-24 23:50:39,4,True,我寻思用高清地图有啥不对的吗？
如果冷风吹起,245892156,5,保密,2021-06-25 00:08:25,0,True,回复 @xuyihui :电影里的功夫高手，出招前要先蒙眼睛啊，要想成功必先自宫嘛。
dayu23,279580981,4,保密,2021-06-25 07:53:10,1,True,高精地图是自动驾驶必备的条件，类似5g，覆盖总是越来越多，这又不是作弊。
xuyihui,15057128,6,保密,2021-06-25 21:55:05,0,True,回复 @如果冷风吹起 :你搁这儿把科学技术当练武功呢？
方鹿俊,73445873,5,保密,2021-06-26 00:23:09,0,True,回复 @xuyihui :我想说明一点  演示的表示 只能在这条特定的路上自动驾驶。高精地图是个前置条件。因该说这条路上0接管 而不是魔都0接管，华为也好智己也好，都很淡化这个前提条件，有误导嫌疑 让人觉得市区上下班开这车都行了。至于高精地图什么时候能普及，目前车厂或者地图软件商都没有跳出来表态的，应该不是几年能普及的。
xuyihui,15057128,6,保密,2021-06-26 00:49:39,0,True,回复 @方鹿俊 :同样 自动驾驶也不是这几年能普及的 任何一个划时代的技术都不是独立出现的 肯定是需要各方面技术都进步了才有机会商用
我来搞in,423769335,4,男,2021-06-26 10:03:59,2,True,回复 @方鹿俊 :华为表示明后年开放全国一二线高精地图
星条樱乃,1806989,6,保密,2021-06-24 23:05:50,3,False,整整40分钟 在哪里啊
DeadHug,180067,6,保密,2021-06-24 22:38:52,3,False,l7都出来了。。哈哈哈
油饼爱葱花,353768390,5,保密,2021-06-25 07:49:30,2,True,I7是车型号。。
窗外榆树,95269989,4,保密,2021-06-24 18:02:56,3,False,魔都内环跑自动驾驶，这说明已经达到高水准才敢上路测试
绿色南瓜杯,382828942,2,保密,2021-06-24 18:03:18,2,False,57秒的外卖小哥横穿马路好危险，智己能识别避让做的好 \(^o^)/~
Schnellboote,1562262766,2,保密,2021-06-24 12:09:14,2,False,看样子自动驾驶这一块上汽才是目前的技术巅峰。
对不对啊小狗狗,436075059,5,保密,2021-06-24 19:56:40,2,True,这是momenta谢谢，和上汽半毛钱关系没有
beautifultmm,4424572,5,保密,2021-06-24 21:25:25,1,True,回复 @对不对啊小狗狗 :无意冒犯，还真有点关系，上汽投资了momenta。
对不对啊小狗狗,436075059,5,保密,2021-06-24 21:35:07,0,True,回复 @beautifultmm :哈哈哈哈 你说的对。我说的是技术上
Schnellboote,1562262766,2,保密,2021-06-25 08:45:15,1,True,回复 @对不对啊小狗狗 :是上汽的PP-CEM，和momenta关系不大。并不是投资了就非用其技术不可的，momenta大概率是借上汽炒作股价。
对不对啊小狗狗,436075059,5,保密,2021-06-25 09:22:46,0,True,回复 @爱读书的男人 :你说得对，上汽自动驾驶宇宙第一
bemoliko,38002770,5,保密,2021-06-27 11:05:32,1,True,哈哈哈哈哈哈哈哈哈哈 笑yue 了
瞌睡的小溪溪,491462826,3,保密,2021-07-02 05:20:21,0,True,回复 @爱读书的男人 :这货都没上市，哪来的股价
小刀玫瑰1983,384185263,5,保密,2021-09-28 19:51:53,1,False,我想知道这车麋鹿测试的成绩
hjw2719,393179783,4,保密,2021-07-01 22:34:15,1,False,在没有允许自动驾驶公共开放道路的地方跑，就是危害公共安全[辣眼睛]
半月谭啊,1931461441,2,保密,2021-06-30 22:54:54,1,False,华为是用华为系统，这车用几个自己的系统东西？
扛着相机的翻译官,15402755,5,男,2021-06-27 12:03:25,1,False,忽悠忽悠外行还可以
水影星尘,59425366,6,保密,2021-06-25 21:43:03,1,False,激光雷达＋高精地图，是现阶段提升自动驾驶等级的主流方案。摄像头有着天生缺陷，多传感器融合是未来趋势
皮卡丘LETSGO,21078740,5,女,2021-06-25 03:18:48,1,False,高架和市区道路是两个概念好吗
昵称已在用,348504841,5,保密,2021-06-24 22:59:32,1,False,加油！！！
XX小白FY,454195593,5,保密,2021-06-24 21:20:11,1,False,可以举报吗？
木瓜银耳糊,903984,5,保密,2021-06-24 19:17:10,1,False,L7 是哪个级别
wwfrock,373885526,5,保密,2021-06-24 20:25:12,0,True,现在基本上都是l3
单恋一吱花,15207658,6,保密,2021-06-24 20:35:41,1,True,L7是名字。不是等级，最高是L5
木瓜银耳糊,903984,5,保密,2021-06-24 20:51:49,0,True,回复 @wwfrock :L2
木瓜银耳糊,903984,5,保密,2021-06-24 20:52:17,1,True,回复 @乐正绫亲 :起这个名字真是。。。干脆叫L5算了。。
mocui81,381960412,5,保密,2021-06-25 00:13:38,4,True,打擦边球的垃圾，以后看到这品牌一黑到底
积蓄车,1582488977,2,保密,2021-06-24 18:03:59,1,False,发展速度也太快了，市中心开自动驾驶，硬件软件实力都得很强才行
缘分的张哥,1598253346,3,保密,2022-07-21 16:33:57,1,False,有威廉姆斯的调校配上IMAD智驾系统，带来的乘车体验不会差
善意的箴言,1490948127,3,保密,2022-07-21 16:34:03,1,False,“更像人”的智驾体验，同级别中优势明显
风筝时光,1562571367,4,保密,2022-07-21 16:34:26,1,False,让科技服务于人，智己L7真的做到了，黑科技满满的智驾系统
沃玛小店员,1090243255,2,保密,2022-07-21 16:33:42,1,False,智己L7驾驶辅助可进化挺打动我的，可以迭代升级的智能汽车，很难不心动
怪盗de小娇妻,381852201,4,女,2022-07-21 16:33:22,1,False,很看好智己的这套智驾系统，在复杂的市区路段，也能灵活应对
高家二漂亮,1322412654,3,保密,2022-07-11 20:35:33,1,False,能够称之为是个“老司机”必然是不同凡响的
远方爱上诗,1204106734,4,保密,2022-07-11 20:35:19,1,False,复杂的车况都能轻松应对，我认为确实是值得体验
简单幸福love,392075580,5,女,2022-07-11 20:35:26,1,False,没有看完视频的我以为智己L7也不过如此，但是我确实从视频了解到了过人的能力
慧慧壮壮,1089330031,3,保密,2022-07-11 20:35:10,1,False,颜值跟实力智己确实都安排到位了
笑问什么,1590652089,3,保密,2022-07-11 20:35:02,1,False,智己L7的自动驾驶技术还是很成熟的，挺想感受
自在飘零,14918340,5,保密,2021-10-14 22:31:39,0,False,智己有自己的优点，但是过度吹牛逼就不好了！
新能源汽车情报站,480941745,2,男,2021-09-09 15:15:06,0,False,说这么多 啥时候能让用户试驾才是关键  我给大家争取机会！
maiios,23993897,5,男,2021-07-30 00:45:20,0,False,我觉得up随时准备对我释放忍术[doge]
KNnightmare,3177564,5,保密,2021-07-15 05:05:52,0,False,简单说，现在扫地机器人都知道要用激光+视觉+超声雷达，家里环境总没有路面上复杂吧，居然还减配了，效果咋样需要继续验证
叮当响小叮当,499135670,4,保密,2021-07-13 14:45:48,0,False,你不了解华为吗？
ppxCOP,491291507,5,保密,2021-07-11 19:32:40,0,False,没有L7 最高L4 L5一百年内都不可能[微笑]
cjkleocjkleo,21596889,3,保密,2021-07-07 00:13:53,0,False,我只想看完整视频不想说话
N-ann,95926602,4,保密,2021-07-06 23:23:16,0,False,被充值了
木头人5741,583707871,2,保密,2021-07-05 12:00:11,0,False,拿出来卖
真皮蜡包,277512299,6,保密,2021-07-05 10:39:22,0,False,我宣布达到L10086级自动驾驶
liweiliv,1763693,5,保密,2021-07-04 22:40:29,0,False,感觉做的还是很不错的了
bili_247728980,247728980,3,保密,2021-07-03 11:59:54,0,False,评价和弹幕跟这个主持人一样主观。
骑着我的小龟车,24633598,5,保密,2021-07-02 08:55:04,0,False,L7自动驾驶?
62652759146_bili,356144311,5,保密,2021-07-04 09:18:37,0,True,是车型号……
Solo_gala,35190484,5,男,2021-06-30 14:20:05,0,False,L7  碰得一手好瓷
Christkkkk,371801940,5,保密,2021-06-28 22:10:18,0,False,自动驾驶一共五个等级
学习小子2020,506058561,5,保密,2021-06-28 18:18:57,0,False,激光雷达吗
智己汽车,1456981504,4,保密,2021-06-28 10:48:12,0,False,"感谢松果爸逻辑清晰的点评[抱拳]智己汽车致力于给大家带来有温度的科技体验，我们将在更多路况环境下对智己智驾IM AD进行测试，交付后的IM AD还将学习用户的驾驶习惯，实现“最懂你”的智能驾驶体验[歪嘴]

ps：视频所展示的智能驾驶为工程样车测试，仅为直观展示目前智己汽车智能驾驶的技术和能力。智己汽车并不提倡大家行车过程中脱手，切勿模仿。请大家遵守交通法规，注意交通安全。"
闲坐悲君,13927747,5,男,2021-06-26 23:48:40,0,False,就目前所有参与交通的司机、行人的整体素质以及法律层面的责任划分来讲，所有鼓吹自动驾驶的个人、媒体及企业都是对生命的极其不尊重。
lven713,29435894,4,保密,2021-06-26 12:12:20,0,False,个人觉得，除非是人工智能，这种辅助驾驶，无论是摄像头还是激光雷达，还是达不到接近100%的安全效果，高速公路还可以，中国的街道变化万千，很难。
不在海边的瑞安,14543984,5,女,2021-06-26 00:04:14,0,False,冗余 都读错了[吓]
犬来叭荒w,29050614,5,女,2021-06-25 23:48:13,0,False,看看这个吧[doge]BV1Pv411H71w
犬来叭荒w,29050614,5,女,2021-06-25 23:47:17,0,False,我还是相信小马智行和极狐[doge]
AsianWhale,10927746,6,保密,2021-06-25 19:36:15,0,False,"工业界最高L5 你来个L7...
但凡有点常识都知道。。这种路测都是routing path，你随机个地点试试"
P9uH,2336496,6,男,2021-06-26 13:47:21,1,True,[doge]车型号叫L7，不是自动驾驶L7等级
fking2020,381175134,4,保密,2021-06-25 19:02:54,0,False,再搭载激光雷达。就更加完美了
TOKI教练,30927229,6,保密,2021-06-25 18:18:23,0,False,华为极狐被你吃了?
曹二的春,446189347,5,男,2021-06-25 15:55:46,0,False,比华为厉害
双手插兜01,97421280,4,保密,2021-06-25 12:20:17,0,False,来农村来一圈，让你怀疑车生
ココナ,12588,6,男,2021-06-25 11:57:33,0,False,自动驾驶应该叫停，程序不成熟出了事就是人命关天的事。真正给你自动驾驶的场景是什么？
第五杀人蜂,10856107,5,保密,2021-06-25 10:14:07,0,False,会不会有团队远程辅助操控驾驶？然后骗人说是自动驾驶？
基利亚姆耶卡,252066238,5,保密,2021-06-25 11:51:36,1,True,不存在的，延迟不允许
Schnellboote,1562262766,2,保密,2021-06-27 22:41:30,0,True,要真实现那样，华为要向上汽学习通讯技术了。
浪子云,15314799,5,保密,2022-07-19 13:39:42,0,False,车是好车 可惜啊 我国世界500强的上汽集团 天天被一些500强都挤不进的5毛企业再乱黑
cloud83131,471197206,5,保密,2022-07-18 14:08:07,0,False,评论弹幕都是喷子，看不得别人好
课代表小刘,703156960,4,保密,2022-07-06 15:45:04,0,False,变道啥的看起来很舒服，如果路上都是这样的车子也就没那么多路怒了，智己L7表现可以
三月三哥,452231881,5,男,2022-07-06 15:45:12,0,False,我看到对智己L7的考验还挺大的，我这个新手司机看到这样的场景也打退堂鼓，但它把任务完成的很好
流云雨起,1959678797,4,男,2022-07-06 15:44:57,0,False,就从这个堵车路段的并线我就看出来了，智己的技术都开的比我好
行人过路人,1849143611,4,男,2022-07-06 15:44:49,0,False,偏爱智己是因为他能给我更舒适的乘坐体验，一直都有在注重用户体验
疯狂雨滴,1429918760,3,保密,2022-07-06 15:44:39,0,False,注重用户体验的智能驾驶才能称得上是好的智能驾驶，智己L7做到了
毛茸茸饲养员,23161575,5,保密,2022-05-06 14:03:37,0,False,只要没有保险公司愿为自动驾驶买单，车企吹再好都没用。
LeoN_qqqq,70859724,5,男,2022-04-26 00:42:53,0,False,哥，这玩意和华为差远了。华为遇到电动车停了是因为前面有人穿马路，您长眼睛了吗。[脸红]
床前花姐夫,298709477,3,保密,2022-02-08 13:34:44,0,False,自动驾驶说实话应该适可而止。准确的说应该大力发展辅助驾驶，不光是城市，高架和高速也是一样，还是要人来主导。
