uname,mid,level,sex,send_time,like,is_sub,text
-粉红小可爱,142347124,5,男,2022-02-12 19:44:40,2,True,回复 @小时候很帅0 :如果双手离开方向盘被摄像头拍到会被扣6分，并且罚款200元。
-粉红小可爱,142347124,5,男,2022-02-12 19:49:25,4,True,回复 @小时候很帅0 :由于“自动辅助驾驶&#34;属于新事物，《道路交通安全法》目前并没有对此专门作出明确规定，还需要相关的专家或者管理部门研究讨论后出台相应司法解释，才能对其进行处罚
-粉红小可爱,142347124,5,男,2022-02-12 20:01:16,2,True,回复 @小时候很帅0 :不过有过相同的案例举报你的话会扣2分，罚50元[呲牙]
-粉红小可爱,142347124,5,男,2022-02-12 20:09:10,0,True,回复 @小时候很帅0 :BV1JE411r7dt
-粉红小可爱,142347124,5,男,2022-02-12 20:10:35,0,True,回复 @小时候很帅0 :BV1H64y1S7NZ
-粉红小可爱,142347124,5,男,2022-02-12 20:12:00,0,True,"回复 @小时候很帅0 :双手离开方向盘并抓着手机拍摄视频,属于妨碍安全驾驶的行为"
simisuasua,400247181,5,保密,2022-02-19 03:08:31,0,True,回复 @小时候很帅0 :因为双手长时间脱离方向盘被监视到了
戍守之刃,117196106,5,保密,2022-11-13 18:12:22,0,True,回复 @一淼不黎_ :雨大不会慢点吗
苏打饼干11栋,80506105,5,保密,2022-11-16 08:27:09,0,True,回复 @小时候很帅0 :这样不好吧，特斯拉靠的是是摄像头，又不是激光雷达，你看不清楚，摄像头也看不清楚，只是它没告诉你而已[辣眼睛]
僵尸道长VS魔婴,436457635,5,保密,2022-11-16 21:28:56,0,True,回复 @小时候很帅0 :他是视觉系统啊相当于你自己的眼睛啊距离只有两米
僵尸道长VS魔婴,436457635,5,保密,2022-11-16 21:31:15,0,True,回复 @一淼不黎_ :有激光雷达还可以你视觉系统等死吧激光雷达也不一定有效啊
-秋风-,19475417,6,男,2022-11-18 21:52:54,0,True,回复 @一淼不黎_ :不行，特斯拉用的摄像头作为路况判断先不说，就算是激光雷达在雨天下都无法保证能完全识别路况，用摄像头大雨天跟盲开基本无两样
甘道夫爱打CS,29672102,6,男,2021-10-10 10:54:35,238,False,长点心吧，出了事故官方根本不会负责，反手就是500万警告。
鸽子_in_闪击占,39476264,6,保密,2021-10-10 18:48:01,15,True,[嗑瓜子]某鹏某来某想，一起给你这条评论点了个赞
降妖伏魔孙悟空,485875522,4,保密,2021-10-10 20:09:17,17,True,你鸽鸽韩大车闹已经请求和解了，死鸭子嘴硬。[微笑]
米克狼基萝,696393187,5,男,2021-10-10 22:24:35,11,True,姓韩的最好赔的倾家荡产[吃瓜]
圍毆才是王道,317704548,5,保密,2021-10-11 22:52:29,7,True,判決出來了，判賠給特斯拉5萬，公開道歉三個月
撸瑟无端五十岁,11471277,6,保密,2021-10-14 22:28:32,4,True,一般人也没那能力满嘴跑火车上蹿下跳，其他特斯拉维权车主都和韩某敬而远之了
凯申物流竭诚为您服务,457091775,5,男,2021-10-25 05:00:51,4,True,回复 @圍毆才是王道 :10月28号开庭，你10月11号就知道判决结果了，逆转未来了属于是。[微笑]
降妖伏魔孙悟空,485875522,4,保密,2021-10-25 21:04:45,1,True,"回复 @凯申物流竭诚为您服务 :聊天记录是有法律效力的
https://b23.tv/QUkBkJ"
仲桦,672361,6,男,2022-04-28 11:07:29,2,True,回复 @降妖伏魔孙悟空 :纯耗材
朱戴安_Diane,52735873,5,男,2022-08-06 12:00:54,1,True,只有企业敢于负责的自动驾驶才是真的自动驾驶，其他都是辅助驾驶
账号已注销,1729795722,0,保密,2022-10-10 22:20:46,1,True,你这种人永远活在过去
王晴天DY,284672146,5,男,2022-10-22 19:24:20,0,True,你就这么想出事故，没出就是没出你在说什么呢你
bili_395640112,395640112,5,保密,2022-11-18 03:12:58,1,True,回复 @王晴天I :后面呢
羡慕能摆烂躺平的人,20425316,5,保密,2022-11-18 19:13:42,1,True,先不论特斯拉认不认，交警，保险公司都不认，出事情车主全责，保险不赔
甘道夫爱打CS,29672102,6,男,2022-11-18 23:01:35,0,True,回复 @恭舵主 :希望特斯拉大卖，然后事故飙升，最后停产禁售。[拥抱]
甘道夫爱打CS,29672102,6,男,2022-11-18 23:18:45,1,True,[口罩]
飛龍火魇,9404842,5,保密,2021-10-11 12:55:21,481,False,为什么总有人这么希望出事故，难道就这么幸灾乐祸吗？不管啥车都应该一路平安
Muikku,246643282,5,保密,2021-10-11 19:53:16,14,True,三观这么正的人不多了👍
超级小S,2716319,6,男,2021-10-12 22:29:28,48,True,很简单的道理  敢这么玩要么蠢要么傻胆大  这次不出事下次就玩更狠的  只有出事了才会长记性
Boom砂咔辣咔,95987162,6,保密,2021-10-14 17:18:31,23,True,自作孽不可活[藏狐]
变形金刚没轱辘,103214715,5,男,2021-10-15 01:43:03,45,True,"这种司机都是死了活该
本就是不成熟的技术
还在极端天气下使用
自己想起去跳楼 别在路上祸害人啊
你是挺善良啊 但你想没想过他在危害别人的性命啊"
寒霜Rs,21357825,6,保密,2021-10-15 23:56:58,129,True,不管啥车，只要车主有这种不负责任的驾驶行为我就希望给他长长记性[微笑]
AlwaysLv,1354505,6,男,2021-10-16 15:06:52,16,True,回复 @超级小S :人家新手，第一次上高速，遇上暴雨不敢开能怎么办？你让人家靠边停车么？还是说高速上开个20码？人不行就人加机器一起呗，别低估机器的能力好吧。现在自动驾驶的系统主要是短板还有很多地方没补好，但长板超过一个新手司机完全没问题。
风间轨迹灬,16814414,6,男,2021-10-17 19:58:58,49,True,回复 @AlwaysLv :你可别高估机器的能力了，还人+机器一起，没看到这视频拍的手都没在方向盘上？？没出事叫自动驾驶，一通大吹特吹，一出事就说自己叫辅助驾驶。
琼笙半夏,87850077,5,保密,2021-10-23 22:01:02,47,True,希望你开高速时，都能遇到视频车主一样的后车[打call][打call][打call]
飞叶飘零123,373130051,5,保密,2021-10-24 20:09:30,21,True,希望下次撞的车前有你
凯申物流竭诚为您服务,457091775,5,男,2021-10-25 04:58:28,49,True,回复 @AlwaysLv :对对对，新手，暴雨天不敢自己开高速，但是敢撒手让车子自己开，敢一边“自动驾驶”一边拿手机拍视频。请问这个新手新在哪了？怕不是脑子比较新，从来没用过是吧？
飛龍火魇,9404842,5,保密,2021-10-25 10:11:47,0,True,回复 @飞叶飘零123 :诅咒人干什么，就会用小号
45又大又圆,13666966,6,保密,2021-10-27 23:03:43,8,True,回复 @AlwaysLv :[doge]问题他没人加机器啊  他在玩手机啊
秋之旋律,108728909,5,保密,2021-11-01 10:05:53,3,True,因为你换某牌子的车子，绝对是N B，国产骄傲，吊打一切外国车。但是他们不敢像这样搞，因为他们自己知道原因[doge]
起个ID难,79079343,6,男,2021-11-04 21:00:22,13,True,回复 @AlwaysLv :新手不敢开，交给机器驾驶拍视频就敢是吧[疑惑]
jissbon带盐人,506652453,5,男,2021-11-05 09:58:55,6,True,回复 @AlwaysLv :新手一个人都不让上高速的好吧，知道自己不会开还上高速那不就是找死嘛。
Vincent-200,200569773,2,保密,2021-12-27 18:22:08,1,True,回复 @寒霜Rs :中二龙哥 半路遇袭 的那个是上辈子的你吧[doge]
YY的茶渍饭,4742723,6,男,2022-01-09 13:53:55,5,True,回复 @AlwaysLv :不敢开就认怂，靠边停车报高速交警找人带下来，没有金刚钻别揽瓷器活
高兴高兴x,4385312,6,保密,2022-04-25 22:36:33,3,True,回复 @AlwaysLv :等出事的时候看看死神会不会看在你是新手的份上饶你一命[滑稽]
御天守,897714,6,男,2022-05-08 13:39:55,2,True,你觉得他做的对吗？ 自己作死
天青水玉,12200059,6,男,2022-05-08 16:42:33,4,True,"因为这种不负责任地开车，会给所有人带来危险。
如果他在无人区自动驾驶，那应该没几个人关注。"
masalalala,25626060,5,保密,2022-05-20 15:27:43,4,True,希望双脱手的司机早点出事，别来碰到我，感谢
你的心情我理解i,382747530,5,保密,2022-07-08 14:06:18,2,True,他这么开你还指望他一路平安？
言行不贰,213640228,6,男,2022-07-09 06:33:51,3,True,回复 @AlwaysLv :他自己的命，他自己管，别人的命，可不由他管
P_Znan,436612194,5,保密,2022-07-24 11:02:37,1,True,回复 @寒霜Rs :希望个人出事。别祸害别人
老雷-Ray,130930315,6,男,2022-07-25 07:17:12,5,True,回复 @AlwaysLv :你的话让我大受震惊，正越是因为新手越不应该用自动驾驶，新手缺乏驾驶经验如果出现紧急情况根本来不及反应，而是如果刚拿到驾照不进行练习驾驶技术会回生，上路更危险。如此不对自己生命负责，特斯拉的bug也是层出不穷，岂能让这才二级辅助的东西自动驾驶？
酒斟须满十分,19326215,5,男,2022-07-27 02:09:07,5,True,回复 @AlwaysLv :新手还把手离开方向盘 拿着手机拍视频是吧 我建议直接给他入刑
花不完的青春,27538803,5,男,2022-08-08 19:36:38,2,True,回复 @AlwaysLv :卧槽?你驾照考完了，跟我说雨天不敢开了？还有理了？厉害厉害 属实是无敌防御
巧克力炒冰激凌,135621391,6,男,2022-08-09 13:04:51,0,True,回复 @变形金刚没轱辘 :难以理解
暴走_棉花糖,55535626,5,男,2022-08-09 23:14:22,0,True,不是希望出事 而且他这个系统真的不成熟 太多的时候都需要驾驶员临场补救 还要和电子系统抢控制权 能抢还有希望 刹车方向盘直接抱死 掰都掰不动 那才叫绝望
祝二二二,43716090,5,保密,2022-09-23 12:09:11,1,True,回复 @AlwaysLv :哈哈哈哈哈好洗，新手不敢开高速所以交给自动驾驶证，牛啊牛啊牛，不敢开还上高速那不是更加找死？
路鸣泽-小魔鬼,353259815,5,保密,2022-10-06 21:03:07,0,True,回复 @AlwaysLv :呃呃
蕾霆蘸酱,492568995,5,男,2022-10-29 00:03:11,0,True,不可否认优胜劣汰在这个世界仍然存在，这种高速上干这种事，脑子不正常的人，总有一天会被淘汰
乌拉北斗,274695780,5,男,2022-11-15 10:01:45,0,True,我希望他们都退车保命，不退啊，送瓜就只能吃喽。一路平安第一步车不能抽风吧，你说呢？
bksern,623835164,5,保密,2022-11-17 12:31:30,0,True,常在河边走
谭妮雅酱,31016346,5,男,2022-11-18 12:20:27,0,True,不管啥车，都不应该危害公共安全！
神经叨叨的浣熊,27887867,5,保密,2021-10-11 19:36:06,130,False,假如出事了你这段视频真的是最好的证据了，保险都不管你
汀兰雨火,14384320,6,保密,2022-02-23 19:23:00,0,True,出事了肯定就删了呀
蕾霆蘸酱,492568995,5,男,2022-07-30 12:19:48,5,True,回复 @汀兰雨火 :出事了还怎么删，这么高的速度，生前影像[doge]
王晴天DY,284672146,5,男,2022-10-22 19:25:09,0,True,没有假如，假如我还有100亿呢  谁信啊[抠鼻][抠鼻]
青春谢我一脸,167972,5,男,2021-10-11 01:22:08,39,False,玩手机驾驶，tsl车内有cam的，你若出事，保险都会挑你错。。
蒙古offlaner,1296128,6,男,2021-10-14 14:58:11,0,True,在哪儿啊
极限野猪精,35808001,5,保密,2021-10-31 18:37:16,1,True,国内摄像头没接电 别傻了
沙盒梦想,44931604,5,男,2022-02-17 21:30:23,1,True,回复 @哎哟喂了啦 :有人都弄出来了还没接电
极限野猪精,35808001,5,保密,2022-02-17 21:35:58,0,True,回复 @沙盒梦想 :梦里弄出来的？
彬和甜结婚吧,95351208,5,保密,2021-10-22 17:45:12,7,False,下次遇到这种情况减速慢行开雾灯，实在不行找地方停车等雨小了再走，这么搞就是玩命。
太沙基无原理,227946427,5,男,2022-05-11 02:09:15,0,True,敢这样玩终究会付出代价
弟煮家的傻儿子,1792926045,3,保密,2022-08-06 12:46:20,0,True,应急车道，拉手刹双闪，真的怕啊，那些边上的车带起来的水雾跟尼玛到仙境一样，云里雾里的根本看不清。
彬和甜结婚吧,95351208,5,保密,2022-08-06 15:29:36,0,True,回复 @横县砍蔗王 :进服务区啊，应急车道是权宜之计。
马小虎chaos,25266375,6,男,2022-08-11 00:01:00,0,True,回复 @横县砍蔗王 :跟着车流慢慢走最安全，这种天气不要停车比较好，不敢走就进服务区或者下高速吧
Robbin_Zhao,479462457,4,保密,2021-10-14 22:58:41,6,False,这个时候其实挺危险的，辅助驾驶系统主要靠挡风玻璃上的摄像头，你看不清路况，摄像头拍的画面更看不清。辅助驾驶系统这个时候敢开到六七十，是因为它不知道害怕，也没有危险的意识，你自己害怕不敢开，就交给了不会害怕的系统去开，反而更危险
沈自在呀,8464352,6,保密,2021-10-16 17:31:58,7,False,辅助驾驶不是自动驾驶，双手离开方向盘就是对自己绳命不负责
小时候很帅0,44275695,3,保密,2021-10-16 23:50:59,0,True,[支持][支持][支持]
72603554931_bili,354080435,5,保密,2021-10-11 10:16:09,3,False,辅助驾驶要看你怎么用，我的车只有ACC，开高速明显感觉比要自己踩油门刹车的要轻松很多，神经不会一直紧绷。目前11万公里了没出过事故。
fbl_fangzi,452809483,5,保密,2021-10-11 15:15:04,2,True,主要还是自己随时准备接管，不要浪，出事的都是放松的或者嘚瑟的[doge]
72603554931_bili,354080435,5,保密,2021-10-11 16:01:52,1,True,"回复 @fbl_fangzi :是啊，再怎样也不至于让车开，自己玩手机或者睡觉，那样随便哪个车都容易出事故。
有ACC只是神经没这么紧绷，可以动动身体。"
改名真的不会中奖,410664861,5,保密,2021-10-26 09:45:43,1,False,其实挺好的，最怕的就是突发情况
乐多多you,319086734,4,保密,2021-10-19 13:21:09,1,False,目前汽车的自动驾驶并非真正全自动驾驶（要认知目前汽车ap的作用）。很多复杂环境不如人工操作。
乐多多you,319086734,4,保密,2021-10-19 13:19:06,1,False,一定要牢记，当你认为没有错误的时候，错就一定会来找你。
祝二二二,43716090,5,保密,2022-09-23 12:10:01,0,True,双手离开方向盘=没有错误
乐多多you,319086734,4,保密,2022-09-23 12:30:08,0,True,回复 @祝二二二 :回炉重造吧
Deep_Blue_Ocean,283951089,4,保密,2021-11-06 19:49:01,2,False,越到关键时刻复杂情况，越不办事，你花钱就了不起了，花钱就想为所欲为了？
贼坏521,479850890,4,保密,2021-10-16 12:34:18,0,False,你是你还活着吗
小0苏仔,40400093,5,保密,2021-10-13 13:23:06,0,False,L2级别当自动驾驶只能说[支持][支持][支持][支持]
Yuuko_Shiratori,4308489,6,保密,2021-10-12 19:55:14,0,False,暴雨尽量开中间车道，两遍车道容易积水
童萌会会长双鸭山,13260358,6,保密,2021-10-11 13:42:52,0,False,A柱的装饰有没有链接啊[藏狐]
小时候很帅0,44275695,3,保密,2021-10-11 19:24:56,0,True,这个是一个叫：跨境好运 的公司的吉祥物，应该是不卖，直接送的。
不会拍照的贱贱,20223416,5,保密,2021-10-11 12:50:00,0,False,开双闪会给后面误导
无金黄铁矿,415757833,5,男,2022-01-19 12:24:52,0,False,特斯拉不是利用摄像头识别么？人都看不见，摄像头识别个毛线啊
英凛__,524992,6,男,2022-02-19 04:43:55,2,True,摄像头识别车道线比人眼强的，晚上下大雨的时候我完全看不见地上的车道线，但特斯拉可以识别出来，我也不知道为什么。up这个是车太脏了，前挡风上有油膜，摄像头上估计也一样，这样开车太危险了
海绵冰块,8325911,6,保密,2022-09-03 23:39:54,1,True,回复 @英凛__ :一个贴地一个在驾驶室，当然不一样了
个屎忽好痕阿,672481295,4,保密,2021-10-26 22:11:06,5,False,下次开席叫我
有没有哇塞,28054,5,保密,2021-10-11 02:19:55,0,False,60还好 b站有个100的还一直吹b[辣眼睛]
苏打饼干11栋,80506105,5,保密,2022-11-16 08:41:35,0,True,60还好 b站有个100的还一直吹b[辣眼睛]，希望他不要遇到潮汕车主的事
憨憨墩墩小小金胖,36889223,5,保密,2021-10-10 21:38:46,1,False,安全第一这种情况。。。
小时候很帅0,44275695,3,保密,2021-10-11 23:54:24,0,True,是的，特斯拉开ap如果没搭手在上面，都是几十秒就提示接管，所以日常都是手搭在方向盘上的，不然也不知道手能放哪里[笑哭][笑哭][笑哭]
_掂过碌蔗丶,519401076,4,保密,2021-10-10 20:43:41,4,False,这隔音绝了[阴险]
Muikku,246643282,5,保密,2021-10-11 19:53:49,0,True,这么大的雨 这个价位什么车也好不到哪去啊
机械体阿巴瑟,231698,6,男,2021-10-12 13:31:09,1,True,回复 @Muikku :这么大的雨 车价超过10万哪个都比这垃圾强
Muikku,246643282,5,保密,2021-10-12 20:16:45,2,True,回复 @机械体阿巴瑟 :我发现你们这帮人一个特点 热衷于抽奖 喜欢做白日梦
机械体阿巴瑟,231698,6,男,2021-10-12 20:45:00,0,True,回复 @Muikku :[呲牙]原来我10年用户就抽一次奖就热衷于抽奖了？？？
Muikku,246643282,5,保密,2021-10-12 20:57:13,1,True,回复 @机械体阿巴瑟 :仔细看看你确实是个建模大触 你前面那句话和你水平确实不匹配 实话
机械体阿巴瑟,231698,6,男,2021-10-12 21:44:08,1,True,回复 @Muikku :怎么 贬低了一下特斯拉就让你反感了？ 特斯拉这种毒车有什么好洗的吗
机械体阿巴瑟,231698,6,男,2021-10-12 21:49:27,0,True,"回复 @Muikku :特斯拉隔音差不是常识？ 我16年买的福克斯11万 无任何改装只买了一套固特异脚垫 隔音吊打特斯拉没问题 
也不用质疑我这儿雨没视频这么大 我这里今年暴雨洪灾 能见度不足1米 隔音也没特斯拉这么差"
机械体阿巴瑟,231698,6,男,2021-10-12 21:57:28,0,True,回复 @Muikku :另外我也并不是啥建模大触 我只是比较肝 没有天赋
淡定的蓝胖子,11607989,5,男,2021-10-14 01:25:30,1,True,回复 @机械体阿巴瑟 :发现现在b站动不动就拿抽奖说事 不知道啥心态 难道随手点一下就是靠抽奖才能度日 不能理解 还有特斯拉现在跟饭圈没啥区别了
淡定的蓝胖子,11607989,5,男,2021-10-14 09:51:54,0,True,回复 @机械体阿巴瑟 :[无语]车这东西关心的不是安全性吗 还搞饭圈这一套唉
棒棒雞mk2,1848969036,4,保密,2021-10-19 21:22:41,0,True,高速上只有雨聲沒有風聲隔音真的棒
打上_花火,14804648,5,保密,2021-10-21 01:18:30,1,True,回复 @机械体阿巴瑟 :你也就配开开福克斯，没事多去挣点钱换个好点的车再来喷。
机械体阿巴瑟,231698,6,男,2021-10-21 08:40:46,0,True,回复 @打上_花火 :[呲牙]特笑子真的太好孝了 开个毒气车还开出优越感来了 哪来的自信看不起福克斯
打上_花火,14804648,5,保密,2021-10-21 11:26:11,1,True,回复 @机械体阿巴瑟 :键盘打的真溜啊，先去挂个脑科看看
机械体阿巴瑟,231698,6,男,2021-10-21 14:37:33,0,True,回复 @打上_花火 :[呲牙]我开NX ES 请问你开什么 开键盘吗？
机械体阿巴瑟,231698,6,男,2021-10-21 14:39:49,0,True,回复 @打上_花火 :以为自己开个特死拉很了不起吗？
打上_花火,14804648,5,保密,2021-10-21 15:05:24,1,True,回复 @机械体阿巴瑟 :我有5系 卡宴 model y gs300 键盘别在我面前装逼
打上_花火,14804648,5,保密,2021-10-21 15:08:35,1,True,回复 @机械体阿巴瑟 :对了我还有一台ktm 790adv ，你的福克斯我感觉可以直接报废掉比较好
关注睿智30年,641787,3,保密,2021-10-21 15:30:11,0,True,回复 @打上_花火 :[呲牙]可以可以 牛B牛B 祝你刹车不会失灵 祝特死拉不会搞你500万
关注睿智30年,641787,3,保密,2021-10-21 15:30:26,0,True,回复 @打上_花火 :[呲牙]真是搞笑 开个间谍随时会BOOM的车哪来的脸看不起福克斯 真是太搞笑了
关注睿智30年,641787,3,保密,2021-10-21 15:30:47,0,True,回复 @打上_花火 :[呲牙]祝你的特斯拉18650不会送你上天
关注睿智30年,641787,3,保密,2021-10-21 15:31:56,0,True,回复 @打上_花火 :[呲牙]祝你吸多了特斯拉车内空气身体健康没什么事
凯申物流竭诚为您服务,457091775,5,男,2021-10-25 05:56:04,2,True,"回复 @打上_花火 :“买这个车，最不能忍就是车噪太大了！ 车速一快，声音无敌大的风噪和胎噪，大到我怀疑是不是车门没装好？（毕竟正品特斯拉的装配工艺大家都懂的） ，中秋前去了服务中心让检查一下，然后带着维修人员上高速感受了一把，结果维修人员表示这个声音完全正常！毫无问题[doge][doge][doge]

还有各种异响，主驾副驾安全带卡扣剐蹭座椅的咯吱咯吱的声音，后座座椅头枕晃动过减速带就咳咳咳响。这2个问题维修人员说不知道什么原因，要拆下来研究研究...时间要比较长，我那时急用车，就至今还没修。 
车友群还有几个遇到玻璃升降异响的[笑哭][笑哭]

关门也比普通的车用力很多才能关上。反正这车声音就是大[墨镜]”
以上是up回复别人的原话，建议你去捂住up的嘴，这样别人就不知道特斯拉隔音差了[嗑瓜子]"
BEIC_OP,7349306,6,男,2022-05-08 22:15:32,0,True,五六十的时速也敢吹
路边的二氧化碳,431584072,4,男,2021-10-10 20:28:03,0,False,其实这个是你的问题，手不要离开方向盘，已经有明确的说明，方向盘稍微用点力就可以取消或者向上拨动右边拨杆一次也是取消，ap已经是所有消费级辅助驾驶最好的了，累积安全里程数据也是所有车型里最多的。
给你遥远的她,271478213,5,男,2021-10-10 17:47:53,0,False,车噪这么大么up…
小时候很帅0,44275695,3,保密,2021-10-10 18:11:08,5,True,"买这个车，最不能忍就是车噪太大了！ 车速一快，声音无敌大的风噪和胎噪，大到我怀疑是不是车门没装好？（毕竟正品特斯拉的装配工艺大家都懂的） ，中秋前去了服务中心让检查一下，然后带着维修人员上高速感受了一把，结果维修人员表示这个声音完全正常！毫无问题[doge][doge][doge]

还有各种异响，主驾副驾安全带卡扣剐蹭座椅的咯吱咯吱的声音，后座座椅头枕晃动过减速带就咳咳咳响。这2个问题维修人员说不知道什么原因，要拆下来研究研究...时间要比较长，我那时急用车，就至今还没修。 
车友群还有几个遇到玻璃升降异响的[笑哭][笑哭]

关门也比普通的车用力很多才能关上。反正这车声音就是大[墨镜]"
给你遥远的她,271478213,5,男,2021-10-10 21:58:06,0,True,啊这……不是说双层玻璃了么……这跟几万的车跑高速嗡嗡声就不带停的属于是一样了…胎噪换轮胎会不会好点呢[笑哭][笑哭]
煮夫雪之下八幡,4723751,6,男,2021-10-11 19:14:38,1,True,回复 @给你遥远的她 :胎噪还好，主要就是风噪，无框车门，无解，BBA的无框门会好一点，设计上有优化，特斯拉设计的车窗顶胶条不够紧，BBA的解决方案我记得是用两边胶条夹玻璃，但是还是不算小。
给你遥远的她,271478213,5,男,2021-10-12 00:35:12,0,True,回复 @煮夫雪之下八幡 :[热词系列_好家伙]
黑衣组织那位先生i,16191005,5,男,2021-10-10 15:46:05,0,False,不希望在新闻上看到你
不吃葡萄皮啊,342500956,5,男,2021-10-10 15:45:29,1,False,现在了还带自动，不是蠢就是坏[吃瓜]
虎虎68,515003857,5,男,2021-10-10 14:25:01,0,False,也许明年有第一代自动驾驶，30年后n代再看第一代好原始。
啊lili,376813,5,保密,2021-10-10 10:51:06,0,False,好像官方不建议大雨天开ap啊
淡定的蓝胖子,11607989,5,男,2021-10-14 01:27:29,0,True,[辣眼睛]降低成本用纯视觉在复杂环境里可靠性真的不行 然而日常行驶中复杂环境还不少
AlwaysLv,1354505,6,男,2021-10-16 15:02:44,0,True,回复 @淡定的蓝胖子 :说的激光雷达就不怕暴雨似的
淡定的蓝胖子,11607989,5,男,2021-10-16 15:33:02,0,True,回复 @AlwaysLv :[辣眼睛]激光不行有毫米波雷达 毫米波雷达不行有摄像头 这仨都不行 那就别开车了 特斯拉啥时候把摄像头的专利拿下来了？
だこ-,105168634,6,保密,2021-10-26 12:49:44,0,True,摄像头比人眼清楚，下雨的时候看tsl的摄像头画面就能看出来了，如果实在视野不行也开不了ap。之前大雨天我也开过，最起码车道线ap看的比我清楚，这样我只需要观察路况就行
ddddddaa,12172594,6,保密,2021-10-10 08:19:43,3,False,这么大雨摄像头也看不清啊，，开慢点自己开就好了
1取个昵称真麻烦1,400549728,5,保密,2022-12-06 20:32:55,0,False,有点不明白 我开高速 暴雨 前面看不清开很慢 就不明白 开的很快的车 他们怎么看清前面的 不是开过一款车  到现在还没明白？？？
桃文收藏者,411357984,5,保密,2022-11-26 21:41:53,0,False,特斯拉是三级吧，你还得看着的
殷唯爱灬亲,27488492,6,男,2022-11-20 11:19:27,0,False,@北京交警
二刺嫄蘸酱,12971458,6,男,2022-11-19 08:32:59,0,False,我记得它这个叫辅助驾驶不叫自动驾驶，现在自动驾驶还不成熟
羡慕能摆烂躺平的人,20425316,5,保密,2022-11-18 19:12:50,0,False,这票不用投，任何时候都不应该开
what069,327563854,5,保密,2022-11-17 11:01:25,0,False,这司机脑子有坑的
一个打野的混子,472937902,4,男,2022-11-15 22:43:10,0,False,如果出了事，我挺幸灾乐祸的。
57444245131_bili,417589772,5,保密,2022-11-15 13:33:54,1,False,自动驾驶目前只在特定区域可以跑，你这是违法
57444245131_bili,417589772,5,保密,2022-11-15 13:34:21,0,True,大家举报一波，把生命当儿戏吗
又甘又刻y,391924525,5,男,2022-11-13 21:37:25,0,False,辅助驾驶，辅助驾驶[热]
qyjhdghg,282745572,5,男,2022-11-13 20:32:28,1,False,自动驾驶真的有人敢用吗，这万一出个意外那可就gg了，反正我是不敢把小命交到机器手里
诊断结果严重正常,49507699,5,保密,2022-11-13 15:00:59,1,False,这样的，上午不出事下午也不会出事
我是人还是人,70439208,5,男,2022-11-08 23:39:32,0,False,开席叫我一个
浅梦墨汐lNi,386483671,5,男,2022-11-03 21:19:06,0,False,这隔音好垃圾啊[doge]，你在试试汉，比这噪音大一倍
风prince,1658340,6,男,2022-10-31 22:30:32,0,False,跟你一样的天气，我ap 115  最后一走神 不让我用ap了
Molin-Star,31043792,5,保密,2022-10-18 23:21:02,0,False,找si，自动驾驶是让你手闲着的？
挂个晴天娃娃,319174447,5,男,2022-10-12 19:55:00,0,False,自动驾驶，我一般都喜欢躺后边[doge]
